晋唐叔虞者， 周武王子而成王弟。	Đường thúc Ngu nước Tấn là con của Chu Vũ vương, em Thành vương.
还，袭灭虞，虏虞公及其大夫井伯百里奚 以媵秦穆姬， 而修虞祀。	[Quân Tấn] trở về, đánh úp tiêu diệt nước Ngu, bắt sống Ngu công cho đến Đại phu Tỉnh Bá Bách Lý Hề làm bồi giá cho con gái [Tấn Hiến công] sang làm vợ Tần Mục công, rồi lo việc tế tư nước Ngu.
荀息牵曩所遗虞屈产之乘马奉之献公，献公笑曰：“马则吾 马，齿亦老矣！”二十三年，献公遂发贾华等伐屈， 屈溃。	Tuân Tức đem ngựa Khuất Sản trước đem tặng nước Ngu dâng cho Hiến công, Hiến công cười nói: “Ngựa thì là ngựa của ta, nhưng đã già rồi!” Năm thứ hai mươi ba, Hiến công bèn phái bọn Giả Hoa thảo phạt thành Khuất, thành Khuất vỡ.
夷吾将奔翟。	Di Ngô định chạy sang nước Địch.
冀芮曰：“不可， 重耳已在矣，今往，晋必移兵伐翟，翟畏 晋，祸且及。	Ký Nhuế nói: “Không được, Trùng Nhĩ đã ở đấy, nay lại sang, nước Tấn ắt chuyển quân sang thảo phạt nước Địch, nước Địch sợ nước Tấn, họa sẽ lại lan đến.
不如走梁，梁近於秦，秦彊，吾君百岁後可以求入 焉。”遂奔梁。	Chẳng bằng chạy sang nước Lương, nước Lương gần với nước Tần, nước Tần vốn mạnh, sau khi vua ta trăm tuổi có thể thỉnh cầu họ giúp về nước.” [Di Ngô] bèn chạy sang nước Lương.
二十五年，晋伐翟，翟以重耳故，亦击晋於齧桑， 晋兵解而去。	Năm thứ hai mươi lăm, nước Tấn thảo phạt nước Địch, nước Địch vì Trùng Nhĩ, cũng đánh nước Tấn ở Khiết Tang, quân Tấn giải vây rồi rút về.
当此时，晋彊，西有河西，与秦接境，北边翟，东至河内。	Đương lúc bấy giờ nước Tấn mạnh, phía tây có Hà Tây, tiếp giáp biên giới với nước Tần, phía bắc giáp biên giới nước Địch, phía đông đến Hà Nhuế.
骊姬弟生悼子。	Em gái Ly cơ sinh Điệu tử.
二十六年夏，齐桓公大会诸侯於葵丘。	Mùa hạ năm thứ hai mươi sáu, Tề Hoàn công hội chư hầu tại Quỳ Khâu.
晋献公病，行後，未至，逢周之宰孔。	Tấn Hiến công ốm, đi sau, còn chưa đến nơi, thì gặp Tể Khổng nhà Chu.
宰孔曰：“齐桓公益骄， 不务德而务远略，诸侯弗平。	Tể Khổng nói: “Tề Hoàn công ngày càng kiêu căng, không chuộng đức mà chuộng xâm lược phương xa, chư hầu bất bình.
君弟毋会，毋如晋 何。”献公亦病，复还归。	Dù ngài không đi hội kiến, [nước Tề cũng] chẳng làm gì được nước Tấn.” Hiến công cũng đang ốm, lại quay trở về.
病甚，乃谓荀息曰：“吾以奚齐为後，年 少，诸大臣不服，恐乱起，子能立之乎？”荀息曰：“能。”献公 曰：“何以为验？”对曰：“使死者复生， 生者不惭， 为之验。”於是遂属奚齐於荀息。	[Hiến công] bệnh nặng thêm, bèn báo Tuân Tức rằng: “Ta lấy Hề Tề làm người kế thừa, tuổi y còn trẻ, các đại thần không phục, e sinh biến loạn, ông có thể giúp [ta] lập Hề Tề không?” Tuân Tức đáp: “Có thể.” Hiến công nói: “Ông dựa vào đâu?” Đáp rằng: “Dẫu nhà vua chết rồi sống lại, thì người sống [là thần đối với người chết đi sống lại là nhà vua] cũng không hổ thẹn điều gì, dựa vào đấy vậy.” Thế rồi phó thác Hề Tề cho Tuân Tức.
荀息 为相，主国政。	Tuân Tức làm Tướng quốc, chủ trì chính sự trong nước.
秋九月，献公卒。	Tháng Chín mùa thu, Hiến công chết.
里克、邳郑欲内重耳，以三公子之 徒作乱， 谓荀息曰：“三怨将起，秦、晋辅之，子将何如？”荀息 曰：“吾不可负先君言。”十月，里克杀奚齐于丧次，献公未葬也。	Lý Khắc, Bi Trịnh muốn đưa Trùng Nhĩ trở về, bèn lợi dụng đồ đảng của ba công tử để làm loạn, bảo Tuấn Tức rằng: “Ba người oán rồi vùng lên, nước Tần và nước Tấn phụ giúp họ, ông sẽ làm thế nào?” Tuân Tức đáp: “Tôi không thể phụ lời ủy thác của tiên quân.” Tháng Mười, Lý Khắc giết Hề Tề ở chỗ thủ tang [Hiến công], Hiến công chưa được an táng.
荀息将死之，或曰不如立奚齐弟悼子而傅之，荀息立悼子而葬献公。	Tuân Tức định chết theo, có người cho rằng chẳng bằng lập em của Hề Tề là Điệu tử rồi phò tá. Tuân Tức lập Điệu tử rồi an táng Hiến công.
十一月，里克弑悼子于朝，荀息死 之。	Tháng Mười một, Lý Khắc giết Điệu tử ngay trong triều, Tuân Tức chết theo.
君子曰：“诗所谓‘白珪之玷，犹可磨也，斯言之玷，不可为 也’，其荀息之谓 乎！	Bậc quân tử nói: “Kinh Thi viết: 'Bạch khuê có vết, còn có thể mài, lời nói lỗi lầm, không thể sửa sai', câu đó để nói về Tuân Tức chăng!
不负其言。”初，献公将伐骊戎，卜曰“齿牙为祸”。	[Tuân Tức] không phụ lời hứa của mình.” Trước đây, Hiến công định thảo phạt Ly Nhung, bói quẻ rằng “Răng gây ra họa”.
及破 骊戎，获骊姬，爱之，竟以乱晋。	Đến khi phá Ly Nhung, bắt được Ly cơ, sủng ái nàng, rốt cuộc khiến Tấn bị loạn.
里克等已杀奚齐、悼子，使人迎公子重耳於翟， 欲立之。	Sau khi bọn Lý Khắc giết Hề Tề và Điệu tử, bèn sai người đón công tử Trùng Nhĩ ở nước Địch, muốn lập Trùng Nhĩ.
重耳谢曰：“负父之命出奔，父死不 得脩人子之礼侍丧，重耳何敢入！	Trùng Nhĩ từ tạ rằng: “Trái mệnh cha rồi bỏ chạy ra ngoài, đến khi cha chết lại không được theo lễ của con để hầu tang, Trùng Nhĩ sao dám trở về!
大夫其更立他子。”还报里克，里 克使迎夷吾於梁。	Đại phu hãy đổi lập công tử khác đi.” Về báo với Lý Khắc, Lý Khắc sai người đón Di Ngô ở nước Lương.
夷吾欲往，吕省、 郤芮曰：“内犹有公子可立者 而外求，难信。	Di Ngô muốn về, Lã Sảnh và Khích Nhuế nói rằng: “Trong nước vẫn còn công tử có thể lập được vậy mà lại cầu tìm bên ngoài, khó tin.
计非之秦，辅彊国之威以入，恐危。”乃使郤芮厚赂 秦，约曰：“即得入，请以晋河西之地与秦。”及遗里克书曰：“诚 得立，请遂封子於汾阳之邑。”秦缪公乃发兵送夷吾於晋。	Xét thấy không sang nước Tần, cậy uy nước lớn để về nước thì e gặp nguy hiểm.” [Công tử Di Ngô] bèn sai Khích Nhuế đem hậu lễ sang hối lộ nước Tần, hẹn rằng: “Nếu được về nước, xin cắt đất Tây Hà của nước Tấn cho nước Tần.” Rồi gửi thư cho Lý Khắc rằng: “Nếu được lập, xin phân phong cho ngài ấp Phần Dương.” Tần Mục công bèn phát binh đưa Di Ngô trở về nước Tấn.
齐桓公闻晋内乱，亦 率诸侯如晋。	Tề Hoàn công nghe tin nước Tấn có nội loại, cũng thống lãnh chư hầu đến nước Tấn.
秦兵与夷吾亦至晋，齐乃使隰朋会秦俱入夷吾，立为晋 君，是为惠公。	Quân Tần và Di Ngô cũng đến nước Tấn, nước Tề bèn sai Thấp Bằng hẹn với Tần cùng đưa Di Ngô về nước Tấn, lập làm Tấn quân, đó là Huệ công.
齐桓公至晋之高梁而还归。	Tề Hoàn công đến Cao Lương nước Tấn rồi rút quân về.
惠公夷吾元年，使邳郑谢秦曰：“始夷吾以河西地许君，今幸得 入立。	Huệ công Di Ngô năm thứ nhất, sai Bi Trịnh tạ từ với nước Tần rằng: “Ban đầu Di Ngô hứa cắt đất Tây Hà cho ngài, nay may mắn được về nước lên ngôi.
大臣曰：‘地者先君之地，君亡在外，何以得擅许秦者？’	Đại thần nói: 'Đất là đất của tiên quân, nhà vua lưu vong ở ngoài, sao có thể tự ý cắt cho nước Tần được?'
寡 人争之弗能得，故谢秦。”亦不与里克汾阳邑，而夺之权。	Quả nhân tranh biện với họ mà không thể được, cho nên tạ lỗi với nước Tần.” [Di Ngô] cũng không phong ấp Phần Dương cho Lý Khắc, còn đoạt lấy quyền [của Lý Khắc].
四月，周 襄王使周公忌父会齐、秦大夫共礼晋惠公。	Tháng Tư, Chu Tuyên vương sai Chu công Kỳ Phủ hội kiến các đại phu nước Tề và nước Tần cùng bái phỏng Tấn Huệ công.
惠公以重耳在外，畏里克为变，赐里克死。	Do Trùng Nhĩ ở ngoài, nên Huệ công sợ Lý Khắc sẽ gây biến, bèn ban chết cho Lý Khắc.
谓曰：“微里子寡人不得 立。	[Huệ công] bảo rằng: “Nếu không có Lý tử, quả nhân sẽ không được lập.
虽然，子亦杀二君一大夫， 为子君者不亦难乎？”里克对曰：“不有所废，君何以兴？	Dẫu vậy, ngài cũng đã giết hai vua và một đại phu, làm vua của ngài chẳng cũng khó ư?” Lý Khắc đáp: “Không phế truất họ đi, sao nhà vua có thể lên ngôi được?
欲 诛之，其无辞乎？	Muốn giết thần, chẳng lẽ không có lời nào khác chăng?
乃言为此！	Cho nên mới nói những lời như thế!
臣闻命矣。”遂伏剑而死。	Thần xin tuân mệnh.” Bèn dùng kiếm tự sát.
於是邳郑使 谢秦未还，故不及难。	Bấy giờ Bi Trịnh đi sứ sang tạ lỗi với nước Tần chưa về, nên không gặp nạn.
晋君改葬恭太子申生。	Tấn quân cải táng Cung Thái tử Thân Sinh.
秋，狐突之下国， 遇申生，申生与载而告之 曰：“夷吾无礼， 余得请於帝，将以晋与秦，秦将 祀余。”狐突对曰：“臣闻神不食非其宗，君其祀毋乃绝乎？	Mùa thu, Hồ Đột đến hạ quốc, [bất ngờ] gặp [hồn phách của] Thân Sinh, Thân Sinh lên ngồi cùng xe với [Hồ Đột] rồi nói rằng: “Di Ngô vô lễ, ta đã thỉnh cầu thiên đế [phạt kẻ có tội], sẽ đem nước Tấn trao cho nước Tần, nước Tần sẽ tế tự ta.” Hồ Đột đáp rằng: “Thần nghe nói thần linh không hưởng lễ của người không cùng tông tộc mình, việc tế tự của ngài chẳng phải sẽ đứt ư?
君其图 之。”申生曰：“诺，吾将复请帝。	Xin ngài hãy suy tính cho kỹ.” Thân Sinh nói: “Được, ta sẽ lại thỉnh cầu thiên đế.
後十日， 新城西偏将有巫者见我焉。”许 之，遂不见。	Mười ngày sau, mé tây Tân Thành sẽ có một đồng cốt là hiện thân của ta.” [Hồ Đột] vừa đồng ý, bèn không nhìn thấy [Thân Sinh] đâu nữa.
及期而往， 复见，申生告之曰：“帝许罚有罪矣，弊於韩。”兒乃谣曰：“恭太子更葬矣， 後十四年，晋亦不昌，昌乃在 兄。”邳郑使秦，闻里克诛，乃说秦缪公曰：“吕省、 郤称、冀芮实为不从。	Đến hẹn [Hồ Đột] tới nơi hẹn, lại trông thấy [Thân Sinh], Thân Sinh nói với Hồ Đột rằng: “Thiên đế đồng ý trừng phạt kẻ có tội, sẽ thua trận ở đất Hàn [Nguyên].” Bọn trẻ bèn có đồng dao rằng: “Cung Thái tử cải táng rồi, mười bốn năm sau, Tấn cũng không hưng, hưng nhờ huynh trưởng.” Bi Trịnh đi sứ sang nước Tần, nghe tin Lý Khắc bị trách phạt, bèn nói với Tần Mục công rằng: “Kỳ thực Lã Sảnh, Khích Xứng, Ký Nhuế không đồng ý [hối lộ nước Tần].
若重赂与谋，出晋君， 入重耳，事必就。”秦缪公许之，使人与归报晋，厚赂三子。	Nếu đem nhiều của cải hối lộ rồi mưu tính cùng họ, trục xuất vua Tấn, đưa Trùng Nhĩ về, việc ắt thành công.” Tần Mục công đồng ý, sai người cùng về báo cho nước Tấn, hối lộ nhiều của cho ba đại phu.
三子 曰：“币厚言甘，此必邳郑卖我於秦。”遂杀邳郑及里克、邳郑之党 七舆大夫。	Ba vị đại phu nói: “Lễ trọng lời ngọt, thế này Bi Trịnh ắt bán đứng bọn ta cho nước Tần rồi.” Bèn giết Bi Trịnh, Lý Khắc và Thất dư đại phu đồ đảng của Bi Trịnh.
邳郑子豹奔秦，言伐晋，缪公弗听。	Con của Bi Trịnh là Báo chạy sang nước Tần, đề nghị [nước Tần] thảo phạt nước Tấn, Mục công không nghe.
惠公之立，倍秦地及里克，诛七舆大夫，国人不附。	Sau khi Huệ công lên ngôi, bội ước việc cắt đất cho nước Tần và hứa phân phong cho Lý Khắc, tru diệt Thất dư đại phu, người trong nước không quy phụ.
二年，周使 召公过礼晋惠公，惠公礼倨， 召公讥之。	Năm thứ hai, nhà Chu sai Thiệu công và Quá đến bái phỏng Tấn Huệ công, Huệ công hành lễ ngạo mạn, bị Thiệu công chê trách.
四年，晋饥，乞籴於秦。	Năm thứ tư, nước Tấn bị nạn đói, phải xin mua thóc của nước Tần.
缪公问百里奚， ”百里奚曰：“天菑流行，国家代有，救菑恤邻，国之道也。	Mục công hỏi Bách Lý Hề, Bách Lý Hề đáp rằng: “Thiên tai xảy ra, các nước lần lượt chịu nạn, cứu giúp lúc thiên tai, xót thương nước láng giềng, là đạo nghĩa của quốc gia.
与 之。”邳郑子豹曰：“伐之。”缪公曰：“其君是恶，其民何 罪！”卒与粟，自雍属绛。	Hãy bán cho họ.” Con của Bi Trịnh là Báo lại bảo: “Hãy thảo phạt họ.” Mục công nói: “Vua họ tuy ác, nhưng dân họ có tội gì!” Rốt cuộc bán thóc cho, chuyển thóc từ đất Ung đến Giáng đô.
五年，秦饥，请籴於晋。	Năm thứ năm, nước Tần bị nạn đói, xin mua thóc của nước Tấn.
晋君谋之，庆郑曰： “以秦得立，已而倍其地约。	Tấn quân bàn tính chuyện đó, Khánh Trịnh nói: “Nhờ Tần nên được lên ngôi, đã bội ước không cắt đất.
晋饥而秦贷我，今秦饥请 籴，与之何疑？	Nước Tấn bị nạn đói, nước Tần còn bán thóc cho, nay nước Tần gặp nạn đói nên xin mua thóc, còn nghi ngại gì nữa?
而谋之！”虢射曰： “往年天以晋赐秦，秦弗知取而贷我。	Còn tính toán làm gì!” Quắc Xạ nói: “Năm ngoái trời đem nước Tấn ban cho nước Tần, nước Tần không biết đường chiếm lấy lại còn bán thóc cho ta.
今天以秦赐晋，晋其可 以逆天乎？	Nay trời đem nước Tần tặng cho nước Tấn, sao nước Tấn có thể làm trái ý trời chứ?
遂伐之。”惠公用虢射谋，不与秦粟，而发兵且伐秦。	Xin hãy thảo phạt nước Tần.” Huệ công theo mưu kế của Quốc Xạ, không bán thóc cho nước Tần, còn phát binh thảo phạt nước Tần.
秦 大怒，亦发兵伐晋。	Nước Tần cả giận, cũng phát binh thảo phạt nước Tấn.
六年春，秦缪公将兵伐晋。	Mùa xuân năm thứ sáu, Tần Mục công đem quân thảo phạt nước Tấn.
晋惠公谓庆郑曰：“秦师深矣， 柰何？”郑曰：“秦内君，君倍其 赂；晋饥秦输粟，秦饥而晋倍之，乃欲因其饥伐之：其深不亦宜 乎！”晋卜御右，庆郑皆吉。	Tấn Huệ công bảo Khánh Trịnh rằng: “Quân Tần vào sâu rồi, làm sao đây?” Trịnh nói: “Tần đưa nhà vua về nước [lên ngôi], nhà vua bội ước trong việc hối lộ cho họ; nước Tấn gặp nạn đói, nước Tần chuyển thóc đến, nước Tần gặp nạn đói thì nước Tấn lại quay lưng, còn muốn thừa cơ họ gặp nạn đói mà tấn công: Quân họ tiến vào sâu chẳng cũng là phải ư?” Tấn Huệ công bói quẻ chọn người điều khiển chiến xa và ngồi hộ vệ bên phải, [bói được] Khánh Trịnh là người tốt nhất.
公曰：“郑不孙。”乃更令步阳御戎，家仆徒为右， 进兵。	Huệ công nói: “Trịnh không nhún thuận.” Bèn đổi, lệnh cho Bộ Dương điều khiển chiến xa, Gia Bộc Đồ làm hộ vệ bên phải, tiến quân.
九月壬戌，秦缪公、晋惠公合战韩原。	Ngày Nhâm Tuất tháng Chín, quân của Tần Mục công và Tấn Huệ công giao chiến ở Hàn Nguyên.
惠公马■不行， 秦兵至，公窘，召庆郑为御。	Ngựa của Huệ công bị lún trong bùn lầy không đi được, quân Tần kéo đến, Huệ công quẫn bách, triệu Khánh Trịnh đến điều khiển chiến xa.
郑曰：“不用卜，败不亦当 乎！”遂去。	Trịnh nói: “Không theo lời quẻ bói, thua chẳng cũng đáng sao!” Rồi bèn bỏ đi.
更令梁繇靡御，虢射 为右，辂秦缪公。	Huệ công đổi sang lệnh cho Lương Do Mi đến điều khiển chiến xa, Quốc Xạ hộ vệ bên phải, nghinh chiến với Tần Mục công.
缪公壮士冒败晋军，晋军败，遂失秦缪公，反获晋公以归。	Các tráng sĩ của Tần Mục công phấn dũng xông lên đánh bại quân Tấn, quân Tấn thua trận, để sống mất Tần Mục công, trái lại còn khiến Tấn công bị bắt đưa về nước Tần.
秦 将以祀上帝。	Nước Tần định đem [Huệ công] tế thượng đế.
晋君姊为缪公夫人，衰绖涕泣。	Chị của Tấn quân là phu nhân của Tần Mục công bèn mặc tang phục khóc lóc.
公曰：“得晋侯将以为 乐，今乃如此。	Mục Công nói: “Bắt được Tấn hầu vốn là chuyện đáng vui mừng, nay nàng lại khóc lóc như thế.
且吾闻箕子见唐叔之初封，曰‘其後必当大矣’，晋 庸可灭乎！”乃与晋侯盟王城而 许之归。	Vả lại ta từng nghe khi Cơ tử gặp Đường thúc lúc mới được phong, có nói rằng: 'Hậu duệ ông ta ắt sẽ lớn mạnh'. Vậy thì nước Tấn sao có thể diệt vong được!” Bèn cùng Tấn hầu lập minh ước ở Vương Thành rồi cho về.
晋侯亦使吕省等报国人曰：“孤虽得归，毋面目见社稷，卜 日立子圉。”晋人闻之，皆哭。	Tấn hầu cũng sai bọn Lã Sảnh báo với người trong nước rằng: “Cô tuy được về, nhưng không còn mặt mũi nào nhìn xã tắc nữa, hãy chọn ngày rồi lập Tử Ngữ lên thay.” Người Tấn nghe tin đó, ai nấy đều khóc.
秦缪公问吕省：“晋国和乎？”对 曰：“不和。	Tần Mục công hỏi Lý Sảnh: “Nước Tấn hòa thuận được không?” Đáp rằng: “Không hòa thuận được.
小人惧失君亡亲， 不惮立子圉，曰‘必报雠，宁事戎、 狄’。	Đám tiểu nhân sợ mất vua [thì nước loạn], [nước loạn thì] mất cha mẹ, chứ không sợ lập Tử Ngữ lên ngôi, còn nói rằng 'Nhất định báo thù, sao có thể thờ nước Nhung Địch được'.
其君 子则爱君而知罪，以待秦命，曰‘必报德’。	Bậc quân tử thì yêu vua mà biết tội, chờ mệnh lệnh nước Tần, nói rằng 'Nhất định báo đức'.
有此二故，不和。”於 是秦缪公更舍晋惠公，餽之七牢。	Có hai lý do đó nên không hòa thuận được.” Thế rồi Tần Mục Công đổi chỗ ở cho Tấn Huệ công, đãi bằng cỗ Thất lao.
十一月，归晋侯。	Tháng Mười một, đưa Tấn hầu về.
晋侯至国，诛庆郑，修政教。	Tấn hầu về đến nước, giết Khánh Trịnh, sửa sang chính giáo.
谋曰：“重耳在外， 诸侯多利内之。”欲使人杀重耳於狄。	Bàn rằng: “Trùng Nhĩ ở bên ngoài, nhiều nước chư hầu xem việc đưa Trùng Nhĩ về sẽ có lợi [cho nước mình].” Muốn sai người đến nước Địch giết Trùng Nhĩ.
重耳闻之，如齐。	Trùng Nhĩ nghe tin đó, liền chạy sang nước Tề.
八年，使太子圉质秦。	Năm thứ tám, sai Thái tử Ngữ sang nước Tần làm con tin.
初，惠公亡在梁，梁伯以其 女妻之，生一男一女。	Trước đây, khi Huệ công trốn sang nước Lương, Lương bá có đem con gái gả cho, sinh được một trai một gái.
梁伯卜之，男为人臣，女为人妾，故名男为 圉，女为妾。	Lương bá bói quẻ, nói con trai thì làm tôi tớ cho người, con gái thì làm hầu thiếp cho người, cho nên con trai đặt tên là Ngữ, con gái đặt tên là Thiếp.
十年，秦灭梁。	Năm thứ mười, nước Tần diệt nước Lương.
梁伯好土功，治城沟， ”民力罢怨，其众数相惊，曰“秦寇至”，民恐 惑，秦竟灭之。	Lương bá thích việc thổ mộc, xây thành đào hào, sức dân cạn kiệt, dân chúng oán thán, họ nhiều lần tụ tập gây kinh động, nói “Giặc Tần đến”, dân sợ hãi nghi hoặc, rốt cuộc nước Tần diệt được nước Lương.
十三年，晋惠公病，内有数子。	Năm thứ mười ba, Tấn Huệ công ốm, ở trong nước vẫn còn mấy người con.
太子圉曰：“吾母家在梁，梁今 秦灭之，我外轻於秦而内无援於国。	Thái tử Ngữ nói: “Mẹ ta nhà ở nước Lương, nay nước Lương bị nước Tần diệt rồi, ta ở ngoài nước thì bị nước Tần khinh thường, ở trong nước thì không được nước nào ủng hộ.
君即不起，病大夫轻，更立他公 子。”乃谋与其妻俱亡归。	Nếu nhà vua không qua khỏi, e rằng các đại phu coi thường ta, cuối cùng sẽ đổi lập công tử khác lên thay.” [Thái tử Ngữ] bèn bàn với vợ cùng trốn về nước Tấn.
秦女曰：“子一国太子，辱在此。	Người vợ nước Tần nói: “Chàng là Thái tử một nước, lại chịu nhục ở đây.
秦使婢 子侍， 以固子之心。	Tần sai tiện thiếp hầu ngài, cốt để ngài yên tâm mà ở lại nước Tần.
子亡矣，我不从子，亦不敢言。”子圉遂亡归 晋。	Ngài trốn rồi, thiếp không theo ngài, cũng không dám nói ra.” Tử Ngữ bèn trốn về nước Tấn.
十四年九月，惠公卒，太子圉立，是为怀公。	Tháng Chín năm thứ mười bốn, Huệ công chết, Thái tử Ngữ lên ngôi, đó là Hoài công.
子圉之亡，秦怨之，乃求公子重耳，欲内之。子圉之立，畏秦之 伐也。乃令国中诸从重耳亡者与期，期尽不到者尽灭其家。	Tử Ngữ trốn về, nước Tần oán Ngữ, bèn tìm công tử Trùng Nhĩ, muốn đưa Trùng Nhĩ về nước. Sau khi Tử Ngữ lên ngôi, sợ bị nước Tần thảo phạt, bèn lệnh những người trong nước theo Trùng Nhĩ trốn đều phải về nước theo kỳ hạn [đã định], đến kỳ hạn ai không về thì sẽ giết cả nhà người đó.
狐突之子 毛及偃从重耳在秦，弗肯召。	Con của Hồ Đột là Mao cùng Yển theo Trùng Nhĩ sang nước Tần, Hồ Đột không chịu triệu hai con về.
怀公怒，囚狐突。	Hoài công tức giận, bỏ tù Hồ Đột.
突曰：“臣子事重耳 有年数矣，今召之，是教之反君也。何以教之？”怀公卒杀狐突。	Đột nói: “Con thần phụng sự Trùng Nhĩ đã nhiều năm, nay triệu chúng về, là dạy chúng làm phản vua vậy, sao có thể dạy chúng làm thế được?” Cuối cùng Hoài Công giết Hồ Đột.
秦 缪公乃发兵送内重耳，使人告栾、郤之党为内 应，杀怀公於高梁，入重耳。	Tần Mục Công bèn phát binh đưa Trùng Nhĩ về nước, [Trùng Nhĩ] sai người báo với đồ đảng của Loan [Chi], Khích [Cốc] làm nội ứng, giết Hoài công ở Cao Lương, đưa Trùng Nhĩ về.
重耳立，是为文公。	Trùng Nhĩ lên ngôi, đó là Văn công.
晋文公重耳，晋献公之子也。	Tấn Văn Công Trùng Nhĩ là con của Tấn Hiến công.
自少好士，年十七，有贤士五人： 曰赵衰；狐偃咎犯，文公舅也；贾佗；先轸；魏武子。	Từ nhỏ vốn yêu quý kẻ sĩ, năm mười bảy tuổi, đã có năm hiền sĩ [theo phò tá], đó là: Triệu Thôi, Hồ Yển Cửu Phạm - cậu của Văn Công, Giả Đà, Tiên Chẩn, Ngụy Vũ tử.
自献公为太子 时，重耳固已成人矣。	Từ khi Hiến công còn làm Thái tử, Trùng Nhĩ vốn đã trưởng thành.
献公即位，重耳年二十一。	Hiến công lên ngôi, [năm đó] Trùng Nhĩ hai mươi mốt tuổi.
献公十三年，以骊 姬故，重耳备蒲城守秦。	Hiến công năm thứ mười ba, vì [sủng ái] Ly cơ nên sai Trùng Nhĩ ra giữ Bồ Thành phòng thủ quân Tần.
献公二十一年，献公杀太子申生，骊姬谗 之，恐，不辞献公而守蒲城。	Hiến công năm thứ hai mươi mốt, Hiến công giết Thái tử Thân Sinh, Ly cơ gièm pha Trùng Nhĩ, [Trùng Nhĩ] lo sợ, không từ biệt Hiến công mà ra giữ Bồ Thành.
献公二十二年，献公使宦者履鞮 趣杀重耳。	Hiến công năm thứ hai mươi hai, Hiến công sai hoạn quan Lý Đề gấp rút đuổi theo để giết Trùng Nhĩ.
重耳逾垣，宦者逐斩其衣袪。	Trùng Nhĩ trèo tường trốn chạy, Lý Đề đuổi chém đứt tay áo Trùng Nhĩ.
重 耳遂奔狄。	Trùng Nhĩ liền chạy sang nước Địch.
狄，其母国也。	Nước Địch là quê của mẹ Trùng Nhĩ.
是时重耳年四十三。	Bấy giờ Trùng Nhĩ bốn mươi ba tuổi.
从此五士，其馀不名 者数十人，至狄。	Theo Trùng Nhĩ có năm kẻ sĩ nói trên, ngoài ra có mấy chục người khác không rõ tên, cùng đến nước Địch.
狄伐咎如， 得二女：以长女妻重 耳，生伯鯈、叔刘；以少女妻赵衰，生盾。	Nước Địch thảo phạt Cao Như, bắt được hai người con gái: đem người con gái lớn gả cho Trùng Nhĩ, sinh ra Bá Trù, Thúc Lưu; đem người con gái nhỏ gả cho Triệu Thôi, sinh ra Thuẫn.
居狄五岁而晋献公卒，里克已杀奚齐、悼子， 乃使人迎，欲立重耳。	[Trùng Nhĩ] ở nước Địch được năm năm thì Tấn Hiến công chết, Lý Khắc đã giết Hề Tề, Điệu tử, bèn sai người nghinh đón, muốn lập Trùng Nhĩ lên ngôi.
重耳畏杀，因固谢，不敢入。	Trùng Nhĩ sợ bị giết, nhân đó cố từ chối, không dám về nước.
已而晋更迎其弟 夷吾立之，是为惠公。	Thế là người Tấn chuyển sang đón người em của [Trùng Nhĩ] là Di Ngô rồi lập làm vua, đó là Huệ công.
惠公七年，畏重耳，乃使宦者履鞮与壮士欲杀 重耳。	Huệ công năm thứ bảy, lo sợ Trùng Nhĩ [về nước lên ngôi], bèn sai hoạn quan Lý Đề cùng tráng sĩ định giết Trùng Nhĩ.
重耳闻之，乃谋赵衰等曰：“始吾奔狄，非以为可用与， 以近易 通，故且休足。	Trùng Nhĩ nghe tin đó, liền bàn mưu với bọn Triệu Thôi rằng: “Trước đây ta chạy sang nước Địch, không phải vì cho là họ có thể giúp ta hưng khởi, mà vì gần gũi dễ sang, cho nên tạm dừng chân.
休足久矣，固原徙之大国。	Dừng chân đã lâu, vốn muốn rời đến nước lớn.
夫齐桓公好善，志在霸 王，收恤诸侯。	Xét thấy, Tề Hoàn công thích làm điều thiện, có chí bá vương, thu nạp và cứu giúp chư hầu.
今闻管仲、隰朋死，此亦欲得贤佐，盍往乎？”於是 遂行。	Nay nghe nói Quản Trọng, Thấp Bằng đã chết, lúc này đang cần có bậc hiền năng phò tá, sao không qua đó?” Thế rồi lên đường.
重耳谓其妻曰：“待我二十五年不来，乃嫁。”其妻笑 曰：“犁二十五年，吾冢上柏大矣。	Trùng Nhĩ bảo vợ rằng: “Đợi ta hai mươi lăm năm mà không thấy trở lại, nàng hãy đi lấy chồng.” Người vợ cười nói: “Đợi đến hai mươi lăm năm thì cây bách trên mộ thiếp đã lớn rồi.
虽然，妾待子。”重耳居狄凡十二 年而去。	Dẫu vậy, thiếp sẽ đợi chàng.” Trùng Nhĩ ở nước Địch cả thảy mười hai năm rồi rời đi.
过卫，卫文公不礼。	[Trùng Nhĩ] đi qua nước Vệ, Vệ Văn công tiếp đãi không theo lễ.
去，过五鹿， 饥而从野人乞食， 野人盛土器中进之。	Bỏ đi, qua Ngũ Lộc, bị đói, phải xin ăn người dân ở đó, người dân đem cho rổ đầy đất.
重耳怒。	Trùng Nhĩ tức giận.
