孔子生鲁昌平乡陬邑。	Khổng tử sinh ở ấp Trâu, hương Xương Bình, nước Lỗ.
师己以实告。	Sư Dĩ trả lời theo sự thực.
桓子喟然叹曰：“夫子 罪我以群婢故也夫！”	Hoàn tử ngùi ngùi than rằng: “Phu tử vì việc của bọn đàn bà ti tiện kia nên trách tội ta!”
卫灵公问孔子：“居鲁得禄几何？”	Vệ Linh công hỏi Khổng tử: “Ở nước Lỗ được lộc bao nhiêu?”
对曰：“奉粟六万。”	Đáp rằng: “Được sáu vạn đấu thóc.”
卫人亦致 粟六万。	Người Vệ cũng cho sáu vạn đấu thóc.
孔 子恐获罪焉，居十月，去卫。	Khổng tử sợ mắc tội, ở được mười tháng, rời khỏi nước Vệ.
将適陈，过匡，颜刻为仆，以其 策指之曰：“昔吾入此，由彼缺也。”	Định đến nước Trần, qua đất Khuông, Nhan Khắc làm người hầu, giơ roi ngựa trỏ nói: “Hồi trước con từng vào đấy, vào từ chỗ vỡ đó.”
匡人 闻之，以为鲁之阳虎。	Người Khuông nghe nói vậy, cho người nước Lỗ kia chính là Dương Hổ.
阳虎尝暴匡人，匡人於是遂止孔子。	Dương Hổ từng tàn bạo với người Khuông, vì thế người đất Khuông bèn ngăn Khổng tử lại.
孔子状类阳虎，拘焉五日，颜渊 後，子曰：“吾以汝为死 矣。”	Khổng tử hình dạng giống Dương Hổ, bị giữ lại năm hôm. Nhan Uyên đến sau, Khổng tử nói: “Ta tưởng con chết rồi.”
颜渊曰：“子在，回何敢死！”	Nhan Uyên nói: “Thầy còn, Hồi này sao dám chết!”
孔子曰：“文王既没，文不在 兹乎？ 天之将丧斯文也，後死者不得与于斯文也。 天之未丧斯文也，匡人其如予何！”	Khổng tử nói: “Văn vương mất đi, cái Văn không ở đây ư? Trời muốn làm mất cái Văn này, người sau không còn được thấy cái Văn này nữa. Trời chưa muốn làm mất cái Văn này, người Khuông làm gì được ta?”
孔子使从者为甯武子臣於卫，然後得去。	Khổng tử sai tùy tòng đến làm gia thần cho Ninh Vũ tử nước Vệ, sau đó mới đi thoát.
月馀，反乎卫，主 蘧伯玉家。 灵公夫人有南子者，使人谓孔子曰：“四方之君子不辱欲 与寡君为兄弟者，必见寡小君。寡小君原见。”	Được hơn tháng, lại trở về nước Vệ, ở tại nhà Cừ Bá Ngọc, Linh công có vị phu nhân là nàng Nam Tử, sai người nói với Khổng tử rằng: “Các bậc quân tử bốn phương nếu không cảm thấy nhục khi muốn làm anh em với vua nước tôi, ắt sẽ yết kiến phu nhân của vua tôi. Phu nhân của vua nước tôi muốn gặp ngài.”
夫人在絺帷中。	Phu nhân ở trong bức màn mỏng.
孔子曰：“吾乡为弗见，见之礼答焉。”	[Ra về] Khổng tử nói: “Ta vốn không muốn đi gặp, khi gặp phu nhân dùng lễ ứng đáp.”
子 路不说。	Tử Lộ không vui.
孔子矢之曰：“予所不者，天厌之！天厌之！”	Khổng tử thề rằng: “Ta có điều gì không phải thì trời bỏ ta, trời bỏ ta!”
孔子曰：“吾未见好 德如好色者也。”	Khổng tử nói: “Ta chưa thấy ai ham đức bằng ham sắc vậy.”
於是丑之，去卫，过曹。	Thế rồi xấu hổ về việc đó, bèn rời nước Vệ, qua nước Tào.
孔子去曹適宋， 与弟子习礼大树下。	Khổng tử rời nước Tào sang nước Tống, cùng học trò tập lễ nghi dưới gốc cây lớn.
宋司马桓魋欲杀孔 子，拔其树。	Tư mã nước Tống là Hoàn Đồi định giết Khổng tử, chặt cây đó.
弟子曰：“可以速矣。”	Học trò nói: “Phải đi cho mau.”
孔子曰：“天生德於 予，桓魋其如予何！”	Khổng tử nói: “Trời sinh đức ở nơi ta, Hoàn Đồi làm gì được ta!”
孔子適郑，与弟子相失，孔子独立郭东门。	Khổng tử sang nước Trịnh, thầy trò lạc nhau, Khổng tử đứng một mình ở cổng thành phía đông.
郑人或谓子贡曰： “东门有人，其颡似尧， 其项类皋陶，其肩类子产，然自要以下不及禹三 寸。累累若丧家之狗。”	Có người nước Trịnh nói với Tử Cống rằng: “Ở của đông có một người, trán tựa Đế Nghiêu, cổ giống Cao Dao, vai tựa Tử Sản, nhưng từ thắt lưng trở xuống thì kém Hạ Vũ ba tấc, ngơ ngơ như chó nhà tang.”
孔子欣然笑曰：“形状，末也。而谓似丧家之狗，然哉！然哉！”	Khổng tử vui vẻ cười nói: “Hình dạng chỉ là phần ngọn, nhưng nói tựa chó nhà tang thì đúng lắm, đúng lắm!”
孔子遂至陈，主於司城贞子家。	Khổng tử bèn đến nước Trần, trú ở nhà Ty Thành Trinh tử.
岁馀，吴王夫差伐陈，取三邑而 去。	Được hơn một năm, Ngô vương Phù Sai đánh nước Trần, chiếm được ba ấp rồi rút về.
有隼集于陈廷而死，楛矢贯之，石砮，矢长尺有咫。	Có con chim cắt chết ở sân triều đình nước Trần, bị mũi tên bằng gỗ cây hộ đâm xuyên qua, đầu mũi tên bằng đá, mũi tên dài một thước tám tấc.
孔子居陈三岁，会晋楚争彊，更伐陈，及吴侵陈，陈常被寇。	Khổng tử ở nước Trần ba năm, đúng khi Tấn và Sở tranh cường, thay nhau đánh Trần, rồi nước Ngô cũng xâm chiếm nước Trần, nước Trần thường bị đánh cướp.
孔 子曰：“归与归与！吾党之小子狂简，进取不忘其初。”	Khổng tử nói: “Về thôi, về thôi! Các học trò quê ta có chí hướng cao xa nhưng hay khinh suất, có chí tiến thủ mà không quên ý hướng ban đầu.”
弟子有公良孺者，以私车 五乘从孔子。	Học trò là Công Lương Nhụ đem năm cỗ xe riêng đi theo Khổng tử.
其为人长贤，有勇力，谓曰：“吾昔从夫子遇难於匡， 今又遇难於此，命也已。吾与夫子再罹难，宁斗而死。”	Công Lương Nhụ là người cao lớn, hiền năng, có khí lực, nói với Khổng tử rằng: “Trước kia con đi theo thầy, gặp nạn ở đất Khuông, nay lại gặp nạn ở đây, đó là mệnh vậy. Con cùng thầy lại mắc vào nạn này, thà chiến đấu rồi chết.”
蒲 人惧，谓 孔子曰：“苟毋適卫，吾出子。”	Người đất Bồ sợ, bảo Khổng tử rằng: “Nếu không sang Vệ thì chúng tôi để ông đi.”
子贡曰：“盟可负邪？”	Tử Cống hỏi: “Có thể làm trái lời thề sao?”
孔子曰：“要盟也，神不听。”	Khổng tử đáp: “Bị ép phải thề, thần linh không nghe.”
卫灵公闻孔子来，喜，郊迎。	Vệ Linh công nghe tin Khổng tử đến, mừng lắm, ra ngoài thành đón.
问曰：“蒲可伐乎？”	Hỏi rằng: “Có thể đánh đất Bồ chăng?”
对 曰：“可。”	Đáp rằng: “Có thể.”
灵公曰：“吾大夫以为不可。今蒲，卫之所以待晋楚 也， 以卫伐之，无乃不可乎？”	Linh công nói: “Các quan đại phu của ta cho là không thể. Nay đất Bồ là nơi nước Vệ ta dùng để chống lại Tấn và Sở, đem quân nước Vệ đi đánh đất Bồ, có lẽ là không nên chăng?”
孔子曰：“其男子有死之志， 妇人有保西河 之志。 吾所伐者不过四五人。”	Khổng tử đáp: “Đàn ông ở đó có chí chết vì Vệ, đàn bà có người có chí giữ Tây Hà. Người mà ta phải đánh bất quá chỉ bốn năm người thôi.”
灵公曰：“善。”	Linh công nói: “Phải.”
然不伐蒲。	Nhưng lại không đánh đất Bồ.
孔子喟然叹曰：“苟有用我者，期 月而已，三年有成。”	Khổng tử ngùi ngùi than rằng: “Nếu có người dùng ta, đầy tháng thì tàm tạm, ba năm có thành tựu.”
子路曰：“由闻诸夫子，‘其身亲为不善者，君子不 入也’。今佛肸亲以中牟畔，子欲往， 如之何？”	Tử Lộ nói: “Do từng nghe phu tử nói 'người làm việc bất thiện thì bậc quân tử không vào đó'. Nay Bật Hật đích thân đem Trung Mâu để làm phản, thầy muốn qua đó, tại sao vậy?”
孔子曰：“有是言也。不曰坚乎，磨而不磷；不曰白乎， 涅而不淄。 我岂匏瓜也 哉，焉能系而不食？”	Khổng tử nói: “Ta có nói lời ấy. Chẳng cũng nói rằng: Cái gì bền chắc, mài cũng không mòn; cái gì vốn trắng, nhuộm cũng chẳng đen. Ta há như quả bầu, chỉ buộc treo lên mà không ăn được ư?”
有荷蒉而过门者，曰：“有心哉，击磬乎！ 硜々乎，莫己知也夫而已矣！”	Có người mang sọt đi qua trước cổng, nói: “Người gõ khánh có tâm thay! Cố chấp thay, người ta không biết đến mình thì thôi đi!”
师襄子 曰：“可以益矣。”	Tương tử nói: “Có thể học thêm rồi.”
有 间，曰：“已习其数，可以益矣。”	Một thời gian sau, thầy dạy nhạc nói: “Đã thành thục về số trong đó rồi, có thể học thêm.”
有 间，曰：“已习其志，可以益矣。”	Một thời gian, thầy dạy nhạc nói: “Đã thành thục cái chí trong đó rồi, có thể học thêm.”
有间，有所穆然深思焉，有所怡然高望而远志焉。	Một thời gian sau, có lúc Khổng tử thâm trầm ra chiều suy nghĩ sâu xa, có lúc vui vẻ như đang có hoài vọng cao vời, chí hướng xa xôi.
曰：“丘得 其为人，黯然而黑，几然而长， 眼如望羊， 如王四国，非文王其谁能为此也！”	Nói: “Khâu biết người làm ra khúc nhạc rồi, người đó đen đen, cao cao, mắt nhìn xa xăm, như làm vua của các nước bốn phương, không phải Văn vương thì ai có thể làm được như thế?”
师襄子辟席再 拜，曰：“师盖云文王操也。”	Tương tử rời chiếu với hai vái, rồi nói: “Thầy tôi từng nói, đây là khúc đàn của Văn vương [Văn vương tháo] vậy.”
孔子既不得用於卫，将西见赵简子。	Khổng tử không được dùng ở nước Vệ, định sang phía tây yết kiến Triệu Giản tử.
至於河而闻窦鸣犊、舜华 之死也，临河而叹 曰：“美哉水，洋洋乎！丘之不济此，命也夫！”	Đến sông Hoàng Hà thì nghe tin về cái chết của Đậu Minh Độc và Thuấn Hoa, xuống sông Hoàng Hà rồi than rằng: “Nước sông đẹp thay, mênh mông thay! Khâu không qua sông này, đó là mệnh số chăng?”
子贡趋而进 曰：“敢问何谓也？”	Tử Cống rảo bước tiến lên hỏi: “Dám hỏi sao thầy lại nói vậy?”
乃还息乎陬乡，作为陬操 以哀之。	Bèn về nghỉ ở hương Trâu, làm bản nhạc Trâu tháo để tỏ nỗi đau buồn.
而反乎卫，入主蘧伯 玉家。	Rồi trở về Vệ, vào trú ở nhà Cừ Bá Ngọc.
他日，灵公问兵陈。 孔子 曰：“俎豆之事则尝闻之，军旅之事未之学也。”	Ngày nọ, Linh công hỏi việc bày binh bố trận, Khổng tử nói: “Việc dâng đồ cúng tế thì thường nghe, việc quân lữ thì chưa từng học vậy.”
明日，与孔子 语，见蜚雁，仰视之，色不在孔子。	Hôm sau, Linh công nói chuyện với Khổng tử, thấy có con nhạn bay qua, ngẩng lên nhìn, không để ý đến Khổng tử.
夏，卫灵公卒，立孙辄，是为卫出公。	Mùa hạ, Vệ Linh công chết, lập cháu nội là Triếp lên thay, đó là Vệ Xuất công.
阳虎使太子絻，八人衰绖，伪自卫迎者，哭而入，遂居焉。	Dương Hổ cho Thái tử mặc đồ tang, sai tám người mặc đồ tang khác, và từ nước Vệ đi nghinh đón, khóc mà vào ấp Thích, rồi ở lại đó.
齐助卫围戚，以卫 太子蒯聩在故也。	Tề giúp Vệ bao vây ấp Thích, là vì Thái tử Khoái Hội đang ở đó vậy.
夏，鲁桓釐庙燔，南宫敬叔救火。	Mùa hạ, miếu thờ Hoàn công và Hy công nước Lỗ bị cháy, Nam Cung Kính Thúc đi cứu hỏa.
孔子在陈，闻之，曰：“灾必 於桓釐庙乎？”	Khổng tử ở nước Trần, nghe tin đó, nói: “Hỏa tai nhất định là ở miếu thờ Hoàn công, Hy công chăng?”
已而果然。	Sau quả nhiên là thế.
秋，季桓子病，辇而见鲁城，喟然叹曰：“昔此国几兴矣，以吾 获罪於孔子，故不兴也。”	Mùa thu, Quý Hoàn tử ốm, ngồi xe đi thăm thành trì nước Lỗ, ngùi ngùi than rằng: “Xưa kia, đất nước này cơ hồ hưng thịnh rồi, vì ta đắc tội với Khổng tử, cho nên không hưng thịnh được.”
顾谓其嗣康子曰：“我即死，若必相鲁； 相鲁，必召仲尼。”	Quay lại nói với người kế tục mình là Khang tử rằng: “Ta chết đi, người nhất định làm Tướng quốc nước Lỗ; làm Tướng quốc nước Lỗ rồi, nhất định phải triệu Trọng Ni.”
後数日，桓子卒，康子代立。	Mấy hôm sau, Hoàn tử chết, Khang tử lên thay.
公之鱼曰：“昔吾先君用之不终，终为诸侯笑。今又用之，不能终， 是再为诸侯笑。”	Công Chi Ngư nói: “Trước đây, tiên quân ta dùng Khổng tử không trọn, rốt cuộc bị chư hầu chê cười. Nay lại dùng ông ta, dùng không trọn, thế thì lại bị chư hầu cười.”
康子曰：“则谁召而可？”	Khang tử nói: “Vậy thì nên triệu người nào?”
曰：“必召厓求。”	Đáp: “Nhất định phải triệu Nhiễm Cầu.”
厓求将行，孔子曰：“鲁人召求，非小用之，将大用 之也。”	Nhiễm Cầu sắp lên đường, Khổng tử nói: “Người Lỗ triệu Cầu, không phải dùng vào việc nhỏ, sẽ dùng vào việc lớn đấy.”
是日，孔子曰：“归乎归乎！ 吾党之小子狂简，斐然成章，吾不知所以裁之。”	Hôm đó, Khổng tử nói: “Về thôi, về thôi! Các học trò quê ta chí hướng cao xa nhưng hay khinh suất, tuy giỏi văn chương nhưng không biết dùng cách gì để tự chế ước.”
子赣知孔子思归，送 厓求，因诫曰“即用，以孔子为招”云。	Tử Cống biết ý Khổng tử muốn về, khi tiễn Nhiễm Cầu lên đường, nhân đó dặn rằng: “Nếu được trọng dụng, hãy khiến phu tử được mời.”
厓求既去，明年，孔子自陈迁于蔡。	Sau khi Nhiễm Cầu đi, năm sau, Khổng tử từ nước Trần chuyển qua nước Sái.
蔡昭公将如吴，吴召之也。	Sái Chiêu công sắp sang Ngô, vì nước Ngô triệu mời Sái Chiêu công.
楚侵蔡。	Nước Sở xâm chiếm nước Sái.
秋，齐景公卒。	Mùa thu, Tề Cảnh công chết.
叶公问政，孔子曰：“政在来远附 迩。”	Diệp công hỏi về chính sự, Khổng tử đáp: “Chính sự cốt ở việc người xa tìm đến, người gần theo về.”
孔子闻之， 曰：“由，尔何不对曰‘其为人也，学道不倦，诲人不厌，发愤忘 食，乐以忘忧，不知老之将至’云尔。”	Khổng tử nghe nói việc ấy, nói: “Trò Do, sao con không đáp rằng 'Người ấy học đạo không biết mệt, dạy người không biết chán, khi chưa hiểu về đạo thì phát phẫn đến mức quên ăn, [khi đã hiểu về đạo thì] vui sướng đến quên lo buồn, không biết tuổi già đến nơi'...”
长沮、桀溺耦而耕，孔子以为隐者，使子路问津 焉。	Trường Thư, Kiệt Nịch cùng cày ruộng, Khổng tử cho họ là người ở ẩn, sai Tử Lộ đến hỏi bến đò.
长沮曰：“彼执舆者为 谁？”	Trường Thư hỏi: “Người cầm cương ngựa kia là ai thế?”
曰：“然。”	Đáp: “Phải.”
曰：“是知津矣。”	Nói: “Vậy thì biết bến đò ở đâu rồi.”
桀溺谓子路曰：“子为谁？”	Kiệt Nịch hỏi Tử Lộ: “Anh là ai?”
曰：“为仲由。”	Đáp: “Là Trọng Do.”
桀溺曰：“悠悠者天下皆是也，而谁以 易之？ 且与其从辟人之士，岂若从辟世之士哉！”	Kiệt Nịch nói: “Mênh mang bất định, thiên hạ đều thế cả, ai mà thay đổi được? Còn như theo kẻ sĩ lánh người, há bằng theo kẻ sĩ lánh đời!”
子路以告孔子，孔子怃然 曰：“鸟兽不可与同群。 天下有道，丘不与易也。”	Tử Lộ nói lại chuyện ấy với Khổng tử, Khổng tử bùi ngùi nói: “Không thể sống chung với chim thú được. Thiên hạ có đạo thì Khâu này đâu phải thay đổi nữa.”
丈人曰：“四体不勤，五穀不分，孰为 夫子！”	Ông lão đáp: “Chân tay không làm lụng, ngũ cốc không phân biệt được, ai là thầy của cậu!”
子路以 告，孔子曰：“隐者也。”	Tử Lộ đem chuyện ấy nói lại, Khổng tử nói: “Đó là ẩn sĩ vậy.”
复往，则亡。	Lại qua đó, thì ông lão đã đi mất.
孔子迁于蔡三岁，吴伐陈。	Khổng tử rời đến nước Sái được ba năm, nước Ngô đánh nước Trần.
孔子将往拜 礼，陈蔡大夫谋曰：“孔子贤者，所刺讥皆中诸侯之疾。今者久留陈 蔡之间，诸大夫所设行皆非仲尼之意。今楚，大国也，来聘孔子。孔 子用於楚，则陈蔡用事大夫危矣。”	Khổng tử định qua đáp lễ, các đại phu nước Trần và nước Sái bàn mưu rằng: “Khổng tử là người hiền, điều ông ta phê phán đều đúng thói tệ của chư hầu. Nay lưu lại lâu ở vùng nước Trần nước Sái, những việc các đại phu thi hành đều không phải chú ý của Trọng Ni. Nay Sở là nước lớn, đem lễ đến mời Khổng tử. [Nếu] Khổng tử được trọng dụng ở Sở thì các đại phu chấp chính Trần và Sái nguy mất.”
从者病，莫能兴。	Người đi theo bị ốm, không ai dậy nổi.
子路愠见曰：“君子亦有穷乎？”	Tử Lộ bức xúc đến hỏi: “Người quân tử cũng có lúc khốn cùng ư?”
孔子曰：“君子固 穷，小人穷斯滥矣。”	Khổng tử đáp: “Quân tử khốn cùng thì càng giữ bền chắc, tiểu nhân gặp khốn cùng thì sẽ làm bừa.”
孔子曰：“赐，尔以予为多学而识之者 与？”	Khổng tử nói: “Này Tứ, con cho là ta học nhiều mà biết phải không?”
曰：“然。非与？”	Tử Cống đáp: “Vâng. Chẳng phải thế ư?”
孔子曰：“非也。予一以贯之。”	Khổng tử nói: “Không phải đâu. Ta lấy một mà quán thông hết thảy.”
孔子知弟子有愠心，乃召子路而问曰：“诗云‘匪兕匪虎，率彼 旷野’。吾道非邪？ 吾何为於此？”	Khổng tử biết học trò mình trong lòng ấm ức, bèn triệu Tử Lộ đến hỏi: “Kinh Thi viết: 'Chẳng phải tê giác, chẳng phải hổ, thảy đồng rộng.' Đạo ta sai ư? Sao ta phải rơi vào cảnh này?”
子路曰：“意者吾未仁邪？人之不我信也。 意者吾未知邪？人之不我行也。”	Tử Lộ thưa: “Ý chừng vì ta chưa Nhân chăng? Cho nên người ta chưa tin ta. Ý chừng vì ta chưa Trí chăng? Cho nên người ta chưa cho ta đi.”
孔子曰：“有是 乎！由，譬使仁者而必信，安有伯夷、叔齐？ 使知者而必行，安有王子比干？”	Khổng tử nói: “Có chuyện ấy ư! Này trò Do, ví phỏng người Nhân ắt được tin tưởng, sao lại có chuyện của Bá Di, Thúc Tề? Ví phỏng người Trí ắt được cho đi, sao còn có chuyện của Vương tử Tỷ Can?”
孔子曰：“赐，诗云‘匪兕匪虎，率彼旷 野’。吾道非邪？吾何为於此？”	Khổng tử nói: “Này trò Tú, Kinh Thi viết 'Chẳng phải tê giác, chẳng phải hổ, thảy ở đồng rộng.' Đạo ta sai ư? Sao ta phải rơi vào cảnh này?”
子贡曰：“夫子之道至大也，故天 下莫能容夫子。夫子盖少贬焉？”	Tử Cống đáp: “Đạo của phu tử quá lớn, cho nên thiên hạ không ai có thể dung được phu tử. Phu tử nên chăng hạ bớt xuống một chút?”
孔子曰：“赐，良农能稼而不能为 穑， 良工能巧而不能为顺。 君子能脩其道，纲而纪之，统而理之，而不能为容。今尔不 脩尔道而求为容。赐，而志不远矣！”	Khổng tử nói: “Tứ này, người giỏi nghề nông có khi gieo hạt mà không chắc được gặt, người thợ giỏi có khi khéo léo mà không khiến người ta vừa ý. Người quân tử có khi giỏi trau dồi đạo học, đưa mọi việc vào khuôn phép, thống suất mọi việc để trị lý, thế mà không được dung nạp. Nay con không trau dồi đạo của mình mà mong người ta dung nạp. Tứ này, chí của con không phải cao xa đâu!”
子贡出，颜回入见。 孔子曰：“回，诗云‘匪兕匪虎，率彼旷 野’。吾道非邪？吾何为於此？”	Tử Cống đi ra, Nhan Hồi vào gặp, Khổng tử nói: “Này trò Hồi, Kinh Thi viết 'Chẳng phải tê giác, chẳng phải hổ, thảy ở đồng rộng'. Đạo ta sai ư? Sao ta phải rơi vào cảnh này?”
颜回曰：“夫子之道至大，故天下 莫能容。虽然，夫子推而行之，不容何病，不容然後见君子！夫道之 不脩也，是吾丑也。夫道既已大脩而不用，是有国者之丑也。不容何 病，不容然後见君子！”	Nhan Hồi nói: “Đạo của phu tử rất rộng, cho nên thiên hạ không thể dung nạp. Thế nhưng, phu tử cứ thúc đẩy rồi thi hành theo đó, không dung nạp thì có sao đâu, không dung nạp thì về sau càng tỏ rõ tài năng của quân tử! Xét lẽ, đạo không trau dồi, là nỗi hổ thẹn của ta. Đạo được trau dồi hoàn bị mà không được dùng, là nỗi hổ thẹn của người có đất nước. Không dung nạp thì có hại gì, không dung nạp thì sau càng thấy rõ phẩm hạnh của người quân tử!”
孔子欣然而笑曰：“有是哉颜氏之子！使尔 多财，吾为尔宰。”	Khổng tử vui vẻ cười nói: “Đúng đấy hỡi người con họ Nhan! Giả sử ngươi có nhiều của cải, ta sẽ làm người cai quản cho ngươi.”
於是使子贡至楚。	Thế rồi [Khổng tử] sai Tử Cống sang nước Sở.
楚昭王兴师迎孔子，然後得免。	Sở Chiêu vương đem quân đón Khổng tử, nhờ đó mới thoát được.
楚令尹子西 曰：“王之使使诸侯有如子贡者乎？”	Lệnh doãn nước Sở là Tử Tây nói: “Sứ giả của nhà vua đi sứ chư hầu có ai như Tử Cống không?”
曰：“无有。”	Đáp rằng: “Không có.”
“王之辅相有 如颜回者乎？”	“Bề tội phụ tá nhà vua có ai được như Nhan Hồi không?”
“王之将率有如子路者 乎？”	“Tướng soái của nhà vua có ai như Tử Lộ không?”
“王之官尹有如宰予者乎？”	“Các quan của nhà vua có ai như Tể Dư không?”
曰：“无 有。”	Đáp rằng: “Không có.”
“且楚之祖封於周，号为子男五十里。今孔丘述三五之法，明 周召之业，王若用之，则楚安得世世堂堂方数千里乎？夫文王在丰， 武王在镐，百里之君卒王天下。今孔丘得据土壤，贤弟子为佐，非楚 之福也。”	“Ngay như tổ tiên nước Sở được phong ở đất Chu, tước phong là Tử, là Nam, với năm mươi dặm đất. Nay Khổng Khâu thuật lại khuôn phép của Tam vương Ngũ đế, làm sáng sự nghiệp của Chu Công, Thiệu công, nếu nhà vua trọng dụng ông ta, nước Sở sao có thể đời đời đường hoàng có mấy nghìn dặm đất nữa? Xét lẽ, Văn vương ở ấp Phong, Vũ vương ở ấp Cảo, làm vua trăm dặm đất rốt cuộc xưng vương thiên hạ. Nay Khổng Khâu được phong đất, có học trò hiền năng phò tá, đó không phải phúc của Sở vậy.”
楚狂接舆歌而过孔子， 曰：“凤兮凤兮，何德之衰！ 往者不可谏兮， 来者犹可追也！ 已而已而，今之从政者殆 而！”	Người cuồng ở nước Sở là Tiếp Dư đi qua trước xe Khổng tử, hát rằng: “Phượng chừ, phượng chừ, Sao đức mày suy! Việc qua ngăn không được chừ, Việc tới có thể truy cầu. Thôi đi, thôi đi, Người làm chính sự ngày nay thật là nguy!”
於是孔子自楚反乎卫。	Thế rồi Khổng tử từ nước Sở trở lại nước Vệ.
康子使子贡往，然後得已。	Quý Khang tử sai Tử Cống đến [thuyết phục], sau đó mọi việc mới xử lý xong.
孔子曰：“鲁卫之政，兄弟也。”	Khổng tử nói: “Chính sự nước Lỗ và nước Vệ, như anh với em vậy.”
是时，卫君辄父不得立，在 外，诸侯数以为让。	Bấy giờ, cha của Vệ quân Triếp không được kế vị, đang ở nước ngoài, chư hầu nhiều lần chỉ trích việc đó.
子路 曰：“卫君待子而为政，子将奚先？”	Tử Lộ hỏi: “Vua Vệ giao chính sự cho thầy, thầy sẽ làm gì trước?”
孔子曰：“必也正名乎！”	Khổng tử nói: “Nhất định là chính danh rồi!”
子路 曰：“有是哉，子之迂也！何其正也？”	Tử Lộ nói: “Nếu làm thế, thầy thực viển vông quá! Sao lại phải chính danh?”
其明年，厓有为季氏将师，与齐战於郎，克之。	Năm sau, Nhiễm Hữu làm tướng cầm quân cho họ Quý, giao chiến với Tề ở ấp Lang, đánh thắng quân Tề.
季康子曰：“子之於军旅，学之乎？性之乎？”	Quý Khang tử hỏi: “Ông học cầm quân từ ai vậy? Hay là bản tính vốn thế?”
厓有曰：“学 之於孔子。”	Nhiễm Hữu đáp: “Tôi học ở thầy Khổng tử.”
季康子曰：“孔子何如人哉？”	Quý Khang tử hỏi: “Khổng tử là người thế nào?”
对曰：“用之有名；播 之百姓，质诸鬼神而无憾。求之至於此道，虽累千社，夫子不利 也。”	Đáp rằng: “Dùng ông thì có danh; thực hiện chủ trương của ông với trăm họ, hỏi xét ở quỷ thần thì không có gì phải băn khoăn, những mong đạt đến đạo, bằng không, dẫu có được thưởng nghìn xã, phu tử tôi cũng không cho là có lợi.”
康子曰：“我欲召之，可乎？”	Khang tử hỏi: “Ta muốn triệu ông ấy, có được không?”
对曰：“欲召之，则毋以小人 固之，则可矣。”	Đáp rằng: “Muốn triệu phu tử tôi thì không được để bị ngăn trở bởi cách nghĩ của tiểu nhân, như thế mới được.”
会季康子逐公华、公宾、公林，以币迎孔子，孔 子归鲁。	Đúng lúc Quý Khang tử sai Công Hoa, Công Tân, Công Lâm mang lễ vật đến nghinh đón Khổng tử, Khổng tử trở về Lỗ.
鲁哀公问政，对曰：“政在选臣。”	Lỗ Ai công hỏi về chính trị, Khổng tử nói: “Chính trị cốt ở chỗ chọn lựa bề tôi.”
康子患盗，孔子曰：“苟子 之不欲，虽赏之不窃。”	Khang tử lo lắng về trộm cướp, Khổng tử nói: “Nếu ngài không ham muốn, dẫu thưởng họ cũng không dám trộm.”
然鲁终不能用孔子，孔子亦不求仕。	Nhưng rốt cuộc nước Lỗ không thể trọng dụng Khổng tử, Khổng tử cũng không cầu làm quan.
曰：“夏礼吾能言之，杞不足 徵也。殷礼吾能言之，宋不足徵也。 足，则吾能徵 之矣。”	[Khổng tử] nói: “Ta có thể nói về lễ nhà Hạ, nhưng nước Kỷ không đủ để minh chứng vậy. Ta có thể nói về lễ nhà Ân, nhưng nước Tống không đủ để minh chứng vậy. Nếu đủ, thì ta có thể minh chứng về lễ của các nước đó.”
观殷夏所损益，曰：“後虽百世可知也， 以一文一质。周监二代， 郁郁乎文哉。吾从周。”	Xem chỗ thêm bớt của nhà Ân nhà Hạ, nói: “Về sau, dẫu trăm đời cũng có thể biết, một đời chuộng văn hoa, một đời chuộng thực chất. Nhà Chu châm chước lễ của hai triều Ân và Hạ, văn vẻ rạng rỡ thay. Ta theo nhà Chu.”
故书传、礼记自孔氏。	Cho nên các sách Thư truyện, Lễ ký là từ họ Khổng.
孔子语鲁大师：“乐其可知也。始作翕如， 纵之纯如， 皦如，绎如也， 以成。”	Khổng tử nói với quan Thái sư nước Lỗ: “[Nói về] nhạc, tôi có thể biết vậy. Đầu tiên phải phối hợp với nhau, kế đó cao thấp hài hòa, tiết tấu sáng rõ, liên tục không dứt, như thế mới thành khúc nhạc.”
“吾自卫反鲁，然後乐正，雅颂各得其所。”	“Tôi từ Vệ trở về Lỗ, sau đó nhạc được chính đáng trở lại, Nhã và Tụng thảy đều được thỏa đáng.”
古者诗三千馀篇，及至孔子，去其重， 取可施於礼义，上采契后稷，中述殷周之盛，至幽厉之缺，始於 衽席，故曰“关雎之乱以为风始， 鹿鸣为小雅 始， 文王为大雅始， 清庙为颂始”。	Thi thời cổ gồm hơn ba nghìn thiên, đến Khổng tử, bỏ các thiên trùng lặp, chọn những thiên có thể dùng để thi hành lễ nghĩa, trên chọn các thiên nói về ông Tiết và Hậu Tắc, giữa lựa các thiên thuật lại sự hưng thịnh của triều Ân triều Chu, đến các bài nói về sự suy tàn của Chu U vương, Chu Lệ vương, khởi đầu từ chỗ giường chiếu, cho nên nói: “Thiên Quan thư mở đầu phần Phong, thiên Lộc minh mở đầu phần Tiểu nhã, thiên 'Văn vương' mở đầu phần Đại nhã, thiên Thanh miếu mở đầu phần Tụng.”
