晋唐叔虞者， 周武王子而成王弟。	Đường thúc Ngu nước Tấn là con của Chu Vũ vương, em Thành vương.
十年，秦灭梁。	Năm thứ mười, nước Tần diệt nước Lương.
十三年，晋惠公病，内有数子。	Năm thứ mười ba, Tấn Huệ công ốm, ở trong nước vẫn còn mấy người con.
秦女曰：“子一国太子，辱在此。秦使婢 子侍， 以固子之心。子亡矣，我不从子，亦不敢言。”	Người vợ nước Tần nói: “Chàng là Thái tử một nước, lại chịu nhục ở đây. Tần sai tiện thiếp hầu ngài, cốt để ngài yên tâm mà ở lại nước Tần. Ngài trốn rồi, thiếp không theo ngài, cũng không dám nói ra.”
子圉遂亡归 晋。	Tử Ngữ bèn trốn về nước Tấn.
十四年九月，惠公卒，太子圉立，是为怀公。	Tháng Chín năm thứ mười bốn, Huệ công chết, Thái tử Ngữ lên ngôi, đó là Hoài công.
突曰：“臣子事重耳 有年数矣，今召之，是教之反君也。何以教之？”	Đột nói: “Con thần phụng sự Trùng Nhĩ đã nhiều năm, nay triệu chúng về, là dạy chúng làm phản vua vậy, sao có thể dạy chúng làm thế được?”
重耳立，是为文公。	Trùng Nhĩ lên ngôi, đó là Văn công.
晋文公重耳，晋献公之子也。	Tấn Văn Công Trùng Nhĩ là con của Tấn Hiến công.
自献公为太子 时，重耳固已成人矣。	Từ khi Hiến công còn làm Thái tử, Trùng Nhĩ vốn đã trưởng thành.
献公即位，重耳年二十一。	Hiến công lên ngôi, [năm đó] Trùng Nhĩ hai mươi mốt tuổi.
献公十三年，以骊 姬故，重耳备蒲城守秦。	Hiến công năm thứ mười ba, vì [sủng ái] Ly cơ nên sai Trùng Nhĩ ra giữ Bồ Thành phòng thủ quân Tần.
献公二十一年，献公杀太子申生，骊姬谗 之，恐，不辞献公而守蒲城。	Hiến công năm thứ hai mươi mốt, Hiến công giết Thái tử Thân Sinh, Ly cơ gièm pha Trùng Nhĩ, [Trùng Nhĩ] lo sợ, không từ biệt Hiến công mà ra giữ Bồ Thành.
献公二十二年，献公使宦者履鞮 趣杀重耳。	Hiến công năm thứ hai mươi hai, Hiến công sai hoạn quan Lý Đề gấp rút đuổi theo để giết Trùng Nhĩ.
重 耳遂奔狄。	Trùng Nhĩ liền chạy sang nước Địch.
狄，其母国也。	Nước Địch là quê của mẹ Trùng Nhĩ.
是时重耳年四十三。	Bấy giờ Trùng Nhĩ bốn mươi ba tuổi.
从此五士，其馀不名 者数十人，至狄。	Theo Trùng Nhĩ có năm kẻ sĩ nói trên, ngoài ra có mấy chục người khác không rõ tên, cùng đến nước Địch.
居狄五岁而晋献公卒，里克已杀奚齐、悼子， 乃使人迎，欲立重耳。	[Trùng Nhĩ] ở nước Địch được năm năm thì Tấn Hiến công chết, Lý Khắc đã giết Hề Tề, Điệu tử, bèn sai người nghinh đón, muốn lập Trùng Nhĩ lên ngôi.
已而晋更迎其弟 夷吾立之，是为惠公。	Thế là người Tấn chuyển sang đón người em của [Trùng Nhĩ] là Di Ngô rồi lập làm vua, đó là Huệ công.
於是 遂行。	Thế rồi lên đường.
重耳谓其妻曰：“待我二十五年不来，乃嫁。”	Trùng Nhĩ bảo vợ rằng: “Đợi ta hai mươi lăm năm mà không thấy trở lại, nàng hãy đi lấy chồng.”
其妻笑 曰：“犁二十五年，吾冢上柏大矣。 虽然，妾待子。”	Người vợ cười nói: “Đợi đến hai mươi lăm năm thì cây bách trên mộ thiếp đã lớn rồi. Dẫu vậy, thiếp sẽ đợi chàng.”
重耳居狄凡十二 年而去。	Trùng Nhĩ ở nước Địch cả thảy mười hai năm rồi rời đi.
过卫，卫文公不礼。	[Trùng Nhĩ] đi qua nước Vệ, Vệ Văn công tiếp đãi không theo lễ.
重耳怒。	Trùng Nhĩ tức giận.
赵衰曰：“土者，有土也，君其拜受 之。”	Triệu Thôi nói: “Cho đất là có đất vậy, ngài hãy vái mà nhận lấy.”
至齐，齐桓公厚礼，而以宗女妻之，有马二十乘，重耳安之。	[Trùng Nhĩ] đến nước Tề, Tề Hoàn công dùng hậu lễ khoản đãi, rồi đem con gái trong tông tộc gả cho, tặng hai mươi cỗ binh xa, mỗi cỗ bốn ngựa, Trùng Nhĩ sống yên ổn tại đó.
重 耳至齐二岁而桓公卒，会竖刀等为内乱，齐孝公之立，诸侯兵数至。	Trùng Nhĩ đến nước Tề được hai năm thì Hoàn công chết, gặp lúc bọn Thụ Đao gây nội loạn, Tề Hiếu công lên ngôi, quân chư hầu nhiều lần kéo đến.
齐女 侍者在桑上闻之，以告其主。	Hầu gái của người vợ nước Tề ở trên cây dâu nghe được, đem việc đó báo với chủ.
重耳曰：“人生安乐，孰知其他！ 必死於此，不能 去。”	Trùng Nhĩ nói: “Người ta sống trên đời chỉ mong được an lạc, đâu cần biết việc gì khác! [Ta] quyết chết ở đây, chẳng đi đâu nữa.”
齐女曰：“子一国公子，穷而来此，数士者以子为命。子不疾 反国，报劳臣，而怀女德，窃为子羞之。且不求，何时得功？”	Người vợ nước Tề nói: “Chàng là công tử của một nước, cùng quẫn mới đến đây, các hiền sĩ đi theo đều coi chàng như số mệnh của họ. Chàng không mau về nước, báo đáp công lao khó nhọc của bề tôi, ngược lại còn lưu luyến nữ sắc, thiếp trộm hổ thẹn thay cho chàng. Vả lại không cầu thì biết đến bao giờ mới thành công?”
咎犯曰：“杀臣成子，偃之原也。”	Cữu Phạm nói: “Giết thần mà thành toàn cho ngài, Yển xin nguyện chết.”
重耳曰：“事不成，我食舅氏之 肉。”	Trùng Nhĩ nói: “Việc không thành, ta sẽ ăn thịt cậu.”
乃止，遂行。	Bèn thôi, rồi lên đường.
重耳受其食，还其璧。	Trùng Nhĩ nhận đồ ăn, nhưng trả lại ngọc bích.
郑叔瞻谏其君曰：“晋公子贤，而其从者皆 国相，且又同姓。郑之出自厉王，而晋之出自武王。”	Trịnh Thúc Chiêm can vua mình rằng: “Tấn công tử là người hiền, còn những người đi theo đều có tài Tướng quốc, hơn nữa lại cùng họ. Gốc gác của nước Trịnh vốn từ Chu Lệ vương, còn gốc gác của nước Tấn vốn từ Chu Vũ vương.”
郑君曰：“诸 侯亡公子过此者众，安可尽礼！”	Trịnh quân nói: “công tử của chư hầu lưu vong qua đây rất đông, sao có thể tận lễ hết được!”
叔瞻曰：“君不礼，不如杀之，且 後为国患。”	Thúc Chiêm nói: “Nhà vua không dùng lễ tiếp đãi, chẳng bằng hãy giết đi, nếu không sau sẽ thành mối họa cho đất nước.”
重耳去之楚，楚成王以適诸侯礼待之，重耳谢不敢 当。	Trùng Nhĩ rời nước Trịnh sang nước Sở, Sở Thành vương dùng lễ ngang với chư hầu để khoản đãi, Trùng Nhĩ tạ từ không dám nhận.
成王厚遇重耳， 重耳甚卑。	Thành vương hậu đãi Trùng Nhĩ, Trùng Nhĩ hết mực khiêm cung.
成王曰：“子即反国，何以报寡人？”	Thành vương hỏi: “Nếu ngài về nước, sẽ lấy gì để báo đáp quả nhân?”
王曰：“虽然，何以报不 穀？”	Thành vương hỏi: “Dù như thế, nhưng rốt cuộc ngài lấy gì báo đáp quả nhân đây?”
重耳曰：“即不得已，与君王以兵车会平原广泽，请辟王三 舍。”	Trùng Nhĩ đáp: “Nếu bất đắc dĩ gặp binh xa của quân vương ở bình nguyên, chằm lớn, xin tránh nhường ngài ba xá.”
楚将 子玉怒曰：“王遇晋公子至厚，今重耳言不孙，请杀之。”	Tướng nước Sở là Tử Ngọc tức giận nói: “Quân vương đãi ngộ Tấn công tử rất trọng hậu, nay Trùng Nhĩ nói lời không cung thuận, xin hãy giết đi.”
成王 曰：“晋公子贤而困於外久，从者皆国器，此天所置，庸可杀乎？且 言何以易之！”	Thành vương nói: “Tấn công tử là người hiền, lại khốn quẫn ở ngoài lâu ngày, người đi theo đều là hiền tài của quốc gia, đó là trời an bài, sao có thể giết được? Vả lại [trước mặt ta] người ta không thể nói một cách khinh suất!”
成王 曰：“楚远，更数国乃至晋。秦晋接境，秦君贤，子其勉行！”	Thành vương nói: “Nước Sở ở xa, lại qua mấy nước mới đến nước Tấn. Nước Tần và nước Tấn giáp biên, Tần quân là người hiền năng, ngài hãy gắng lên đường!”
重耳至秦，缪公以宗女五人妻重耳，故子圉妻与往。	Trùng Nhĩ đến nước Tần, Mục Công đem năm người con gái trong tông tộc gả cho Trùng Nhĩ, vợ cũ của Tử Ngữ cũng theo.
遂受。	[Trùng Nhĩ] bèn nhận.
缪公 大欢，与重耳饮。	Mục Công cả mừng, cùng Trùng Nhĩ uống rượu.
缪公曰：“知子欲急反国矣。”	Mục công nói: “Biết ngài nóng lòng muốn về nước rồi.”
是时晋惠公十四年秋。	Bấy giờ là mùa thu năm Tấn Huệ công thứ mười bốn.
惠公 以九月卒，子圉立。	Huệ công chết vào tháng Chín, Tử Ngữ lên thay.
十一月，葬惠公。	Tháng Mười một, an táng Huệ công.
於是秦缪公乃 发兵与重耳归晋。	Thế là Tần Mục công bèn phát binh hộ tống Trùng Nhĩ về nước Tấn.
文公元年春，秦送重耳至河。	Mùa xuân, Văn công năm thứ nhất, nước Tần đưa Trùng Nhĩ đến sông Hoàng Hà.
重耳曰：“若反国，所 不与子犯共者，河伯视之！”	Trùng Nhĩ nói: “Nếu về nước mà không về cùng Tử Phạm, xin Hà Bá hãy xem đây!”
乃投璧河中，以与子犯 盟。	Bèn ném ngọc bích xuống sông Hoàng Hà để thề với Tử Phạm.
是时介子推从，在船中，乃笑曰：“天实开公子，而子犯以为己 功而要市於君，固足羞也。吾不忍与同位。”	Bấy giờ Giới Tử Thôi đi theo, đang ở trên thuyền, mới cười nói rằng: “Trời thực đã khai mở cho công tử, còn Tử Phạm lại cho đó là công của mình để rồi ngã giá với người, thật hổ thẹn. Tôi không muốn cùng vị trí với ông ta.”
乃自隐渡河。	Bèn ngầm tự qua sông Hoàng Hà.
壬寅，重耳入于晋师。	Ngày Nhâm Dần, Trùng Nhĩ vào quân doanh nước Tấn.
丁未，朝 于武宫，即位为晋君，是为文公。	Ngày Đinh Mùi, triều bái ở Vũ cung, lên ngôi làm Tấn quân, đó là Văn công.
怀公故大臣吕省、郤芮本不附文公，文公立，恐诛，乃欲与其徒 谋烧公宫，杀文公。	Các đại thần cũ của Hoài công là Lã Sảnh, Khích Nhuế vốn không quy phụ Văn công, [đến khi] Văn công lên ngôi, sợ bị giết, bèn muốn cùng đồ đảng bàn mưu đốt cung của Văn công, giết chết Văn công.
文公不知。	Văn công không biết [âm mưu của họ].
文公不见，使人让曰：“蒲城之事，女 斩予袪。其後我从狄君猎，女为惠公来求杀我。惠公与女期三日至， 而女一日至，何速也？女其念之。”	Văn công không gặp, sai người trách rằng: “Việc ở Bồ Thành, người chém đứt tay áo ta. Về sau, ta cùng Địch quân đi săn, ngươi vì Huệ công đến thỉnh cầu [Địch quân] giết ta. Huệ công hạn cho ngươi ba ngày phải đến, thế mà người một ngày đã đến, sao mà nhanh thế? Ngươi nhớ những việc đó chứ.”
於是见 之，遂以吕、郤等告文公。	Thế là [Văn công] triệu kiến, [Lý Đề] bèn đem âm mưu của bọn Lã Sảnh, Khích Nhuế báo với Văn công.
夏，迎夫人於秦，秦 所与文公妻者卒为夫人。	Mùa hạ, [Văn công] đón phu nhân ở nước Tần, người con gái được nước Tần gả cho Văn công cuối cùng được làm phu nhân.
秦送三千人为卫，以备晋乱。	Nước Tần đưa ba nghìn người đến làm hộ vệ, để phòng bị họa loạn ở nước Tấn.
文公修政，施惠百姓。	Văn công sửa sang chính lệnh, thi ơn trăm họ.
晋初定，欲发兵， 恐他乱起，是以赏从亡未至隐者介子推。	Nước Tấn mới yên định, cũng muốn phát binh, nhưng sợ sinh loạn khác, cho nên chưa ban thưởng đến người đã theo Văn công lưu vong rồi ẩn cư là Giới Tử Thôi.
其母 曰：“盍亦求之，以死谁懟？”	Mẹ Thôi nói: “Sao không cầu xin ban thưởng, đến chết thế này còn oán ai nữa?”
推曰：“尤而效之，罪有甚焉。且出 怨言，不食其禄。”	Thôi đáp: “Biết là lầm lỗi mà còn bắt chước, tội càng thêm nặng. Vả lại nói ra lời oán trách, thì không ăn lộc của người nữa.”
母曰：“亦使知之，若何？”	Người mẹ nói: “Cũng nên để vua biết việc, con thấy sao?”
对曰：“言，身之 文也；身欲隐，安用文之？文之，是求显也。”	Đáp rằng: “Lời nói là văn sức của bản thân; thân muốn ẩn, còn dùng văn sức làm gì? Văn sức bản thân, đó là mong hiển đạt vậy.”
其母曰：“能如此 乎？与女偕隐。”	Người mẹ nói: “Liệu con có làm được như thế chăng? Mẹ sẽ cùng con ẩn cư.”
文公出，见其书，曰：“此介子推也。吾方忧王室，未 图其功。”	Văn công ra ngoài, thấy bức thư đó, nói: “Đây là nói Giới Tử Thôi vậy. Ta đang lo lắng việc của vương thất, chưa xét đến công lao của ông ta.”
遂求所在，闻其入釂上山中， 於是文公环绵 上山中而封之，以为介推田，号曰介 山，“以记吾过，且旌善人”。	Bèn cầu tìm xem ở đâu, nghe nói [Thôi] đã vào trong núi Miên Thượng, thế là Văn công đem vùng đất quanh núi Miên Thượng phong cho Giới Tử Thôi, lấy đó làm đất của Giới Thôi, gọi là Giới Sơn, “để ghi nhớ lỗi lầm của ta, cũng là nhằm biểu dương người thiện”.
晋人闻之，皆说。	Người Tấn nghe vậy đều vui mừng.
二年春，秦军河上，将入王。	Mùa xuân năm thứ hai, quân Tần đóng ở vùng đất phía trên sông Hoàng Hà, chuẩn bị đưa Chu vương về nước.
赵衰曰；“求霸莫如 入王尊周。周晋同姓，晋不先入王，後秦入之，毋以令于天下。方今 尊王，晋之资也。”	Triệu Thôi nói rằng: “Muốn xưng bá không gì hơn việc đưa Chu vương về, tôn sùng nhà Chu. Nhà Chu và nước Tấn cùng họ, trước đó nước Tấn không đưa Chu vương, sau lại để nước Tần đưa về, thì không lấy gì để hiệu lệnh thiên hạ. Nay tôn phụng Chu vương, đó là vốn liếng của nước Tấn vậy.”
四月，杀王弟带。	Tháng Tư, giết em của Chu Tương vương là Đái.
周襄王赐晋河内阳樊之地。	Chu Tương vương tặng đất Hà Nhuế và Dương Phàn cho nước Tấn.
四年，楚成王及诸侯围宋，宋公孙固如晋告急。 先轸曰：“报施 定霸，於今在矣。”	Năm thứ tư, Sở Thành vương cùng chư hầu bao vây nước Tống, Công Tôn Cố nước Tống sang nước Tấn cấp báo, Tiên Chẩn nói: “Báo ơn, định ngôi bá chủ chính ở lúc này vậy.”
於是晋作三 军。	Thế là nước Tấn lập ra ba quân.
冬十二月，晋兵先下山东，而以原封赵 衰。	Tháng Mười hai, mùa đông, quân Tấn trước tiên đánh hạ Sơn Đông, rồi đem ấp Nguyên phong cho Triệu Thôi.
五年春，晋文公欲伐曹，假道於卫，卫人弗许。	Mùa xuân năm thứ năm, Tấn Văn công muốn thảo phạt nước Tào, mượn đường của nước Vệ, người Việt không cho.
二月，晋侯、齐侯盟于敛盂。	Tháng Hai, Tấn hầu và Tề hầu hội minh ở Liễm Vu.
”卫侯请盟晋，晋人不许。 卫侯欲与楚，国人不欲，故 出其君以说晋。	Vệ hầu đề nghị kết minh với nước Tấn, người Tấn không đồng ý. Vệ hầu muốn kết minh với nước Sở, người trong nước không muốn, cho nên người nước Vệ trục xuất vua nước mình để làm vui lòng nước Tấn.
晋侯围曹。	Tấn hầu bao vây nước Tào.
於是文公从之，而楚成王乃引兵归。	Thế là Văn công theo kế đó, rồi Sở Thành vương bèn dẫn quân về.
楚将子玉曰：“王遇晋至厚，今知楚急曹、卫而故伐之，是轻 王。”	Tướng nước Sở là Tử Ngọc nói: “Nhà vua đãi ngộ nước Tấn rất trọng hậu, nay biết nước Sở sẽ kíp cứu viện nước Tào và nước Vệ nên cố ý thảo phạt họ, đó là khinh thường nhà vua.”
楚王怒，少 与之兵。	Sở vương giận, chỉ giao cho một ít binh lính.
於是子玉使宛春告晋：“请 复卫侯而封曹，臣亦释宋。”	Thế rồi Tử Ngọc sai Uyển Xuân sang báo với Tấn hầu rằng: “Xin khôi phục đất của Vệ hầu, mà phân phong cho nước Tào, thần cũng sẽ giải vây nước Tống.”
咎犯曰：“子玉无礼矣，君取一，臣取 二，勿许。”	Cữu Phạm nói: “Tử Ngọc vô lễ, quân vương là vua mà chỉ được một, ông ta là bề tôi nước Sở mà đòi được hai, chớ có đồng ý.”
军吏 曰：“为何退？”	Viên quân lại hỏi: “Sao lại lui?”
文公曰：“昔在楚，约退三舍，可倍乎！”	Văn công đáp: “Khi xưa ta ở nước Sở, có giao ước lui ba xá, há bội ước ru?”
初，郑助楚，楚败，惧，使人请盟晋侯。	Ban trước, nước Trịnh [dẫn quân sang] giúp Sở, [sau thấy] nước Sở bị thua, thì sợ hãi, sai người xin kết minh với Tấn hầu.
晋侯与郑伯盟。	Tấn hầu cùng Trịnh bá kết minh.
周作晋文侯命：“王若曰：父 义和， 丕显文、武，能慎明德， 昭登於上，布闻在下， 维时上帝集厥命于文、武。 恤朕身、继予一人永其在位。”	Chu vương làm thiên “Tấn Văn hầu mệnh” rằng: “Chu Hương kính cẩn nói: Bá phụ dùng nghĩa khiến chư hầu hòa mục, phát dương sự nghiệp của Văn vương, Vũ vương. Văn vương, Vũ vương biết thận trọng làm sáng đức, rạng rỡ trên trời, tiếng tốt lan khắp chúng dân, thế nên trời trao mệnh làm đế cho Văn vương, Vũ vương. Trưởng bối đoái nghĩ đến trẫm, tiếp tục phụ giúp, khiến trẫm mãi giữ ngôi vị.”
於是晋文公称伯。	Thế rồi Tấn Văn công xưng bá.
癸亥，王子虎 盟诸侯於王庭。	Ngày Quý Hợi, Vương tử Hổ kết minh với chư hầu ở vương đình.
晋焚楚军，火数日不息，文公叹。	Nước Tấn thiêu trận địa của quân Sở, lửa cháy mấy ngày không tắt, Văn công than thở.
文公曰：“吾闻能战胜安者唯圣人，是以惧。且子玉犹在，庸 可喜乎！”	Văn công đáp: “Ta nghe nói người chiến thắng mà thấy tự an, chỉ thánh nhân thôi, cho nên sợ. Huống chi Tử Ngọc vẫn còn, làm sao vui cho được!”
子玉之败而归，楚成王怒其不用其言，贪与晋战，让责子 玉，子玉自杀。	Tử Ngọc thua trận trở về, Sở Thành vương giận vì [Tử Ngọc] không nghe lời, tham đánh với Tấn, trách tội Tử Ngọc, Tử Ngọc tự sát.
晋文公曰：“我击其外，楚诛其内，内外相应。”	Tấn Văn công nói: “Ta đánh bên ngoài, Sở giết bên trong, trong ngoài hô ứng với nhau.”
於 是乃喜。	Bấy giờ mới vui.
六月，晋人复入卫侯。	Tháng Sáu, người Tấn lại đưa Vệ hầu về nước.
或曰：“城濮之事，先轸之谋。”	Có người nói: “Việc ở Thành Bộc là mưu của Tiên Chẩn.”
冬，晋侯会诸侯於温，欲率之朝周。	Mùa đông, Tấn hầu hội chư hầu ở đất Ôn, muốn thống lãnh chư hầu triều kiến nhà Chu.
力未能，恐其有畔者，乃使 人言周襄王狩于河阳。	Sức không đủ, sợ có kẻ phản lại, bèn sai người đến bảo Chu Tương vương đi tuần thú ở Hà Dương.
孔子读史记至文 公，曰“诸侯无召王”、“王狩河阳”者，春秋讳之也。	Khổng tử đọc sử đến đoạn chép về Tấn Văn công, nói: “Chư hầu không triệu Chu vương, Chu vương tuần thú ở Hà Dương là Kinh Xuân Thu nói tránh đi vậy.”
曹伯臣或说晋侯曰：“齐桓公合诸侯而国异 姓，今君为会而灭同姓。曹，叔振铎之後；晋，唐叔之後。合诸侯而 灭兄弟，非礼。”	Có người bề tôi của Tào bá nói với Tấn hầu rằng: “Tề Hoàn công hội họp chư hầu mà bảo tồn cho nước khác họ, nay ngài hội họp chư hầu mà lại diệt nước cùng họ. Tào là hậu duệ của Thúc Chấn Đạc; Tấn là hậu duệ của Đường thúc. Hội họp chư hầu mà diệt nước anh em, đó là phi lễ.”
於是晋始作三行。	Bấy giờ nước Tấn bắt đầu lập ra ba hàng quân.
七年，晋文公、秦缪公共围郑，以其无礼於文公亡过时，及城濮 时郑助楚也。	Năm thứ bảy, Tấn Văn công, Tần Mục công cùng bao vây nước Trịnh, lấy lý do nước Trịnh từng vô lễ với Văn công khi ông lưu vong qua, lúc đến Thành Bộc, nước Trịnh lại trợ giúp cho nước Sở.
叔瞻闻之，自杀。	Thúc Chiêm nghe vậy, tự sát.
晋 曰：“必得郑君而甘心焉。”	Tấn Văn công nói: “Nhất định phải bắt vua nước Trịnh mới cam lòng.”
九年冬，晋文公卒，子襄公欢立。	Mùa đông năm thứ chín, Tấn Văn công chết, con là Tương Công Hoan lên thay.
襄 公元年春，秦师过周，无礼，王孙满讥之。	Mùa xuân năm Tương công thứ nhất, quân Tần đi qua nhà Chu, vô lễ, Vương Tôn Mãn chỉ trích quân Tần.
晋先轸曰：“秦伯不用蹇叔，反其众心，此可击。”	Tiên Chẩn nước Tấn nói rằng: “Tần bá không dùng Kiển thúc, làm trái tâm nguyện dân chúng, đó là nguyên nhân có thể đánh Tần.”
栾枝 曰：“未报先君施於秦，击之，不可。”	Loan Chi nói: “Còn chưa báo ơn tiên quân được Tần bá thi ơn, lại đánh nước Tần, không được.”
遂击之。 襄公墨衰绖。	Bèn đánh nước Tần. Trong công mặc tang phục màu đen.
文公夫人秦女，谓襄公曰：“秦欲得 其三将戮之。”	Phu nhân của Văn công là người con gái nước Tần nói với Tương công rằng: “Nước Tần muốn có được ba tướng đó để giết đi.”
公许，遣之。	Tương công đồng ý, cho về.
先轸闻之，谓襄公曰：“患生矣。”	Tiên Chẩn nghe tin đó, bảo Tương công rằng: “Tai họa phát sinh từ đó đấy.”
晋人以难故， 欲立长君。	Người Tấn lấy lý do nước gặp nhiều nguy nan, muốn lập người trưởng thành làm vua.
贾季曰：“不如其弟乐。辰嬴嬖於二君， 立其子，民必安之。”	Giả Quý nói: “Chẳng bằng lập em [của Ung] là Nhạc. [Mẹ Nhạc là] Thần Doanh được hai vua [Hoài công, Văn công] sủng ái, lập con của Thần Doanh lên ngôi, dân ắt yên lòng.”
十月，葬襄公。	Tháng Mười, táng Tương công.
灵公元年四月，秦康公曰：“昔文公之入也无卫，故有吕、郤之 患。”	Tháng Tư năm Linh công thứ nhất, Tần Khang công nói: “Trước đây khi Tấn Văn công về nước không có quân hộ vệ, nên có họa của Lã Sảnh Khích Nhuế.”
出朝，则抱以適赵盾所，顿首曰：“先君奉此子 而属之子，曰‘此子材，吾受其赐；不材，吾怨子’。 今君卒，言犹在耳， 而弃之，若何？”	[Mậu Doanh] ra khỏi triều, thì ôm con đến chỗ Triệu Thuẫn, dập đầu nói rằng: “[Trước khi chết] tiên quân có mang đứa con này giao phó cho ngài, nói: 'Đứa nhỏ này thành tài thì ta được nhận sự ban tặng của ông; bất tài thì ta oán ông'. Nay nhà vua mất, lời nói còn bên tai mà ngài vứt bỏ nó, là cớ làm sao?”
秋，齐、宋、卫、郑、曹、许君 皆会赵盾，盟於扈，以灵 公初立故也。	Mùa thu, vua các nước Tề, Tống, Vệ, Trịnh, Tào, Hứa đều hội kiến với Triệu Thuẫn, kết minh ở đất Hỗ, do Linh công mới lên ngôi vậy.
四年，伐秦，取少梁。	Năm thứ tư, thảo phạt nước Tần, chiếm được Thiếu Dương.
秦使随会之魏，因执会以归晋。	Nước Tần sai Tùy Hội đến nước Ngụy, [Ngụy Thọ Dư] thừa cơ bắt Hội đưa về nước Tấn.
八年，周顷王崩，公卿争权，故不赴。	Năm thứ tám, Chu Khoảnh vương băng hà, công khanh tranh quyền, nên không báo tang [cho chư hầu].
晋使赵盾以车八百乘平 周乱而立匡王。	Nước Tấn sai Triệu Thuẫn đem tám trăm cỗ chiến xa đi dẹp loạn ở nhà Chu rồi lập Khuông vương lên ngôi.
是 年，楚庄王初即位。	Năm này, Sở Trang vương mới lên ngôi.
十二年，齐人弑其君懿公。	Năm thứ mười hai, người nước Tề giết vua nước mình là Ý công.
十四年，灵公壮，侈，厚敛以彫墙。	Năm thứ mười bốn, Linh công đã trưởng thành, xa xỉ, vơ vét thuế khóa nặng nề để chạm trổ tường cung điện.
遂触树而死。	Bèn lao vào cây mà chết.
盾与之食，食其半。	Thuẫn cho người đó ăn, [người đó] chỉ ăn một nửa.
问其故，曰：“宦三年， 未知母之存不，原遗母。”	[Thuẫn] hỏi nguyên do, [Minh] đáp rằng: “Đi học làm quan ba năm, chưa rõ mẹ còn hay không, xin để dành cho mẹ.”
盾义之，益与之饭肉。	Thuẫn cho là người có nghĩa, lại cho thêm cơm thịt.
盾曰：“弃人用狗，虽猛 何为。”	Thuẫn nói: “Bỏ người dùng chó, dẫu dữ tợn cũng làm được trò gì.”
盾问其故，曰：“我桑下饿 人。”	Thuẫn hỏi lý do, nói: “Tôi là người bị đói dưới gốc cây dâu đây.”
问其名，弗告。	Hỏi tên, không nói.
晋太史董狐书曰“赵盾弑其 君”，以视於朝。	Thái sử nước Tấn là Đồng Hồ viết rằng “Triệu Thuẫn giết vua của mình”, cho mọi người trong triều xem.
盾曰：“弑者赵穿，我无罪。”	Thuẫn nói: “Người giết vua là Triệu Xuyên, ta không có tội.”
太史曰：“子为正 卿，而亡不出境，反不诛国乱，非子而谁？”	Thái sử nói: “Ngài là chính khanh, lại trốn chưa khỏi biên cảnh, trở về không giết kẻ làm loạn nước, không ngài thì ai?”
赵盾使赵穿迎襄公弟黑臀于周而立之，是为成公。	Triệu Thuẫn sai Triệu Xuyên đón em của Tương công là Hắc Đồn ở nhà Chu về rồi lập làm vua, đó là Thành công.
成公者，文公少子，其母周女也。	Thành công là con út của Văn công, mẹ là người nước Chu.
壬申，朝于武宫。	Ngày Nhâm Thân, triều bái ở Vũ cung.
成公元年，赐赵氏为公族。	Năm Thành công thứ nhất, ban cho họ Triệu làm Công tộc [đại phu].
三年，郑伯初立，附晋而弃楚。	Năm thứ ba, Trịnh bá mới lên ngôi, quy phụ nước Tấn rồi bỏ nước Sở.
七年，成公与楚庄王争彊，会诸侯于扈。	Năm thứ bảy, Thành công cùng Sở Trang vương tranh cường, hội chư hầu ở đất Hỗ.
是年，成公 卒，子景公据立。	Năm này, Thành công chết, con là Cảnh công Cứ lên thay.
二年，楚庄王伐陈，诛 徵舒。	Năm thứ hai, Sở Trang vương thảo phạt nước Trần, giết Trung Thư.
六月，至 河。	Tháng Sáu, đến sông Hoàng Hà.
楚已服郑，欲饮马于河为名 而去。	Nước Sở sau khi hàng phục nước Trịnh, muốn có tiếng là đã cho ngựa uống nước sông Hoàng Hà rồi mới rút quân.
归而林父曰：“臣为督 将，军败当诛，请死。”	[Quân Tấn] trở về, Lâm Phủ nói: “Thần làm Đốc tướng, quân thua đáng chém, xin được chịu chết.”
随会曰：“昔文公之与楚战城 濮，成王归杀子玉，而文公乃喜。今楚已败我师，又诛其将，是助楚 杀仇也。”	Tùy Hội nói: “Trước đây Văn công giao chiến với quân Sở ở Thành Bộc, Thành cương về giết Tử Ngọc, mà Văn công mừng. Nay quân Sở đánh bại quân ta, ta lại giết tướng của mình, ấy là giúp Sở giết kẻ thù vậy.”
四年，先縠以首计而败晋军河上，恐诛，乃奔翟，与翟谋伐晋。 晋觉，乃族縠。	Năm thứ tư, Tiên Cốc là người đầu tiên đưa ra kế hoạch khiến quân Tấn thua trên sông Hoàng Hà, sợ bị giết, bèn chạy trốn sang nước Địch, cùng nước Địch bàn mưu thảo phạt nước Tấn. Nước Tấn biết, giết cả họ Cốc.
五年，伐郑，为助楚故也。	Năm thứ năm, thảo phạt nước Trịnh vì tội giúp nước Sở.
是时楚庄王彊，以挫晋兵河上也。	Lúc này, Sở Trang vương hùng mạnh, vì đã đánh bại quân Tấn trên sông Hoàng Hà vậy.
