秦始皇帝者，秦庄襄王子也。	Tần Thủy Hoàng đế là con của Tần Trang Tương vương vậy.
始皇乃使将军蒙恬发兵三十万人北击胡，略取 河南地。	Thủy Hoàng bèn sai tướng quân Mông Điềm cất ba mươi vạn quân lên phía bắc đánh người Hồ, chiếm đất Hà Nam.
自榆中并河以 东，属之阴山， 以为十四县，城河上 为塞。	Từ Du Trung theo Hoàng Hà về đông đến Âm Sơn, đặt bốn mươi bốn huyện, xây thành men theo Hoàng Hà làm nơi hiểm yếu.
明星出西方。	Sao chối xuất hiện ở phương tây.
三十四年，適治狱吏不直者，筑长城及南越 地。	Năm thứ ba mươi tư, đày quan coi ngục không ngay thẳng đi xây Trường thành, hoặc tới (đóng giữ) đất Nam Việt.
始皇置酒咸阳宫，博士七十人前为寿。	Thủy Hoàng đặt tiệc rượu tại cung Hàm Dương, bảy mươi Bác sĩ lên chúc rượu.
仆射 周青臣进颂曰：“他时秦地不过千里，赖陛下神 灵明圣，平定海内，放逐蛮夷，日月所照，莫不宾服。以诸侯为郡 县，人人自安乐，无战争之患，传之万世。自上古不及陛下威 德。”	Bộ xạ Chu Thanh Thần dâng lời ca tụng: “Ngày trước đất Tần không quá nghìn dặm, nhờ bệ hạ thần thánh anh minh, dẹp yên bốn bể, xua đuổi man di, những nơi nhật nguyệt soi tới thảy đều thần phục. Đặt các nước chư hầu thành quận huyện, ai nấy tự yên vui, không còn mối lo chinh chiến, truyền tới muôn đời. (Các vua) từ thời thượng cổ đến nay, đều không sánh được uy đức của bệ hạ.”
始皇悦。	Thủy Hoàng vui thích.
博士齐人淳于越进曰：“臣闻殷周之王千馀岁，封子 弟功臣，自为枝辅。今陛下有海内，而子弟为匹夫，卒有田常、六卿 之臣，无辅拂，何以相救哉？事不师古而能长久者，非 所闻也。今青臣又面谀以重陛下之过，非忠臣。”	Bác sĩ người Tề là Thuần Vu Việt dâng lời nói: “Thần nghe, nhà Ân, Chu làm vua hơn nghìn năm, phân phong cho con em, công thần, để họ giúp rập. Nay bệ hạ đã có bốn bể mà con em chỉ là hạng sát phu, ngộ nhỡ nảy sinh đám thần tử như Điền Thường, Lục khanh thì không ai giúp đỡ, làm sao cứu trợ nhau được? Mọi việc không học theo thời cổ mà có thể duy trì được lâu dài, thần chưa từng nghe nói tới. Nay Thanh Thần trước mặt lại nịnh bợ, khiến lỗi lầm của bệ hạ nặng thêm, thực không phải trung thần vậy.”
三十五年，除道，道九原抵云阳， 堑山堙谷，直通之。	Đốt sách chôn học trò (tranh thời Minh) Năm thứ ba mươi lăm, sửa đường từ Cửu Nguyên đến Vân Dương, mở núi lấp khe, cho đường thông suốt.
於是始皇以为 咸阳人多，先王之宫廷小，吾闻周文王都丰，武王都镐，丰镐之间， 帝王之都也。	Thế rồi Thủy Hoàng cho rằng người Hàm Dương thì đông mà cung đình của tiên vương thì nhỏ, bèn nói: “Ta nghe Chu Văn vương đóng đô ở đất Phong, Võ vương đóng đô ở đất Cảo, vùng giữa Phong – Cảo là kinh đô của đế vương vậy.”
先作前殿阿房， 东西五百步，南北五十丈，上可以坐万人，下 可以建五丈旗。	Xây tiền điện A Phòng trước tiên, từ đông sang tây dài năm trăm bộ, từ nam tới bắc dài năm mươi trượng, trên có thể chứa vạn người ngồi, dưới có thể dựng cờ cao năm trượng.
周驰为阁道，自殿下直抵南山。	Xung quanh làm đường gác từ dưới điện lên thẳng Nam sơn.
表南山之颠以为阙。	Làm cửa khuyết trên đỉnh Nam sơn.
关中计宫三百，关外四 百馀。	Ở Quan Trung tổng cộng dựng ba trăm cung, ngoài Quan Trung dựng hơn bốn trăm cung.
於是立石东海上朐界中，以为秦东门。	Thế rồi dựng đá trong địa phận núi Cù ven Đông Hải, làm cửa phía đông của nước Tần.
因徙三万家丽邑， 五万家云阳，皆复不事十岁。	Nhân đó dời ba vạn hộ tới Ly Ấp, năm vạn hộ tới Vân Dương, đều được miễn phí dịch mười năm.
始 皇帝幸梁山宫， 从山上见丞相车骑众，弗善也。	Thủy Hoàng đế đến cung Lương Sơn, từ trên núi thấy ngựa xe của thừa tướng rất đông, không hài lòng.
当是时，诏 捕诸时在旁者，皆杀之。	Lúc bấy giờ, xuống chiếu bắt những kẻ thường ở bên, đều giết hết.
听事，群臣受决事， 悉於咸阳宫。	Vua nghe chính sự, quần thần nhận quyết định, đều ở cung Hàm Dương.
於是乃亡去。	Thế rồi họ bèn bỏ trốn.
於是使御史悉案问诸生，诸生传相告引，乃自除 犯禁者四百六十馀人，皆阬之咸阳，使天下知之，以惩後。	Thế rồi sai Ngự sử xét hỏi tất cả Nho sinh. Các Nho sinh tố cáo lẫn nhau, bèn tự định tội. Kẻ phạm điều cấm có hơn bốn trăm sáu mươi người, đều bị chôn sống ở Hàm Dương. Khiến thiên hạ đều biết để răn đe về sau.
始皇长 子扶苏谏曰：“天下初定，远方黔首未集，诸生皆诵法孔子，今上皆 重法绳之，臣恐天下不安。唯上察之。”	Con trai trưởng của Thủy Hoàng là Phù Tô can gián nói: “Thiên hạ vừa định, dân phương xa còn chưa yên, các Nho sinh đều học theo Khổng Tử. Nay hoàng thượng dùng pháp luật nặng để trói buộc người ta, thần e thiên hạ không yên. Mong hoàng thượng xét rõ?”
始皇怒，使扶苏北监蒙恬於 上郡。	Thủy Hoàng nổi giận, sai Phù Tô lên phía bắc để giám sát Mông Điền ở Thượng Quận.
三十六年，荧惑守心。 有坠星下东郡，至地为石， 黔首或刻其石曰“始皇帝死而地分”。	Năm thứ ba mươi sáu, sao Huỳnh Hoặc ở vào khoảng sao Tâm, có sao rơi xuống Đông Quận, rơi xuống mặt đất thành đá, dân đen có kẻ khắc vào đá rằng “Thủy Hoàng đế chết thì đất chia”.
始皇不 乐，使博士为仙真人诗，及行所游天下，传令 乐人歌弦之。	Thủy Hoàng không vui, sai Bác sĩ làm thơ Tiên chân nhân, ngao du thiên hạ tới đâu, đều truyền lệnh cho nhạc công đàn hát bài ấy.
於是始皇卜之，卦得游徙吉。	Thế rồi Thủy Hoàng xem bói, được quẻ nói rằng di dời, du ngoạn thì tốt.
迁北河榆中 三万家。 拜爵一级。	Nhân dời ba vạn hộ tới Du Trung, Bắc Hà, phong tước một cấp.
三十七年十月癸丑，始皇出游。	Năm thứ ba mươi bảy, tháng Mười, ngày Quý Sửu, Thủy Hoàng du hành.
左丞相斯从，右丞相去疾守。 少 子胡亥爱慕请从，上许之。	Tả thừa tướng Lý Tư đi theo, Hữu thừa tướng Phùng Khứ Tật giữ triều, con nhỏ là Hồ Hợi, được yêu chiều, xin đi theo, vua bằng lòng.
还过吴，从江乘渡。 并海上，北至琅邪。	Trở về qua đất Ngô, vượt sông ở Giang Thắng, men theo biển đi lên phía bắc tới Lang Nha.
自琅邪北至荣成山， 弗见。	Từ Lang Nha lên phía bắc tới núi Vinh Thành vẫn không thấy.
至之罘，见巨鱼，射杀一鱼。 遂并海 西。	Tới Chi Phù thì thấy cá khổng lồ, bắn chết một con, rồi đi dọc biển lên phía tây.
至平原津而病。	Tới bến Bình Nguyên thì ốm.
始皇恶言死，群臣莫敢 言死事。	Thủy Hoàng ghét nói về cái chết, quần thần không ai dám nói về việc chết.
七月丙寅，始皇崩於沙丘平台。	Ngày Bính Dần tháng Bảy, Thủy Hoàng băng ở Bình Đài, Sa Khưu.
丞相斯为上崩在 外，恐诸公子及天下有变，乃祕之，不发丧。	Thừa tướng Lý Tự cho là vua băng ở ngoài, sợ các công tử và thiên hạ sinh biến, liền giấu kín, không phát tang.
独子胡亥、赵高及所幸宦者五 六人知上死。	Duy có Hồ Hợi, Triệu Cao và viên quan hoạn khoảng năm sáu người biết việc vua chết.
高乃与 公子胡亥、丞相斯阴谋破去始皇所封书赐公子扶苏 者，而更诈为丞相斯受始皇遗诏沙丘，立子胡亥为太子。	Triệu Cao bèn cùng công tử Hồ Hợi, thừa tướng Lý Tư âm mưu xẻ thư niêm phong của Thủy Hoàng ban cho công tử Phù Tô, trá rằng thừa tướng Lý Tư nhận di chiếu của Thủy Hoàng ở Sa Khưu, lập con là Hồ Hợi làm thái tử.
更为书赐公 子扶苏、蒙恬，数以罪，赐死。	Làm chiếu thư khác ban cho công tử Phù Tô và Mông Điềm, kể tội họ và bắt phải chết.
太子胡亥袭位，为二世皇帝。	Thái tử Hồ Hợi nối ngôi, làm Nhị Thế Hoàng đế.
九月，葬 始皇郦山。	Tháng Chín, chôn Thủy Hoàng ở Ly Sơn.
始皇初即位，穿治郦山，及并天下，天下徒送诣七十馀万 人，穿三泉，下铜 而致椁，宫观百官奇器珍怪徙臧满之。	Khi Thủy Hoàng mới lên ngôi đã cho đào núi Ly Sơn. Đến khi thôn tính thiên hạ, liền đưa những kẻ tội đồ trong thiên hạ hơn bảy mươi vạn người tới, đào ba con suối, đổ đồng xuống mà đưa quách vào. Cửa hay vật lạ trong cung quản, của bá quan được chuyển tới cất đầy bên trong.
以水银为百川江河大海，机相灌输， 上具天文，下具地理。	Lấy thủy ngân làm trăm con sông, Trường Giang, Hoàng Hà và biển lớn, nhà máy móc mà (nước sông biển) lưu thông với nhau. Trên đủ thiên văn, dưới đủ địa lý.
以人鱼膏为烛， 度不灭者 久之。	Dùng dầu cá nhân ngư làm đuốc, tính thắp lâu dài không tắt vậy.
二世曰：“先帝後宫非有子者，出焉不 宜。” 皆令从死，死者甚众。	Nhị Thế nói: “Hậu cung của tiên để không ai có con, thả ra thì không nên”, đều cho được chết theo, người chết rất nhiều.
大事毕，已臧，闭中羡，下 外羡门，尽闭工匠臧者，无复出者。	Việc lớn hoàn tất, cất giấu xong xuôi, đóng đường thần đạo, hạ cửa ngoài hầm, nhốt hết đám thợ thuyền, không cho ai thoát.
二世皇帝元年，年二十一。	Nhị Thế Hoàng đế lên ngôi năm đầu, tuổi hai mươi mốt.
赵高为郎中令，任用 事。	Triệu Cao làm Lang trung lệnh, được trọng dụng.
二世下诏，增始皇寝庙牺牲及山川百祀之礼。	Nhị Thế xuống chiếu, tăng số vật tế trong miếu Thủy Hoàng và lễ tế trăm thần sông núi.
二世与赵高谋曰：“朕年少，初即位，黔首未集附。先帝巡行郡 县，以示彊，威服海内。今晏然不巡行，即见弱，毋以臣畜天 下。”	Hoàng để lại tự xưng là trẫm. Nhị Thế bàn với Triệu Cao rằng: “Trẫm còn trẻ, vừa lên ngôi, dân đen chưa quy thuận. Tiên đế đi tuần quận huyện, tỏ rõ uy lực khiến bốn bể thần phục. Nay trẫm lặng yên không đi tuần là tỏ ra yếu kém, không thuần phục được thiên hạ.”
春，二世东行郡县，李斯从。	Mùa xuân, Nhị Thế đi về phía đông, tới các quận huyện, Lý Tư đi theo.
到碣石，并海，南至会稽，而尽 刻始皇所立刻石，石旁著大臣从者名，以章先帝成功盛 德焉： 皇帝曰：“金石刻尽始皇帝所为也。今袭号而金石刻辞不称 始皇帝，其於久远也 如後嗣为 之者，不称成功盛德。”	Tới Kệ Thạch, men theo biển đi về phía nam tới Cối Kê, khắc chữ lên hết những bia Thủy Hoàng đã dựng, cạnh bia ghi tên đại thần đi theo, để nêu công cao đức cả của tiền đế. Hoàng đế nói: “Những điều khắc trên đá vàng thảy là điều Thủy Hoàng đế đã làm. Nay trẫm nối tín hiệu mà lời khắc lên đá vàng không xứng với Thủy Hoàng đế. Lâu dài về sau, con cháu có đứa ghi tạc đá vàng cũng không được sánh với công cao đức cả của người.”
遂至辽东而还。	Đoạn bèn tới Liêu Đông rồi trở về.
高曰：“臣固原言而未 敢也。先帝之大臣，皆天下累世名贵人也，积功劳世以相传久矣。今 高素小贱，陛下幸称举，令在上位，管中事。大臣鞅鞅，特以貌从 臣，其心实不服。今上出，不因此时案郡县守尉有罪者诛之，上以振 威天下，下以除去上生平所不可者。今时不师文而决於武力，原陛下 遂从时毋疑，即群臣不及谋。明主收举馀民，贱者贵之，贫者富之， 远者近之，则上下集而国安矣。”	Cao nói: “Thần vốn định nói nhưng không dám vậy. Đại thần của tiên để đều là những người danh hiển nhiều đời trong thiên hạ, công lao chồng chất, đời đời truyền lại đã lâu. Nay Cao là kẻ hèn mọn, được bệ hạ yêu sủng cất nhắc, cho ở ngôi trên, quản việc cung cấm. Các đại thần bực bội, chỉ là ngoài mặt theo thần mà thực lòng không phục. Nay bệ hạ đi ra, không nhân lúc này xét những viên quan thú, úy ở quận huyện, kẻ nào có tội thi giết, trên là để ra oai thiên hạ, dưới là để trừ khử những kẻ bệ hạ bình sinh không thích. Thời nay không thể theo văn mà phải dùng vũ lực, mong bệ hạ theo thời, chớ ngần ngại, tức thì quần thần không kịp bàn mưu. Bậc vua sáng đề bạt những người bị bỏ sót, kẻ hèn cho sang, kẻ nghèo cho giàu, kẻ xa cho lại gần, như vậy trên dưới thuận hòa mà nước yên vậy.”
乃行诛大臣及诸 公子，以罪过连逮少近官三郎， 无得立者，而六 公子戮死於杜。	Bèn giết các đại thần và công tử, dùng tội danh liên đới bắt cả các quan hầu cận nhỏ, quan tam lang, không ai sống sót. Sáu công tử bị giết chết ở Đỗ huyện.
二世使使 令将闾曰：“公子不臣，罪当死，吏致法焉。”	Nhị Thế sai sứ giả tới lệnh cho Tương Lư rằng: “Công tử không trọn phận bề tôi, tội đáng chết, ngục lại đến chấp pháp!”
外抚四夷，如始皇计。	Bên ngoài vỗ về tứ di, theo kế sách của Thủy Hoàng.
胜自立为楚王，居陈，遣诸将徇地。	Trần Thắng tự lập làm Sở vương, ở đất Trần, sai các tướng đi chiếm đất.
山东郡县少 年苦秦吏，皆杀其守尉令丞反，以应陈涉，相立为侯王，合从西乡， 名为伐秦，不可胜数也。	Trai tráng ở quận huyện Sơn Đông khổ vì đám quan lại nhà Tần, đều giết bọn thú, úy, lệnh, thừa làm phản, ứng theo Trần Thiệp, cùng lập làm hầu vương, liên hợp về hướng tây, lấy danh nghĩa đánh Tần, nhiều không kể xiết.
谒者 使东方来，以反者闻二世。	Quan yết giả đi sứ phương đông về, đem việc làm báo lại với Nhị Thế.
二世怒，下吏。	Nhị Thế nổi giận, giao cho pháp quan xử.
上悦。	Vua hài lòng.
武臣 自立为赵王，魏咎为魏王，田儋为齐王。	Vũ Thần tự lập làm Triệu vương, Ngụy Cữu làm Ngụy vương, Điền Đam làm Tề vương.
二年冬，陈涉所遣周章等将西至戏， 兵 数十万。	Năm thứ hai, mùa đông, Trần Thiệp sai bọn Chu Chương cầm quân về phía tây tới đất Hý, quân mấy mươi vạn.
二世乃大 赦天下，使章邯将，击破周章军而走，遂杀章曹阳。	Nhị Thế bàn đại xá thiên hạ, sai Chương Hàm cầm quân, đánh vỡ quân Chu Chương phải tháo chạy, đoạn giết Chương ở Tào Dương.
楚地盗名将已死，章邯乃北渡河，击赵王歇等於钜鹿。	Các danh tướng của giặc ở đất Sở đã chết, Chương Hàm bèn vượt Hoàng Hà lên phía bắc, đánh bọn Triệu vương Yết ở Cự Lộc.
去疾、劫曰：“将相不辱。” 自杀。	Khứ Tật và Phùng Kiếp nói: “Tướng quân và thừa tướng không thể chịu nhục”, liền tự sát.
斯卒囚， 就五刑。	Lý Tư rốt bị tống giam, chịu năm hình phạt.
三年，章邯等将其卒围钜鹿，楚上将军项羽将楚卒往救钜鹿。	Năm thứ ba, bọn Chương Hàm cầm quân bao vây Cự Lộc, thượng tướng quân của Sở là Hạng Vũ đem quân Sở tới cứu Cự Lộc.
冬，赵高为丞相，竟案李斯杀之。	Mùa đông, Triệu Cao lên làm thừa tướng, rốt cục xét án Lý Tư, giết chết ông ta.
夏，章邯等战数卻，二世使人让 邯，邯恐，使长史欣请事。	Mùa hè, bọn Chương Hàm đánh mấy lần đều phải lui quân, Nhị Thế sai người tới trách Hàm, Hàm sợ, sai Trưởng sử Hân tới xin chỉ thị.
赵高弗见，又弗信。	Triệu Cao không cho gặp, lại không cho tin tức.
欣见邯曰：“赵高用事於中，将军有功亦诛，无功亦 诛。”	Hân gặp Hàm, nói: “Triệu Cao chấp chính ở trong triều, tướng quân có công cũng bị giết, không có công cũng bị giết.”
项羽急击秦军，虏王离，邯等遂以兵降诸侯。	Hạng Vũ đánh gấp quân Tần, bắt Vương Ly. Bọn Chương Hàm bèn đem quân đầu hàng chư hầu.
高前数言“关东盗毋能为也”，及项羽虏秦将王离等钜鹿下而 前，章邯等军数卻，上书请益助，燕、赵、齐、楚、韩、魏皆立为 王，自关以东，大氐尽畔秦吏应诸侯，诸侯咸 率其众西乡。	Triệu Cao trước đây mấy lần nói rằng trộm cướp vùng Quan Đông không làm được gì. Kịp khi Hạng Vũ bắt bọn tướng Tần là Vương Ly ở Cự Lộc rồi tiếp tục tiến đánh, quân của bọn Chương Hàm mấy phen rút lui, Triệu Cao mới dâng thư xin tăng viện. Yên, Triệu, Tề, Sở, Hàn, Ngụy đều tự lập làm vua. Từ Quan Trung trở về đông, dân hầu hết đều phản quan lại nhà Tần, hưởng ứng theo chư hầu; chư hầu đều dẫn quân đánh về hướng tây.
旁有宦者一人，侍 不敢去。	Chỉ một viên quan hoạn đứng hầu bên cạnh không dám rời.
二世 曰：“吾原得一郡为王。”	Nhị Thế nói: “Ta mong có được một quận để làm vương.”
又曰：“原为万户侯。”	Lại nói: “Mong làm vạn hộ hầu”.
曰：“原与妻子为黔首，比诸公子。”	Nói: “Mong cùng vợ con làm dân đen, như các công tử”.
二世自杀。	Nhị Thế tự sát.
阎乐归报赵高，赵高乃悉召诸大臣公子，告以诛二世之状。	Diêm Lạc về báo với Triệu Cao, Triệu Cao bèn triệu tập tất cả đại thần, công tử, bảo việc giết Nhị Thế.
曰：“秦故王国，始皇君天下，故称帝。今六国复自立，秦地益小， 乃以空名为帝，不可。宜为王如故，便。”	Nói rằng: “Tần vốn là vương quốc, Thủy Hoàng thống trị thiên hạ, nên xưng đế. Nay sáu nước lại tự lập, đất Tần nhỏ đi, vẫn lấy danh suông là đế thì không được. Nên xưng vương như xưa thì hợp hơn.”
立二世之兄子公子婴为秦 王。	Lập con của anh Nhị Thế là công tử Anh làm Tần vương.
令子婴斋，当庙见，受王玺。	Lệnh cho Tử Anh trai giới, tới tổ miếu tham kiến, nhận ấn vua.
子婴为秦 王四十六日，楚将沛公破秦军入武关，遂至霸上， 使人约降子婴。	Tử Anh làm Tần vương được bốn mươi sáu ngày, tướng Sở là Bái công phá quân Tần tiến vào Vũ Quan, tới Bá Thượng, sai người khuyên Tử Anh đầu hàng.
居月馀，诸侯兵至，项籍为从长， 杀子婴及秦诸公子宗族。	Qua hơn một tháng, quân chư hầu đến, Hạng Tịch cầm đầu các nước hợp tung, giết Tử Anh và các công tử, họ tộc nhà Tần.
灭秦之後，各分其地为三，名曰雍 王、塞王、翟王，号曰三秦。	Sau khi diệt Tần, liền chia đất làm ba phần, đặt là Ung vương, Tắc vượng, Địch vượng, gọi chung là Tam Tần.
项羽为西楚霸王，主命分天下王诸侯， 秦竟灭矣。 後五年，天下定於汉。 太史公曰：秦之先伯翳，尝有勋於唐虞之际，受土赐姓。 及殷夏 之间微散。	Hạng Vũ làm Tây Sở Bá Vương, làm chủ việc chia thiên hạ, phong vương cho chư hầu.
藉使子婴有庸主之 材，仅得中佐，山东虽乱，秦之地可全而有，宗庙之祀未当绝也。 秦地被山带河以为固，四塞之国也。 自缪公以来，至於秦王，二 十馀君，常为诸侯雄。 岂世世贤哉？	Thái tử công bàn rằng: Tổ tiên nhà Tần là Bá Ế, từng có công vào thời Đường Ngu, được phong đất ban họ, đến thời Ân Hạ thì hơi tán loạn.
贵为天子，富有天下，身不 免於戮杀者，正倾非也。	Sang làm thiên tử, giàu có thiên hạ, thân lại không tránh khỏi bị giết hại, là do cách chỉnh đốn sai lầm.
是二世之过也。	Ấy là lỗi của Nhị Thế vậy.
襄公立，享国十二年。	Tương công lên ngôi, trị vì mười hai năm.
初为西畤。	Bắt đầu dựng Tây Trù.
生文公。	Sinh ra Văn công.
文公立，居西垂宫。	Văn công lên ngôi, ở cung Tây Thùy.
五十年死，葬西垂。	Năm mươi tuổi thì chết, táng ở biên giới phía tây.
生静公。	Sinh ra Tĩnh công.
静公不享国而死。	Tĩnh công không ở ngôi mà chết.
生宪公。	Sinh ra Hiến công.
宪公享国十二年，居西新邑。	Hiến công trị vì mười hai năm, ở ấp Tân Tây.
死，葬衙。	Chết, táng ở đất Nha.
生武 公、德公、出子。	Sinh Võ công, Đức công, Xuất Tử.
出子享国六年，居西陵。	Xuất Tử trị vì sáu năm, ở Tây Lăng.
武公享国二十年。 居平阳封宫。	lên ngôi, trị vì hai mươi năm, ở Phong cung, Bình Võ công Dương.
葬 宣阳聚东南。	Táng ở phía đông nam Tuyên Dương Tụ.
德公立。	Đức công lên ngôi.
德公享国二年。 居雍大郑宫。	Đức công trị vì hai năm, ở cung Đại Trịnh đất Ung.
生宣公、成公、缪公。	Sinh ra Tuyên công, Thành công, Mục công.
葬阳。	Táng ở đất Dương.
宣公享国十二年。 居阳宫。	Tuyên công trị vì mười hai năm, ở Dương cung.
初志闰月。	Bắt đầu ghi chép tháng nhuận.
成公享国四年，居雍之宫。	Thành công trị vì bốn năm, ở cung điện đất Ung.
葬 阳。	Táng ở đất Dương.
缪公享国三十九年。	Mục công trị vì ba mươi chín năm.
天子致霸。 葬雍。	Thiên tử cho xưng bá. Táng ở đất Ung.
生康公。	Sinh ra Khang công.
康公享国十二年。 居雍高寝。	Khang công trị vì mười hai năm, ở Cao Tẩm đất Ung.
生共公。	Sinh ra Cộng công.
共公享国五年，居雍高寝。	Cộng công trị vì năm năm, ở Cao Tẩm đất Ung.
葬康公南。	Táng ở phía nam mộ Khang công.
生桓公。	Sinh ra Hoàn công.
桓公享国二十七年。	Hoàn công trị vì hai mươi bảy năm.
生景公。	Sinh ra Cảnh công.
景公享国四十年。	Cảnh công trị vì bốn mươi năm.
生毕公。	Sinh ra Tất công.
毕公享国三十六年。	Tất công trị vì ba mươi sáu năm.
生夷公。	Sinh ra Di công.
夷公不享国。	Di công không ở ngôi.
死，葬左宫。	Chết, táng ở Tả cung.
生惠公。	Sinh ra Huệ công.
惠公享国十年。	Huệ công trị vì mười năm.
悼公享国十五年。	Điệu công trị vì mười lăm năm.
生剌 龚公。	Sinh ra Lạt Cung công.
剌龚公享国三十四年。	Lạt Cung công trị vì ba mươi tư năm.
生 躁公、怀公。	Sinh ra Táo công, Hoài công.
其十年，彗星见。	Năm thứ mười, sao chổi mọc.
躁公享国十四年。 居受寝。	Táo công trị vì mười bốn năm, ở Thụ Tẩm.
葬悼公南。	Táng ở phía nam mộ điệu công.
其元年，彗星见。	Năm đầu, sao chổi mọc.
怀公从晋来。	Hoài công từ Tấn về.
享国四年。	Trị vì bốn năm.
生灵公。	Sinh ra Linh công.
诸臣围怀公，怀公 自杀。	Quần thần vây Hoài công. Hoài công tự sát.
肃灵公，昭子子也。	Túc Linh công, là con của Chiêu tử vậy.
居泾阳。	Ở Kinh Dương.
享国十年。	Trị vì mười năm.
生简公。	Sinh ra Giản công.
简公从晋来。	Giản công từ Tấn về.
享国十五年。 葬僖公西。	Trị vì mười lăm năm, Táng ở phía tây mộ Hy công.
其七年。 百姓初带剑。	Năm thứ bảy, bá quan bắt đầu đeo kiếm.
惠公享国十三年。	Huệ công ở ngôi mười ba năm.
生出公。	Sinh ra Xuất công.
出公享国二年。	Xuất công trị vì hai năm.
出公自杀，葬雍。	Xuất công tự sát, táng ở đất Ung.
献公享国二十三年。	Hiến công trị vì hai mươi ba năm.
孝公享国二十四年。	Hiếu công trị vì hai mươi tư năm.
生惠文王。	Sinh ra Huệ Văn vương.
其十三 年，始都咸阳。	Năm thứ mười ba, bắt đầu đóng đô ở Hàm Dương.
惠文王享国二十七年。	Huệ Văn vương trị vì hai mươi bảy năm.
葬公陵。	Táng ở Công Lăng.
生悼武王。	Sinh ra Điệu Võ vương.
悼武王享国四年，葬永陵。	Điệu Võ vương trị vì bốn năm. Táng ở Vĩnh Lăng.
昭襄王享国五十六年。	Chiêu Tương vương trị vì năm mươi sáu năm.
葬茝阳。	Táng ở Xi Dương.
生孝文王。	Sinh ra Hiếu Văn vương.
孝文王享国一年。	Hiếu Văn vương trị vì một năm.
生庄襄王。	Sinh ra Trang Tương vương.
庄襄王享国三年。	Trang Tương vương trị vì ba năm.
生始皇帝。	Sinh ra Thủy Hoàng đế.
献公立七年，初行为市。	Hiến công lên ngôi bảy năm, bắt đầu lưu hành chợ búa.
十年，为户籍相伍。	Năm thứ mười làm hộ tịch, cứ năm hộ là một ngũ.
孝公立十六年。 时桃李冬华。	Hiếu công lên ngôi mười sáu năm, bấy giờ đào mận đơm hoa vào mùa đông.
惠文王生十九年而立。	Huệ Văn vương mười chín tuổi thì lên ngôi.
立二年，初行钱。	Lên ngôi hai năm, bắt đầu lưu hành tiền tệ.
有新生婴兒曰“秦且 王”。	Có đứa bé sơ sinh nói rằng: “Tần sẽ xưng vương.”
悼武王生十九年而立。	Điệu Võ vương mười chín tuổi thì lên ngôi.
立三年，渭水赤三日。	Lên ngôi ba năm, nước sông Vị đỏ trong ba ngày.
昭襄王生十九年而立。	Chiêu Tương vương mười chín tuổi thì lên ngôi.
立四年，初为田开阡陌。	Lên ngôi bốn năm, bắt đầu phân chia ranh giới đồng ruộng.
孝文王生五十三年而立。 庄襄王生三十二年而立。	Hiếu Võ vương năm mươi ba tuổi thì lên ngôi. Trang Tương vương ba mươi hai tuổi thì lên ngôi.
立二年，取太原地。	Lên ngôi hai năm, chiếm đất Thái Nguyên.
庄襄王元年，大 赦，脩先王功臣，施德厚骨肉，布惠於民。	Trang Tương vương năm đầu, đại xá thiên hạ, biểu dương công thần của tiên vương, thi hành đức chính, hậu đãi với cốt nhục, ban ơn cho thứ dân.
东周与诸侯谋秦，秦使相 国不韦诛之，尽入其国。	Đông Chu và chư hầu mưu đánh Tần, Tần sai Tướng quốc Lã Bất Vi đánh dẹp, chiếm hết nước ấy.
秦不绝其祀，以阳人地赐周君，奉其祭祀。	Tần không để dứt việc hương khói, ban cho vua Chu đất Dương Nhân, chăm lo tế tự.
始皇享国三十七年。	Thủy Hoàng trị vì ba mươi bảy năm.
生二世皇帝。	Sinh ra Nhị Thế Hoàng đế.
始皇 生十三年而立。	Thủy Hoàng mười ba tuổi thì lên ngôi.
二世皇帝享国三年。	Nhị Thế Hoàng đế trị vì ba năm.
赵高为丞相安武侯。	Triệu Cao làm thừa tướng, được phong làm An Võ hầu.
二世生十二 年而立。	Nhị Thế mười hai tuổi thì lên ngôi.
右秦襄公至二世，六百一十岁。	Trên đây chép từ thời Tương công đến thời Nhị Thế nhà Tần, tổng cộng sáu trăm mười năm.
孝明皇帝十七年 十月十五日乙丑， 曰： 周历已移， 仁不代母。 秦直 其位， 吕政残虐。	Ất Sửu ngày mười lăm tháng Mười năm Hiểu Minh hoàng đế thứ mười bảy, (Ban Cố) bàn rằng: Lịch số nhà Chu đã đổi, nhân đức nhà Hán chưa thể thay, nhà Tần nhằm đúng ngôi thứ, Lã Chính tàn khốc, bạo ngược.
然以诸侯十三， 并兼天下，极情纵欲，养育宗亲。	Song le, mười ba tuổi làm vua chư hầu, thu gom thiên hạ, mặc lòng ham muốn, nuôi dưỡng tông thân.
三十七年，兵无所不加，制 作政令，施於後王。	Ba mươi bảy năm, khắp chốn điều quân, đặt ra chính lệnh, truyền cho vua sau.
复责小子，云秦地可全，所谓不通时 变者也。	Lại trách Tử Anh rằng đất Tần vẫn có thể toàn vẹn thì đúng là kẻ không biết thời biến vậy.
纪季以酅，春秋不名。	Ngay như Kỷ Quý dâng đất Huề, sách Xuân Thu còn không chép tên.
婴死生之义 备矣。	Cái nghĩa sống chết của Tử Anh thực là trọn vẹn vậy.
