高祖， 沛丰邑中阳里人，姓刘氏， 字季。	Cao tổ là người làng Trung Dương, ấp Phong, huyện Bái, họ Lưu, tên chữ là Quý.
及孝惠五年，思高祖之悲乐沛，以沛宫为高祖原庙。	Tới năm thứ năm đời vua Hiếu Huệ, nhớ đến việc Cao tố vui buồn ở đất Bái, liền đặt Bái cung làm miếu thứ hai của Cao tổ.
高祖所教歌兒百二十人，皆令为吹乐， 後有缺，辄补之。	Một trăm hai mươi đứa trẻ Cao tổ từng dạy hát đều sai tới thổi nhạc, sau đó khuyết ai thì bổ sung.
相鲁元，亦皆贵。	Xem tướng Lỗ Nguyên, cụ bảo đều cao sang cả.
老父已去，高祖適从旁舍来，吕后具言客有 过，相我子母皆大贵。	Cụ già đi rồi, Cao tổ từ nhà bên tới, Lã hậu kể đầu đuôi câu chuyện có ông khách qua, xem tướng cho ba mẹ con, bảo rằng đều rất sang.
老 父曰：“乡者夫人婴兒皆似君，君相贵不可言。”	Ông cụ nói: “Phu nhân và bọn trẻ ban nãy đều giống ông, tướng ông quý hết chỗ nói.”
蛇遂分 为两，径开。	Rắn liền đứt đôi, con đường thông thoáng.
後人来至蛇 所，有一老妪夜哭。	Người đi sau tới chỗ con rắn, thấy một bà già, đương đêm khóc lóc.
乃令樊哙召刘季。	Đoạn bèn sai Phàn Khoái với Lưu Quý.
萧、曹恐，逾城保刘季。	Tiêu, Tào sợ, vượt tường tới theo Lưu Quý.
父老乃率子弟共杀沛令，开城门迎刘季，欲以为沛令。	Phụ lão bèn dẫn con em cùng giết quan huyện Bái, mở cửa thành đón Lưu Quý, muốn để ngài làm quan huyện.
刘 季曰：“天下方扰，诸侯并起，今置将不善，壹败涂地。 吾非敢自爱，恐能薄， 不能完父兄子弟。此大事，原更相推择可 者。”	Lưu Quý nói: “Thiên hạ đang rối, chư hầu nổi dậy, nay chọn tướng không khéo, ắt thua thảm hại. Tôi không dám tiếc thân, chỉ sợ tài mọn, không thể bảo toàn cho phụ lão, con em. Việc lớn này, mong tiến cử lại để chọn người thích hợp?”
沛公引兵攻 丰，不能取。	Bái công dẫn quân đánh ấp Phong, không hạ được.
封项羽为长安侯，号为鲁公。	Phong Hạng Vũ làm Trường An hầu, hiệu là Lỗ Công.
令沛公西略地入关。 与诸将约，先入定关中者王之。	Lệnh cho Bái công tiến về phía tây chiếm đất, vào Quan Trung, hẹn với các tướng rằng, kẻ nào vào bình định Quan Trung trước sẽ được phong vương.
沛公方踞床，使两女子 洗足。	Bởi công đang ngồi xoãi chân trên giường, sai hai cô gái rửa chân.
及赵高已杀二世，使人 来，欲约分王关中。	Đến khi Triệu Cao giết Nhị Thế, sai sứ giả đến, muốn giao hẹn chia đất, cùng làm vương ở Quan Trung.
沛公曰：“始怀王遣我，固以能宽容；且人已服 降，又杀之，不祥。”	Bái công nói: “Ban đầu Hoài vương phái ta tới là vì ta có lòng khoan dung. Huống hồ người ta đã hàng phục rồi, lại còn giết người ta, đó là điều không tốt.”
乃使人与秦吏行县乡邑，告谕之。	Đoạn sai người cùng quan lại nhà Tần tới các huyện, làng ấp, bá cáo lời dụ.
沛公从百馀骑，驱之鸿门， 见谢项羽。	Bái công mang theo hơn trăm kỵ binh, ruổi tới Hồng Môn, gặp Hạng Vũ tạ tội.
沛公以樊哙、张良 故，得解归。	Bái công nhờ có Phàn Khoái, Trương Lương, được giải thoát trở về.
归，立诛曹无伤。	Vừa về liền giết Tào Vô Thương.
汉王之国，项王使卒三万人从，楚与诸侯之慕从者数万 人，从杜南 入蚀中。	Hán vương về nước, Hạng vương sai ba vạn lính theo. Những người nước Sở và chư hầu mến mộ đi theo tới mấy vạn người, từ phía nam huyện Đỗ vào trong đất Thục.
至南郑，诸将及士 卒多道亡归，士卒皆歌思东归。	Tới đất Nam Trịnh, các tướng và binh sĩ phần đông trốn về giữa đường, binh sĩ đều hát bài ca muốn trở về phương đông.
韩信说汉王曰： “项羽王诸将之有功者，而王独居南郑，是迁 也。军吏士卒皆山东之人也，日夜跂 而望归， 及其锋而用之，可以有大功。天下已定，人皆自宁，不可复 用。不如决策东乡，争权天下。”	Hàn Tín khuyên Hán vương rằng: “Hạng Vũ phong vương cho các tướng có công, mà riêng đại vương phải ở Nam Trịnh, ấy là đi đày vậy. Quan quân sĩ tốt đều là người Sơn Đông, ngày đêm nhón gót mong về, dùng quân khi đang hăng có thể lập công lớn. Tới khi thiên hạ bình định rồi, mọi người yên ổn thì không thể dùng binh lại nữa. Chẳng thà quyết ý về đông, tranh đoạt thiên hạ!”
诸将以万人若以一郡降者，封万户。	Các tướng cầm vạn quân hoặc khiến một quận đầu hàng được phong vạn hộ.
田荣败，走平原， 平原民杀之。	Điền Vinh thua, chạy về Bình Nguyên, bị dân ở Bình Nguyên giết.
吕后兄周吕侯为汉将兵，居下邑。	Anh trai Lã Hậu là Chu Lã hầu cầm quân cho Hán vương, đóng ở Hạ Ấp.
败後乃 独得孝惠，六月，立为太子，大赦罪人。	Sau khi bại trận chỉ tìm được Hiếu Huệ, tháng Sáu, lập làm thái tử, đại xá phạm nhân.
亚 父是时劝项羽遂下荥阳，及其见疑，乃怒，辞老，原赐骸骨归卒伍， 未至彭城而死。	Á phụ lúc ấy khuyên Hạng Vũ thừa thể đánh hạ Huỳnh Dương, đến khi bị ngờ, liền nổi giận, cáo lão từ quan, mong ban cho đem nắm xương già về quê, chưa đến Bình Thành thì chết.
诸将 卒不能从者，尽在城中。	Những tướng sẽ không đi theo được đều ở trong thành.
周苛、枞公相谓曰：“反国之王，难与守 城。”	Chu Hà, Tung Công bàn nhau rằng: “Loại vua phản quốc, khó cùng giữ thành.”
至固陵， 不会。	Tới Cố Lăng, không gặp.
项羽之卒可十万。	Quân của Hạng Vũ chừng mười vạn.
汉王引诸侯兵北，示鲁父老项羽头，鲁乃降。	Hán vương dẫn quân chư hầu lên phía bắc, giơ đầu của Hạng Vũ cho phụ lão nước Lỗ xem, Lễ mới đầu hàng.
正月，诸侯及将相相与共请尊汉王为皇帝。	Tháng Giêng, chư hầu và các quan văn võ cùng thỉnh cầu tôn Hán vương làm hoàng đế.
番君之将梅鋗有功，从入武关，故德番君。	Tướng của Phiến quân là Mai Quyên có công, theo vào Vũ Quan, nên cảm kích Phiên quân.
五月，兵皆罢归家。	Tháng Năm, binh sĩ đều giải ngũ về nhà.
高祖欲长都雒阳，齐人刘敬说，乃留侯劝上入都关中，高祖是日 驾，入都关中。	Cao tổ muốn định đô lâu dài ở Lạc Dương, người nước Tề là Lưu Kính thuyết phục, lại thêm Lưu hầu khuyên ngài vào đúng đô ở Quan Trung. Cao tổ hôm ấy khởi giá, vào đóng đô ở Quan Trung.
後高祖朝，太公拥 篲，迎门卻行。	Về sau Cao tổ đến chầu, Thái công cầm chổi đứng đón ở cửa, đi giật lùi.
长乐宫成，丞相已下徙 治长安。	Cung Trường Lạc xây xong, từ thừa tướng trở xuống dời tới Trường An.
高祖还，见宫阙壮甚，怒，谓萧何曰：“天下匈匈苦战数岁，成 败未可知，是何治宫室过度也？”	Cao tổ trở về, thấy cũng khuyết quá lớn, liền nổi giận, nói với Tiêu Hà rằng: “Thiên hạ nháo nhác, khổ vì chiến sự nhiều năm, được thua chưa thể biết, sao lại xây cung thất quá chừng vậy?”
未央宫成。	Cung Vị Ương xây xong.
高祖大朝诸侯群臣，置酒未央前殿。	Cao tổ triệu chư hầu và quần thần, đặt tiệc rượu ở tiền điện của cung Vị Ương.
乃多以金啗豨将，豨将多降 者。	Đoạn dùng nhiều vàng dụ tướng của Hy. Tướng của Hy có nhiều kẻ đầu hàng. .
城降，令出骂者斩之，不骂者原之。	Kịp khi thành Đông Viện hàng, ra lệnh kẻ nào chửi thì chém, không chửi thì tha.
高祖乃起舞，慷慨伤怀，泣数 行下。 谓沛父兄曰：“游子悲故乡。吾虽都关中，万岁後吾魂魄犹乐 思沛。且朕自沛公以诛暴逆，遂有天下，其以沛 为朕汤沐邑，复其民，世世无有所与。”	Cao tổ bèn đứng dậy múa, khảng khái đau lòng, rõ lệ mấy hàng, nói với phụ huynh đất Bái rằng: “Người đi xa nhớ thương quê hương, ta tuy đóng đô ở Quan Trung, nhưng sau khi muôn tuổi, hồn phách ta vẫn còn thích nhớ đất Bái. Vả trẫm vốn là Bái công, diệt kẻ bạo nghịch, rồi được thiên hạ, vậy coi đất Bái là ấp thang mộc của trẫm, miễn thuế cho dân, đời đời không phải nộp.”
十一月，高祖自布军至长安。	Tháng Mười một, Cao tổ từ nơi giao chiến với quân Kình Bố về Trường An.
辟阳侯归，具言绾反有端矣。	Tích Dương hầu trở về báo rằng việc Oản tạo phản đã có manh mối.
病甚，吕后迎良医，医入 见，高祖问医，医曰：“病可治。”	Ốm nặng, Lã hậu đón thày thuốc giỏi. Thầy thuốc vào gặp, Cao tổ hỏi thầy thuốc. Thầy thuốc nói: “Bệnh chữa được.”
遂不使治 病，赐金五十斤罢之。	Đoạn không cho chữa bệnh, ban năm mươi cân vàng rồi cho về.
已而吕后问：“陛下百岁後，萧相国即死，令 谁代之？”	Không lâu sau, Lã hậu hỏi: “Bệ hạ sau khi trăm tuổi, Tiêu tướng quốc cũng mất, sai ai lên thay?”
问其次，上曰：“王陵可。然陵少 戆，陈平可以助之。陈平智有馀，然难以独任。周勃重厚少文，然安 刘氏者必勃也，可令为太尉。” 吕后复问其次，上曰：“此後亦非而 所知也。”	Hỏi người kế tiếp, vua nói: “Vương Lăng được. Nhưng Lăng hơi vụng về, Trần Bình có thể giúp. Trần Bình tài trí có thừa, song khó đảm đương một mình. Chu Bột trung hậu, ít văn hoa, song người khiến họ Lưu yên ổn ắt là Bột vậy, có thể cho làm Thái úy” Lã hậu lại hỏi người kế tiếp, vua nói: “Sau đấy nữa thì bà cũng không thể biết được.”
吕后与审食其谋曰：“诸将 与帝为编户民，今北面为臣，此常怏怏，今乃事少主，非尽族是，天 下不安。”	Lã hậu bàn cùng Thẩm Tự Cơ rằng: “Các tướng và nhà vua trước đều là dân thường, nay phải trông về phương bắc xưng thần, lòng thường bực bội, giờ lại thời chúa nhỏ, không giết hết chúng, thiên hạ không yên.”
令郡国诸侯各立高祖庙，以岁时祠。	Sai các quận quốc, chư hầu đều phải lập miếu Cao tổ, tế tự theo năm tháng.
车服黄 屋左纛。 葬长陵。 高祖初起，始自徒中。	Thiên tử ngồi xe nóc vàng, cắm cờ tả đạo, táng ở Trường Lăng.
高祖即自疑，亡匿，隐於芒、 砀山泽岩石之间。	Cao tổ liền tự lấy làm ngờ, trốn đi, ẩn trong vùng đầm lầy và núi đá giữa hai huyện Mang, Đường.
诸郡县皆多杀其长吏以应陈涉。	Nhiều quận huyện giết trưởng quan để hưởng ứng Trần Thiệp.
於是少年豪吏如萧、曹、樊哙 等皆为收沛子弟二三千人，攻胡陵、 方与， 还守丰。	Thế rồi đám hào lại trẻ tuổi như Tiêu, Tào, Phàn Khoái đều thu nhận con em đất Bái đến hai ba ngàn người cho ngài, đánh Hồ Lăng, Phương Dư rồi quay về giữ ấp Phong.
泗州守壮败於薛，走至 戚， 沛公左司马得泗川守壮，杀之。	Quan Thú quận Tứ Xuyên là Tráng thua ở đất Tiết, chạy đến huyện Thích. Tả tư mã của Bái công bắt được quan Thú quận Tứ Xuyên là Tráng, đem giết đi.
周市使人谓雍齿 曰：“丰，故梁徙也。 今魏地已定者数十城。齿今下魏，魏以齿为侯 守丰。不下，且屠丰。”	Chu Thị sai người bảo với Ung Xỉ rằng: “Ấp Phong xưa là nơi vua Lương dời đến. Nay đất Ngụy đã bình định được mấy mươi thành. Giờ Xỉ hàng Ngụy, Ngụy sẽ phong Xỉ làm hầu, giữ ấp Phong; không hàng thì làm cỏ ấp Phong.”
雍齿雅不欲属沛公， 及魏招之，即反为魏守丰。	Ung Xỉ vốn không muốn quy thuộc Bái công, khi Ngụy vời gọi, liền phản bội giữ ấp Phong cho Ngụy.
沛公怨雍齿与丰子弟叛之，闻东阳甯 君、秦嘉 立景驹为假王，在留， 乃往 从之，欲请兵以攻丰。	Bái công hận Ung Xỉ cùng con em ấp Phong làm phản, nghe nói Đông Dương Ninh Quân và Tần Gia lập Cảnh Câu làm Giả vương (vua tạm thời), ở huyện Lưu, bèn tới theo họ, định xin quân để đánh ấp Phong.
东阳甯君、沛公引兵西，与战萧西， 不利。 还收兵聚留，引兵攻砀， 三日乃取砀。	Đông Dương Ninh Quân, Bái công dân quân về phía tây, cùng đánh ở phía tây huyện Tiêu, song không thắng, quay về gom quân tập hợp ở huyện Lưu, đem đi đánh huyện Đường, ba ngày mới hạ được huyện Đường.
因收砀兵，得五六千人。	Nhân tiện gom lấy lính của huyện Đường, được năm sáu ngàn người.
沛公与项羽西略地 至雍丘之下，与秦军战，大破 之，斩李由。	Bái công và Hạng Vũ đi về phía tây chiếm đất tới chân thành Ung Khưu, rồi cùng quân Tần giao chiến. Đại phá quân Tần, chém Lý Do, quay về đánh Ngoại Hoàng.
以沛公为砀郡长， 封为武安侯，将 砀郡兵。	Cho Bài công làm Đường Quận trưởng, phong làm Võ An hầu, cầm quân Đường Quận.
独项羽怨秦破 项梁军，奋，原与沛公西入关。	Riêng Hạng Vũ căm Tần đánh vỡ quân của Hạng Lương, hào hứng mong cùng Bái công tiến về phía tây vào Quan Trung.
西与秦将杨熊战白马， 又战曲遇 东，大破之。	Liền tiến về phía tây cùng tướng Tần là Dương Hùng giao chiến ở Bạch Mã, rồi lại giao chiến ở phía đông Khúc Ngộ, đại phá quân Tần.
张良谏 曰：“沛公虽欲急入关，秦兵尚众，距险。今不下宛，宛从後击，彊 秦在前，此危道也。”	Trương Lương can rằng: “Bái công dẫu muốn gấp rút vào Quan Trung, song quân Tần còn đông, lại giữ đất hiểm. Nay không hạ thành Uyển, Uyển sẽ đánh từ phía sau, quân Tần mạnh vẫn ở phía trước, ấy là đường nguy hiểm vậy.”
於是沛公乃夜引兵从他道还，更旗帜，黎明， 围宛城三匝。 南阳守欲自刭。	Thế rồi Bái công bèn đường đêm dẫn quân theo đường khác quay lại, đổi cờ xí, rạng sáng, vây thành Uyển ba vòng, Quận thú Nam Dương định tự vẫn.
沛公以为诈，乃用张良计，使郦生、陆贾往说秦 将，啗以利，因袭攻武关， 破之。	Bái Công cho là xảo trá, bèn dùng kế của Trương Lương, sai Lịch Sinh, Lục Giả tới khuyên tưởng Tần, dùng lợi lộc dụ dỗ, rồi nhân đó tập kích Vũ Quan, phá tan tành.
又与秦军战於蓝田南，益张疑兵旗帜，诸所过毋得掠 卤，秦人憙，秦军解，因大破之。	Lại giao chiến cùng quân Tần ở phía nam Lam Điền, dựng thêm cờ xí làm nghi binh, những nơi quân đội đi qua đều không được cướp bóc. Người Tần vui mừng, quân Tần rã đám, nhân đó phá vỡ quân Tần.
汉元年十月， 沛公兵遂先诸侯 至霸上。	Tháng Mười năm đầu tiên nhà Hán, quân Bái công đến Bá Thượng trước các chư hầu.
召诸县父老豪桀曰：“父 老苦秦苛法久矣，诽谤者族，偶语者弃 巿。 吾与诸侯约，先入关者王之，吾当王关中。与父老约，法三 章耳：杀人者死，伤人及盗抵罪。 馀悉除去秦法。诸吏 人皆案堵如故。凡吾所以 来，为父老除害，非有所侵暴，无恐！且吾所以还军霸上，待诸侯至 而定约束耳。”	Bái công triệu tập phụ lão và hào kiệt ở các huyện tới, nói rằng: “Các vị phụ lão khổ vì luật pháp hà khắc của Tần đã lâu, ai phỉ báng bị giết cả họ, ai túm tụm bàn luận bị giết giữa chợ. Ta và chư hầu đã có giao ước, ai vào Quan Trung trước thì được phong vương, vậy ta phải xưng vương ở Quan Trung. Giao ước của ta với các vị phụ lão có ba điều thôi: kẻ giết người phải chết, gây thương tích và trộm cắp phải chịu tội. Ngoài ra bỏ hết pháp lệnh của nhà Tần. Quan lại và nhân dân đều giữ yên như trước. Ta sở dĩ đến đây là vì trừ hại cho phụ lão, không có ý xâm phạm, bạo hành. Chớ sợ! Vả lại ta sở dĩ quay về đóng quân ở Bá Thượng là để đợi chư hầu đến rồi định điều giao ước đó thôi.”
秦人大喜，争持牛 羊酒食献飨军士。	Người Tần cả mừng, tranh nhau dắt trâu dê, rượu, thức nhắm dâng khao quân sĩ.
或说沛公 曰：“秦富十倍天下，地 形彊。今闻章邯降项羽，项羽乃号为雍王，王关中。今则来，沛公恐 不得有此。可急使兵守函谷关， 无内诸侯军，稍徵关中兵以自益，距 之。”	Có người khuyên Bái công rằng: “Tần giàu gấp mười thiên hạ, địa thế vững. Nay nghe nói Chương Hàm đầu hàng Hạng Vũ, Hạng Vũ bèn xưng là Ung vương, cai trị vùng Quan Trung. Giờ mà ông ta tới, e Bái công không có được những thứ này. Phải gấp đưa quân giữ cửa Hàm Cốc, không cho quân chư hầu vào, rồi dần mộ quân ở Quan Trung để tăng cường chống cự.”
乃使使徙义帝长沙郴县，趣义帝行， 群臣稍倍叛之，乃阴令衡山王、临江王击之，杀义帝江南。	Bèn sai sứ dời Nghĩa đế tới huyện Lâm ở Trường Sa, giục Nghĩa đế khởi hành, quần thần dần dần phản bội, bèn ngầm lệnh cho Hành Sơn vương, Lâm Giang vương đánh, giết Nghĩa đế ở Giang Nam.
楚闻之，发兵距之阳夏， 不得前。 令故吴令郑昌为韩 王，距汉兵。	Sở nghe tin, cất quân chống cự ở Dương Hạ, quân Hán không thể tiến lên; (Sở) cho quan Lệnh nước Ngô trước đây là Trịnh Xương làm Hàn vương, chống lại quân Hán.
发使者告诸侯曰：“天下共立 义帝，北面事之。今项羽放杀义帝於江南，大逆无道。寡人亲为发 丧，诸侯皆缟素。悉发关内兵，收三河士， 南浮江汉以下， 原从诸侯王击楚之杀义帝 者。”	Phái sứ giả bá cáo chư hầu rằng: “Thiên hạ cùng lập Nghĩa đế, ngoảnh mặt về bắc mà thờ phụng. Nay Hạng Vũ đuổi giết Nghĩa để ở Giang Nam, thật đại nghịch vô đạo. Quả nhân đích thân phát tang, chư hầu đều mặc vải trắng. Phát động tất cả quân trong ải, lấy quân Tam Hà, xuống nam xuôi Trường Giang, Hán thủy, nguyện cùng vua chư hầu đánh kẻ nước Sở đã giết Nghĩa đế.”
项 羽闻之，乃引兵去齐，从鲁出胡陵， 至萧，与汉大战彭城灵壁东 睢水上，大破汉军，多杀士卒，睢水为之不流。	Hạng Vũ hay tin, bèn dẫn quân rời Tề, từ đất Lỗ ra khỏi Hồ Lăng, tới huyện Tiêu, cùng quân Hán đại chiến trên sông Tuy Thủy phía đông Linh Bích ở Bình Thành, đại phá quân Hán, giết nhiều quân sĩ, nước sông Tuy Thủy bởi vậy không chảy được.
当是时，诸侯见楚彊汉败， 还皆去汉复为楚。	Lúc bấy giờ, chư hầu thấy Sở mạnh Hán thua, đều bỏ Hán quay lại với Sở.
汉王从 之，稍收士卒，军砀。	Hán vương đến đó, dần chiêu mộ binh lính, đóng quân ở huyện Đường.
汉王之败彭城而西，行使人求家室，家室亦亡，不相得。	Hán vương thua ở Bình Thành, bèn rút về phía tây, trên đường sai người tìm gia quyến, gia quyến cũng đều bỏ trốn, không tìm được.
於是令祠官祀天地四方上帝山川，以时祀之。	Thế rồi lệnh cho quan tế tự cúng tế trời đất bốn phương, thượng đế, núi sông theo mùa.
遂定魏地，置三 郡，曰河东、太原、上党。	Bèn dẹp đất Ngụy, đặt ba quận là Hà Đông, Thái Nguyên, Thượng Đảng.
於是项羽乃疑亚父。	Thế rồi Hạng Vũ liền nghi ngờ Á phụ.
汉军绝食，乃夜出女子东门二千馀人，被甲，楚因四面击之。	Quân Hán tuyệt lương, bèn sai hơn hai nghìn cô gái đương đêm ra cửa đông, mặc giáp, Sở liền đánh vào từ bốn phía.
因杀魏豹。	Bèn giết Ngụy Báo.
关中兵益出。	Quân Quan Trung xuất chinh ngày một nhiều.
项羽恐，乃与汉王约，中分 天下，割鸿沟而西者为汉，鸿沟而东者为楚。	Hạng Vũ sợ, bèn cùng Hán vương giao ước chia đôi thiên hạ, cắt đất từ Hồng Câu trở về tây thuộc Hán, từ Hồng Câu trở về đông thuộc Sở.
楚击汉军，大破之。	Sở đánh quân Hán, phá tan tành.
利几者，项氏之 将。	Lợi Cơ là tướng của họ Hạng.
项氏败，利几为陈公，不随项羽，亡降高祖，高祖侯之颍川。	Họ Hạng bại trận, Lợi Cơ làm Trần Công, không theo Hạng Vũ, trốn hàng Cao tổ, Cao tổ phong làm hầu ở Dĩnh Xuyên.
田肯 贺，因说高祖曰：“陛下得韩信，又 治秦中。秦，形胜之国， 带河山之险，县隔千里，持戟百万，秦得百二焉。 地埶便利，其以下兵於诸侯，譬犹居高屋之上建 瓴水也。 夫齐，东有琅邪、即 墨之饶，南有泰山之固，西有浊河之限， 北有勃海之利。 地方二千里，持戟百万，县隔千里之外， 齐得十二焉。 故此东西秦也。非亲子弟，莫可使王齐矣。”	Điền Khẳng chúc mừng, nhân đấy khuyên Cao tổ rằng: “Bệ hạ bắt được Hàn Tín, lại cai trị Tần Trung. Tần là nước có hình thế đắc địa, cậy núi sông hiểm trở, xa cách ngàn dặm, chư hầu có trăm vạn quân cầm kích đánh tới thì Tần chỉ cần hai vạn quân đã có thể chống chọi được. Địa thế tiện lợi, từ đây đem quân xuống đánh chư hầu, ví như từ trên nhà cao trút lọ nước xuống vậy. Xét nước Tề, đông có Lang Da, Tức Mặc màu mỡ; nam có Thái Sơn vững chắc, tây có Hoàng Hà ngăn trở, bắc có Bột Hải tiện lợi, Đất vuông hai ngàn dặm, chư hầu có trăm vạn quân cằm kích đánh tới, xa cách ngoài ngàn dặm, Tề chỉ cần hai mươi vạn quân là có thể chống chọi được. Vậy nên hai nơi này là Đông Tần, Tây Tần. Không phải con em thân thích, chớ sai làm vương đất Tề.”
後十馀日，封韩信为淮阴侯，分其地为二国。	Qua hơn mười ngày, phong Hàn Tín làm Hoài Âm hầu, chia đất phong làm hai nước.
白土曼丘 臣、王黄立故赵将赵利为王以反，高祖自往击之。	Mạn Khưu Thần và Vương Hoàng ở Bạch Thổ lập tướng Triệu trước đây là Triệu Lợi làm vương để làm phản. Cao tổ đích thân tới đánh.
八年，高祖东击韩王信馀反寇於东垣。	Năm thứ tám, Cao tổ tiến về đông đánh dư đảng của Hàn vương Tín ở Đông Viên.
至马邑，马邑不下，即攻 残之。	Tới Mã Ấp, Mã Ấp không hàng, liền phá hủy Mã ấp.
於是乃分赵山北，立子恆以为代 王，都晋阳。	Thế rồi liền chia đất phía bắc núi Thường sơn nước Triệu, lập con là Hằng làm Đại vương, đóng đô ở Tấn Dương.
沛父兄诸母故人 日乐饮极驩，道旧故为笑乐。	Các phụ huynh, bà mẹ, người quen cũ ở đất Bái ngày ngày uống rượu vui tràn, kể chuyện cũ mà cười hả hê.
於是拜沛侯刘 濞为吴王。	Thế rồi phong cho Bái hầu Lưu Tỵ làm Ngô vương.
於是高祖嫚骂之曰：“吾以布衣 提三尺剑取天下，此非天命乎？命乃在天，虽扁鹊何益！”	Cao tổ liền mắng rằng: “Ta xuất thân áo vải, cầm ba thước kiếm lấy được thiên hạ, đây chẳng phải mệnh trời sao? Số mệnh ở trời, dẫu có Biển Thước cũng ích gì?”
四日不发丧。	Bốn ngày không báo tang.
卢绾闻高祖崩，遂亡入匈奴。	Lư Oản nghe tin Cao tổ băng, liền trốn vào Hung Nô.
周秦之间，可谓文敝矣。	Giữa thời Chu – Tần, có thể nói lễ văn tệ hại vậy.
故汉兴，承敝易变，使人不倦，得天统矣。	Vậy nên nhà Hán dấy lên, nối tiếp tệ đoan của nhà Tần mà dễ dàng thay đổi, khiến muôn dân không nhọc mệt, được chính thống từ trời.
秦二世元年 秋，陈胜等起蕲，至陈而 王，号为“张楚”。	Hán Cao tổ chém rắn trắng (tranh khắc đá đời Thanh) Mùa thu, năm Tần Nhị Thế thứ nhất, đám Trần Thắng nổi lên ở đất Kỳ, đến đất Trần thì xưng vương, lấy hiệu là Trương Sở.
秦二世二年，陈涉之将周章军西至 戏 而还。	Tần Nhị Thế năm thứ hai, tướng của Trần Thiệp là Chu Chương dẫn quân đánh về phía tây tới Hý Thủy rồi quay về.
秦泗川监平 将兵围丰，二日，出与战，破之。	Quan Giám quận Tứ Xuyên của nhà Tần là Bình đem quân vây ấp Phong, hai ngày sau, quân Bái công ra thành nghênh chiến, đại phá quân Tần.
陈王使魏人周市略地。	Trần vương sai người Ngụy là Chu Thị cướp đất.
是时秦将章邯从陈，别将司马枿 将兵北定楚地，屠 相，至砀。	Bấy giờ, tướng Tần là Chương Hàm đuổi theo Trần vương, biệt tướng Tư Mã Ni đem quân lên phía bắc bình định đất Sở, làm cỏ huyện Tương tới huyện Đường.
闻陈王定死，因立楚後怀王孙心为楚 王，治盱台。 项梁号 武信君。	Nghe tin Trần vương chắc chắn đã chết, bèn lập dòng dõi nhà Sở, tức cháu của vua Hoài vương tên là Tâm lên làm Sở vương, đóng đô ở Vu Thai, Hạng Lương xưng là Võ Tín quân.
齐军归，楚独追北， 使沛公、项羽别攻城阳，屠之。	Quân Tề rút, quân Sở một mình truy đuổi tàn quân, Hạng Lương sai Bái công và Hạng Vũ đánh riêng Thành Dương giết sạch.
还攻外黄， 外黄未下。	Ngoại Hoàng chưa hạ được.
沛公与项羽方攻陈留，闻项梁死，引兵与 吕将军俱东。	Phía Bái Công và Hạng Vũ thì đánh Trần Lưu, nghe tin Hạng Lương chết, liền đem quân cùng Lã tướng quân tiến về phía đông.
章邯已破项梁军，则以为楚地兵不足忧，乃渡河，北击赵，大破 之。	Chương Hàm sau khi đánh vỡ quân của Hạng Lương thì cho rằng quân đất Sở không đáng ngại, bèn vượt Hoàng Hà, lên phía bắc đánh Triệu, đại phá quân Triệu.
秦二世三年，楚怀王见项梁军破，恐，徙盱台都彭城，并吕臣、 项羽军自将之。	Tần Nhị Thế năm thứ ba, Sở Hoài vương thấy quân của Hạng Lương vỡ, sợ hãi, bèn dời Vu Thai tới đóng đô ở Bình Thành, gộp quân của Lã Thần và Hạng Vũ lại, tự thống lĩnh.
赵数请救，怀王乃以宋义为上将军，项羽为次将，范增为末将， 北救赵。	Triệu mấy lần xin cứu, Hoài vương bèn cho Tống Nghĩa làm Thượng tướng quân, Hạng Vũ làm thứ tướng, Phạm Tăng làm mạt tướng, lên phía bắc cứu Triệu.
当是时，秦兵彊，常乘胜逐北，诸将莫利先入关。	Lúc bấy giờ, quân ẳ Tần mạnh, thường thừa thắng đuổi lên phía bắc, các tướng chẳng ai thấy việc vào Quan Trung trước là có lợi.
怀王诸老将 皆曰：“项羽为人僄悍猾贼。 项羽尝攻襄 城，襄城无遗类， 皆阬 之，诸所过无不残灭。且楚数进取， 前陈王、项梁皆败。不如 更遣长者扶义而西， 告谕秦父兄。秦父兄苦其主久矣，今诚得长者往，毋侵暴，宜可下。 今项羽僄悍，今不可遣。独沛公素宽大长 者，可遣。”	Các tướng già của Hoài vương đều nói: “Hạng Vũ là kẻ hung hãn, tàn nhẫn. Hạng Vũ từng đánh Tương Thành, Tương Thành không còn ai sống sót, đều bị chôn sống hết. Những nơi đi qua không nơi nào không tàn sát. Vả lại Sở mấy lần tấn công, nhưng Trần vương và Hạng Lương trước đều thua. Chẳng thà sai người trung hậu nêu cao nhân nghĩa, về phía tây khuyên bảo phụ huynh nước Tần. Phụ huynh nước Tần khổ vì vua lâu rồi, nay quả thực được người trung hậu ghé tới, không xâm hại, chắc sẽ hạ được. Nay Hạng Vũ hung hãn, không thể sai phái. Riêng Bái công xưa nay là người trung hậu, độ lượng, có thể sai đi.”
楚军出 兵击王离，大破之。	Quân Sở xuất quân đánh Vương Ly, phá tan tành.
