ID,Image Box,Chinese Ocr,Chinese Txt,vntext,vntran
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_003,"[[1060, 1999], [1067, 139], [1110, 140], [1102, 2000]]",一都個九點數去該麝月麝月便剑了一根出來大家看時上面是一枝茶蘼花題着韶華勝極四字那邊寫者一句舊詩道是開到茶廣,"一二三1十八國同人（, 都瑞学堂广杭勤道當渝, 個涸倜调堌锢绸錮週固, 九元二大五丸力儿孔三, 點黠粘黇品钻路浩嘉黔, 數数歎勤教敷致嘆對戴, 去法云夫丢未告共玄吉, 該核骸說茲陔峐该眩詼, 麝麛麕爵廦砕砰癖碍辟, 月用丹刀八习戶日闩曰, 麝爵府麑碍臂麕厨霨蔚, 月用周丹戶時习尺子刀, 便使更梗埂庚伊挭夜厦, 剑堂望卓理创型㙦犁圍, 了丁可子厅好刀万辽孑, 一二三八十國同人司~, 根相棖枨@桹桭粮桘梎, 出山中步虫击士由银业, 來来东家倈菜交爽婡聚, 大天人火方太六内文木, 家实宗字室國蒙象京国, 看着盾香清者春酒青㸔, 時时特若勝持月間待周, 上土主工十丘止二正卫, 面通询而闻百画南直道, 是基甚@長昃走足昆疌, 一二三十~八〇司（國, 枝杖技校梫岐忮棱汥枚, 茶荼英荣花莱禁菜东茯, 蘼葬靡廓薜壁旆藶蘑麻, 花龙在伦芘布化柁苑论, 題顥顕趙潁踴题韙頴頓, 着著者若养肴善菪有萧, 韶部都留韵龍貂詔靜超, 華崋莘辛羣萚萃蓽花苹, 勝腾劵椦房券媵務参烤, 極板廠椒棷柜核桎椓标, 四西匹八元如泗刀二园, 字学宇早享子家宁宗客, 那郡邦服般頺我哪手鹏, 邊设瓷姿谩资逢慢得漫, 寫窵冩窎宾寓寪寧窠窖, 者若着著老考耆春君卷, 一二三十八1人司山橱, 句司旬向可合创包白甸, 舊薈詟善曹首𦾔替瞢曾, 詩許誅時諧诗誇譸誥詿, 道逍适造遣遒這首遊通, 是基果县臰寔皇昃畏足, 開聞關閒闢闘鬪閞鬬闕, 到刭倒列利剷至剎刊刑, 茶荼条荣萧原菜京东不, 廣葳前蘼歲就蔵麟薜蘭","Xạ Nguyệt rút một cái thẻ, mọi người xem thấy một cành hoa đồ mi, có đề bốn chữ""Cảnh xuân đẹp tuyệt"". Lại có một câu thơ cổ:""Hoa đồ mi nở là ngày xuân đi"". Lại có chua thêm:""Mỗi người trong tiệc uống ba chén tiễn xuân"".","Bỗng Xạ Nguyệt rút một thẻ, mọi người xem thấy một cành hoa đồ mi, có đề bốn chữ ""Cảnh xuân đẹp tuyệt"". Lại có một câu thơ cổ rằng: ""Hoa đồ mi nở là ngày xuân đi"". Lại có lời chú thêm rằng: ""Mỗi người trong tiệc uống ba chén tiễn xuân""."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_004,"[[1014, 138], [1054, 138], [1054, 1998], [1014, 1998]]",花事了註云在席各飮三杯襲人麝月問怎麻講寶玉皺被眉兒忙將籤藏了說俗們且喝酒罷說着大家吃了三口以充三杯之數麝月,"花化北在龙伦衣农死䒫, 事亭丰串享凖車書花高, 了丁子万可十ア丫字百, 註注住跓計砫詠驻蛀駐, 云元公二玄去三亓示六, 在衣有存夜农住准庄往, 席蓆度庶廗常廣庿虎庹, 各客格咯名洛路吝啓容, 飮飲欽餘歛欴歈欣敢斂, 三二一五王曰經日旦@, 杯林标柯权抔材环沝怀, 襲健售壟聾货银食盛龔, 人入大太天/民五木〈, 麝爵府霨齋麕尉麛麤矗, 月用戶万人尺周時貝天, 問間潤閏商閣閭閂闿周, 怎恁惩念怠忢忑忘悹雋, 麻麽脉廉廒城所家赢豚, 講譜諸諧購讃溝遘言造, 寶賓寳窗實竇有客突窅, 玉王三五主干天下飞百, 皺被皲般皱鞁铍服詖𬭛, 被皺皴教敬敏搬皲破般, 眉盾尼层肩后局屃園屇, 兒見兌皃免兑兄舁完纪, 忙當忋恾堂情忓忨什忏, 將将蔣特脚辉嶈舟蒋脟, 籤籖益签纸雏籛無簽征, 藏减燕蔵減款裁城新戴, 了丁子7下十道不字@, 說説貌訉詵設靚諛旣訙, 俗僭偕糌谐階修绺借性, 們門鬥捫鸺椚们酒傅信, 且月目县用具旦主沮耳, 喝噶蝎碣偈暍渴謁褐竭, 酒洒活潛唒西河泗烟迺, 罷𠖥羅籠龍晟羆是罪巼, 說説晚份設说餠旣銳韵, 着者著若精普老養巷新, 大人天太入火木内方六, 家宣國室国宝蒙实定宗, 吃屹仡訖圪汔杚呓忔虼, 了丁子7丫@字工ア可, 三二王主五兰旦正@一, 口日门囗目二卫自教行, 以玖联政义取环欢从欧, 充兖宛究克允兊兗交苑, 三二正一旦五兰王主藏, 杯标㭬柯柕棞杼林椓极, 之立三二文芝支者主大, 數数歎對動勤鸚藪酆徵, 麝府厨碍廚码爵癖麑廦, 月丹用闩万門习汽有门","- Thôi, chúng ta cứ uống rượu đi. Mọi người uống đủ ba nhấp thay cho ba chén.","Hoa tàn rồi, mọi người hãy cùng nhau uống cạn ba chén này. Xạ Nguyệt hỏi sao lại thế, Bảo Ngọc cau mày giấu thẻ đi, nói: Thôi, chúng ta cứ uống rượu đi. Mọi người uống đủ ba nhấp thay cho ba chén."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_005,"[[957, 139], [998, 138], [1003, 1996], [961, 1998]]",一擲個十點該香菱香菱便型了一根並蒂花題着聯春繞瑞那面寫着一句舊詩道是連理枝頭花正開註云共賀掣者三杯大家陪飲,"一二八十三1人國四~, 擲掷撕擞搬擀鄕打揶攤, 個锢涸侗倜堌固錮调婟, 十士+一干八千土于大, 點黠㸃默黔黜黟粘黇酷, 該陔该說諒孩垓核峐旣, 香番季潘杳委喬播秀否, 菱萎夢蓁基慶零小蓉蒌, 香看番昏盾季魯喬杳昋, 菱義萋萎蒌姜美養蓁斐, 便伊使更哽埂梗硬僳挭, 型製犁制剑刻掣梨划利, 了丁子可字不下丫7ア, 一二三八國同1（四十, 根银相眼粮桹限稂桐恨, 並前強剪施地亚驰北业, 蒂带帶蔕薷帮蓆滯帝芾, 花龙在化茌伦荏北礼衣, 題题顥趙頡顕頓頴擷頵, 着若者著精清养道潢洁, 聯聨联聊聮職聪壣恥聫, 春卷看眷舂泰农容者参, 繞橈磽徺純绕曉暁饒嬈, 瑞琮珊瓀端瑤瑒瓔璀琨, 那邦邪郡哪牃开郏形頺, 面百画而通圎闻南囬回, 寫冩寓寪宫實富宾寧無, 着者若著看养肴春精有, 一二三十-八1人具司, 句旬可向勾甸合白勺何, 舊薈蓓鵪萏鹌鹤有萑鶴, 詩诗時詰語請誌持特詿, 道逍遒遁遵适達渞遣通, 是超量最提昰臰皇基世, 連迪速连迎建達逥邅遵, 理埋璉瑰瑝璅鋰現娌琟, 枝技杖汥梫岐忮枯吱柉, 頭頋頤顫耳豉頧明㪷鲠, 花在龙北衣䒫化荏找庀, 正止市五卫亚丘证整而, 開閞閈䦕聞鬨用笄角閑, 註注住往主跓詮砫詿柱, 云二公元六去示亡天文, 共其具卖法井社洪北棋, 賀贺驾餐管货眢蟹架哿, 掣犁製犫犨攣型剩簟梨, 者着耆查耇如若孝有吉, 三二一王正五旦年且主, 杯标柯㭬林沝柕怀柸椓, 大天人入六又太久火犬, 家國实字国了宗室富冢, 陪踣醅唁喑犃咭培殕暗, 飲飮畝餠餃歛飭數敜蝕","Hương Lăng rút được một cái thẻ vẽ cành hoa""tịnh đế"" có đề bốn chữ""Điềm xuân liên tiếp"". Mặt sau có một câu thơ cổ:""Liền cành hoa nọ vừa đua nở"". Lại chua thêm:""Cùng mừng người rút uống ba chén, sau đó mọi người đều uống một chén"".","Gieo một lượt xúc xắc, trúng ngay mười điểm, Hương Lăng rút được thẻ hoa tịnh đế, đề bốn chữ “Điềm xuân liên tiếp”. Mặt sau có câu thơ cổ: “Liền cành hoa nọ vừa đua nở”. Lại chú thêm: “Cùng mừng người rút ba chén, sau đó mọi người đều uống một chén”."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_006,"[[902, 142], [943, 142], [943, 2000], [902, 2000]]",一杯香菱便又擲了個六點該贷玉黛玉默默的想道不知還有什麽好的被我掣着方好一面伸手取了一根只見上面書着一枝芙蓉,"一二八三人十四亠1〇, 杯标林怀材柯环不沝坏, 香季書杳番荅霄耆秀餐, 菱萎蒌麥義若䖏慶夢萋, 便使伊更倮埂要度梗厦, 又文汉叉業八卫名入习, 擲掷撕搠攤擞揶挪擁撛, 了丁子7@字下十丫不, 個锢倜涸固调同錮侗信, 六大兴云共天八宍产*, 點悬勤黠黇煔站贴颭影, 該核峐茲晐陔賅骸孩姟, 贷货貸黛益袋城兌总登, 玉王主三天干五下正手, 黛牮貸袋岱贷貨垈鎭绒, 玉王主下正天工干宝三, 默獸䭾獻黙黔歐獣跌黕, 默獸黙䭾黕黔黜獣獃黲, 的约钓豹約妁韵菂酌趵, 想頽思頹惁憑悊相焎焄, 道逍首遣遒遺適這适遵, 不下万木小本水才茶子, 知和如幻釦缸馹矩命短, 還遺园選遥擐量通遗遢, 有育南商市万村方行打, 什保仁代件休合仔宁信, 麽麼睡摩际隆磨顺脑麻, 好奸妤虸妇耔妊妈奵娖, 的约钓酌韵約豹昀趵盷, 被彼披波陂詖铍疲诐祓, 我者利羽非栽找若治涐, 掣剑製型犁刻刺制创侧, 着若者善著养春肴養老, 方万芳亏力有友市左厅, 好虸杍妈奸妤汓纡吇吁, 一二三~八十〇國1冖, 面画而百直闻靣圎西南, 伸神仲傳申使佛便俾伴, 手羊丰乎呼杽孚年宇芋, 取耶娶职联與敢埾焣專, 了子丁7字可十耳正丫, 一二-三，建国具司嘉, 根相银粮桹眼梖椳恨稂, 只巳尺日共兴贝品曰尸, 見兒见兄旯兇兕克界早, 上土工十主卫五士丘丄, 面而百画间旬通闻囬南, 書畫晝香畵查蔷聋吉街, 着著若者春看精茬荐普, 一二三十1]~（司八, 枝校技伎稅岐汥妓頹忮, 芙英美荚吴天笑关黄茉, 蓉蕓較轉容菪轅葖藿䓖","Hương Lăng lại gieo được sáu điểm, tính đến lượt Đại Ngọc. Đại Ngọc nghĩ thầm:""Không biết còn thẻ gì hay nữa!"" Rồi rút được một thẻ vẽ một cành hoa phù dung, có đề bốn chữ""sương gió buồn tênh"".","Hương Lăng vừa dứt lời, lại gieo xúc xắc, được sáu điểm, đến lượt Đại Ngọc. Nàng thầm nghĩ: ""Chẳng hay còn thẻ nào thú vị nữa chăng?"". Rồi nàng rút được một thẻ, trên vẽ một cành phù dung, đề bốn chữ ""Sương gió buồn tênh""."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_007,"[[839, 138], [884, 136], [891, 1999], [846, 2000]]",花題者風露清愁四字那面一句舊詩道是莫怨東風當自嗟註云自飮一杯牡丹陪飮一杯衆人笑說這個好極除了他別人不配做芙,"花化北龙衣在死我找布, 題题懸颞通超韪慧遇朋, 者着若著春行养新看容, 風国属屈夙厨凤鯴风屋, 露店医器曙寒诺区容路, 清淸情洁请精法涛活靖, 愁愗熱然秘湬悡慭悐媝, 四西八匹酒國公〇沙刀, 字学宇享子家亨客早宮, 那郡别形頺永来册服般, 面而百画直回南通囬雨, 一二三八1十四六工五, 句司可白向旬创合日石, 舊蓓薈薛裤萑有蓄花葘, 詩诗時詰誌特侍許訶詿, 道逍通遵蓮造遒首適迈, 是基星皇县悬昰差量臰, 莫草英菓奠葜漠荬蓂真, 怨㤪惩恕恐悲惌想妴怷, 東康京亰原束@庚漮鿌, 風凬鯴楓屈属鲺夙娬堸, 當営常甞言富宫曽嘗堂, 自白有育向百日台翔目, 嗟鹺暛磋差咩蹉瑳嫅縒, 註注住跓詳許詠往砫諄, 云二公玄幺三一去示亡, 自白有台身育省目皇會, 飮飲欽餃欴歛餘欲飫歈, 一二-1三十）_)八, 杯标㭬林怀柯柕抔沝椓, 牡牲杜特社柱牛任壯壮, 丹月舟具再凡昇井开县, 陪踣暗賠醅碚赔犃殕陀, 飮飲餃飫食飾飯欲猷餘, 一二十三八-人~〇（, 杯标林沝怀㭬柯柕柸不, 衆聚浆眾豪泉衰我装兜, 人/入大太〈厶天八<, 笑芙实关竿昊奖美𦬞宎, 說説諭諌誐識論脫说銳, 這追道直造信値逭值有, 個信侗倜调锢倡錮同痼, 好妤奸虸仔耔妈妇杍吇, 極板极栖械梅标棷核柢, 除際陈院际险哈附味隂, 了丁子丫不字7ア@下, 他池地也驰彵仙施她化, 別别引刷所房用冽成剔, 人入天大/八〈太久<, 不下水万小木人茶本子, 配酩酷酡酐酿酏酝醉酬, 做傲倣儆佛微尚椒故俶, 芙美英笑关茉吴天荚矣","Bài này mỗi câu có một điển tích, đúng như lời Tương Vân giao hẹn. (10).","Lời đề trên hoa là bốn chữ ""Phong lộ thanh sầu"", lại có câu thơ cũ rằng ""Chớ oán gió đông, tự mình than thở"", chú rằng ""Tự uống một chén, có hoa mẫu đơn cùng uống một chén"", mọi người cười nói, thật là hay, ngoài người ấy ra, không ai xứng đáng làm hoa phù dung."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_008,"[[788, 136], [828, 135], [832, 1996], [790, 1998]]",蓉贷玉也自笑了於是飮了酒便擲了個二十點該着襲人襲人便伸手取了一枝出來卻是一枝桃花題着武陵別景四字那一面寫着,"蓉容器零明不界鑿閤限, 贷货貨黛貸食爲袋信城, 玉王主下天三五壬正干, 也地世他七乜池屯邑抱, 自白目身有台旬曰日會, 笑竽竿芙矣笄𦬞勞关笇, 了子丁丫十字下7宇業, 於沙放认欣旅的加补诊, 是基差悬臰長墨提县昰, 飮飲飯餃餘食歈蝕欱飾, 了子丁字下@十7丫不, 酒洒活潛唒迺酉濟泗湭, 便更使哽梗埂硬挭浭绠, 擲掷身躑鄭撕擤鄕脚真, 了子丁7不字工可十下, 個锢涸錮侗婟倜棝堌固, 二三一工國主上八十=, 十一+士八千干牛大亠, 點黠㸃黜黔酷黕默毗贴, 該諒說峐该諄晐陔咳玆, 着者若著春普看养善肴, 襲龔媝婺婪製集動雙聾, 人入大/天xX乂太春, 襲龔剪其集熊與聾英能, 人入天/春大（夫太〈, 便更使梗埂挭厦哽硬绠, 伸神仲砷佛胂仰使佣便, 手乎呼丰羊孚年杽芋宇, 取耶敢玫助耵耿致冣敗, 了子7丁学?字道業？, 一二_-亠十=八人三, 枝技校伎棱忮稜岐汥楼, 出生步治事士张鼎北中, 來来交夾爽未木求本密, 卻御印知郤欲却即鹆邻, 是足果基超矩星差量般, 一二三八-十1〇，四, 枝技校杖棱岐汥桂忮梫, 桃楊棑挑梆晀咷祧垗株, 花在龙芘茲化荏布北茌, 題题颞顕縣韪新瓶镺是, 着若普著者善新精義首, 武藏式底同南者成试志, 陵唆陖凌酸峻隣嘜崚陸, 別别引列刷冽利房成刓, 景量㬌素澋璟憬還最六, 四西八匹刀泗园如州因, 字宇家宁宗学客享室实, 那永頺邦@邪般郡鄕哪, 一二_1I冖三-（十, 面百而画南商闻雨通衡, 寫富冩宾寓宴写寪窵寧, 着若者精著新希𬒈活福","Tập Nhân rút ra một cái thẻ vẽ cành hoa đào, đề bốn chữ""Phong cảnh Vũ Lăng"". Mặt sau có đề một câu thơ cổ:""Hoa đào lại báo một mùa xuân sang"". Lại chua thêm:""Hoa hạnh uống tiếp một chén, người nào cùng tuổi hay cùng họ đều uống tiếp một chén"".","Bảo Ngọc cười, rót rượu rồi lại gieo xúc xắc, đến lượt Tập Nhân. Tập Nhân rút một thẻ, trên vẽ cành đào, đề bốn chữ ""Phong cảnh Vũ Lăng"", mặt sau có câu thơ cổ: ""Hoa đào lại báo một mùa xuân sang"", lại chú thêm: ""Hoa hạnh uống tiếp một chén, người nào cùng tuổi hay cùng họ đều uống tiếp một chén""."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_009,"[[736, 133], [781, 133], [781, 1998], [736, 1998]]",善詩道是桃红又見一年春註云杏花陪一義座中同庚者陪一教同姓者陪一諦衆人笑道這一回熱鬧有趣大家算來香菱聘雯寶合,"善祷被警替舊書裕祥萧, 詩特時詰誌诗井諧詿許, 道遒適首逍适艏馗遁遣, 是長提足基@臰居湜品, 桃祧桄挑烑晀朓狣鞉𬶐, 红紅灯虹缸纪江行經钉, 又文八习汉業叉区國口, 見兒见兄皃兌則克兇息, 一二-，三~1同_冖, 年牟羊平甲午乍军车中, 春者眷奉舂着看卷有音, 註住莊注驻薛往益柱跓, 云玄二公三去幺示运亡, 杏查杳李吉香否本秀变, 花龙在北抡衣轮托化找, 陪醅賠赔踣培殕暗碚棓, 一二-三八_同，國州, 義諦說盏蔬袤鑫盞袭恭, 座痤坐唑廠產塺涇莝生, 中申宁甲決守史宇十虫, 同间回问河网司問日向, 庚康唐庾廉廣度東痍更, 者老考孝渚浙若教米著, 陪培踣赔暗賠醅碚陀階, 一二三司手-灬I十）, 教效著救孝熟菜蒸善茶, 同间回司国周网囘問问, 姓娃娌妊姆姚妯娂娷姪, 者老考春孝清有表着耇, 陪踣培醅犃殕暗碚赔賠, 一二八-人三十之國司, 諦語說諸盞識證諱盡蓋, 衆聚我泉眾象浆装發表, 人入大/太天久厶＆K, 笑竿笄竽𦬞芙吴关奖昊, 道逍適通逋這适墑摘遒, 這道逭追造遣邅信谊谆, 一二三_〇-八~，1, 回国口國囘同叵四酒域, 熱無執熟禁𤍠樂藥隸麵, 鬧閙斋用帝金閣商局萧, 有育友存向荷商响青何, 趣越趄輝趐題趠運諏超, 大天人火犬方夫太内久, 家宗定康京字宣室成国, 算笪箅箄笃箕耸簟第箩, 來来东密茶聚家杰京交, 香荅有替杳季桥杏咨者, 菱蒌萎萋斐羑湊婓姜茭, 聘鸭晴精睛情响暗喝璃, 雯零雪雲霎霁婴孁实雾, 寶寳窗實賓蜜窖育商智, 合创叙假银舒部馆斜做","Lại chua thêm:""Hoa hạnh uống tiếp một chén, người nào cùng tuổi hay cùng họ đều uống tiếp một chén"". Mọi người cười nói: - Lần này nhộn nhịp quá, rất vui.","Lời thơ rằng: ""Hoa đào lại báo một mùa xuân sang"", ý nói mùa xuân tươi đẹp đã trở lại. Lại thêm rằng: ""Hoa hạnh uống tiếp một chén, người nào cùng tuổi hay cùng họ đều uống tiếp một chén"". Mọi người đều cười nói, phen này thật là náo nhiệt, thú vị biết bao!"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_010,"[[677, 1995], [684, 132], [725, 133], [719, 1996]]",三人皆與他同庚食玉與他同辰只無同姓者芳官忙道我也姓花我也陪他一鍾於是大家甚了酒黛王因向探春笑道命中該招貴培,"三五二王互正一E豆巨, 人入大/天太八久木夫, 皆智昏呰比毕些眥指啓, 與興典舆奥旗熙兴理班, 他仙地池佛彵化仲驰訑, 同间国伺司周侗問词闾, 庚康唐痍奏疌捷廣庾萧, 食贷貸城貨盒货金全黛, 玉王主下五三宝天国正, 與典旗舆興贸鱼塡宾熊, 他地池仙驰動施能佛牠, 同间囘回国底润目司问, 辰展后長表局居最根启, 只巳尺共日织贝兴旦品, 無冊黑细興酒舞舾知辆, 同间回司国网问周局阿, 姓妲姆姐妮娌娂妣婢娃, 者孝若老考岩春着音未, 芳若苦考勞方旁劳芙芬, 官宫宮管言信馆宜富自, 忙北心牤忋悦忆贤光杧, 道適逍通遵适遁首渞遒, 我找稅現戎栽@利毝戌, 也地边他世池由比物山, 姓姬妊姆妣經处妲妯娃, 花在龙茌北化芘布䒫衣, 我利找羽租秩科稅俄栈, 也地物抱北毡花比故牠, 陪暗培踣赔喑醅倍犃殕, 他地池化色阤陀甩也融, 一二_-八1，冖人〇, 鍾鍤鐘錘鎭銹銛挿适踵, 於放旅劢族欣的协斺认, 是長昰量提最足基@星, 大天火人太文六云夫方, 家蒙宗实字象榢䝉傢豪, 甚想如其相县斟材言刻, 了子丁丫学？ア7?可, 酒洒唒迺廼潛國徆遒硒, 黛無爲賃二鼐黨儒益蕪, 王玉三天正主干工手五, 因天囚国茵大呙丙芮医, 向同问白阿间司句尚河, 探揬揆摇採深揟撰撄搩, 春呑寿眷看有者奉着泰, 笑竿笄竽笇筅芙昊𦬞宎, 道造适這遵渞適通遣遁, 命合侖品台金由会哈甸, 中宁牛守平申十户干宇, 該该陔咳峐賅諄骸諒晐, 招报詔绍紹沼挧玿拓蛁, 貴贵黄意光景费青量号, 培增埒播壻墙瑶婿搢谐","Lại chua thêm:""Hoa hạnh uống tiếp một chén, người nào cùng tuổi hay cùng họ đều uống tiếp một chén"". Mọi người cười nói: - Lần này nhộn nhịp quá, rất vui. Tính tất cả thì Hương Lăng, Tình Văn và Bảo Thoa đều cùng tuổi với Tập Nhân, Đại Ngọc thì đẻ cùng giờ, nhưng không có người nào cùng họ. Phương Quan vội nói: - Tôi cũng họ Hoa, để tôi uống tiếp với chị ấy một chén. Rồi mọi người đều rót rượu uống.","Mọi người cười nói: Lần này thật là náo nhiệt, thật là vui. Tính ra thì Hương Lăng, Tình Văn và Bảo Thoa đều cùng tuổi với Tập Nhân, còn Đại Ngọc thì sinh cùng giờ, nhưng không ai cùng họ. Phương Quan vội nói: Tôi cũng họ Hoa, để tôi cùng chị ấy uống một chén. Rồi mọi người đều rót rượu uống."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_011,"[[623, 1998], [627, 129], [669, 131], [664, 1999]]",的你是杏花快喝了我們好喝探春笑道道是什麽話大嫂子顺手給他一巴掌李紈笑道人家不得貴壻友捱打我也不忍得衆人都笑,"的约钓約豹韵呙大酌纳, 你休称狝伱保餘弥𠇲份, 是基長品果足量嘉最县, 杏否呇李本查書苦吞荅, 花龙化在北论伦䒫芘苑, 快炔块怏情怯恃荣悟抉, 喝噶蝎暍渴竭谒堨偈唱, 了丁可不字子7@道而, 我利找稅者孩現科和租, 們門鬥利们伊聘捫假代, 好奸妤妈妇奴婢虸娐将, 喝噶福嘠晦嗝渴嗨䅥偈, 探採揉深搩操挥捰揬棎, 春卷眷者着寿養舂吞券, 笑竿笄芙奖宎竽昊旲𦬞, 道通逍適遵适這迪运酒, 道這通章達连商市有造, 是基悬量長差提昃臰晨, 什代件信份仁仟保化仲, 麽麼麻摩磨糜魔塺所縻, 話话活諸託銛括咶語蛞, 大天方太人文六火千木, 嫂媳孇妽婢嫚娌嬩娉娘, 子孑字了可好于乎开三, 顺順雁原願腰應膀廳喷, 手乎丰年羊呼杽于平孚, 給綸紿維紛綌縕絆絳絡, 他池地做色化仙危陀驰, 一二-三十八人國1）, 巴巳已三己思民世迅四, 掌堂當荤学牚常草晕棠, 李率丰车季卒幸本查楍, 紈执纨納統執孰紘純紞, 笑竿𦬞笄芙实奖矣昊榮, 道通適遒馗酒逍坊蝤增, 人大入/久太天〈春亻, 家京宗蒙实定字宷国室, 不下木丕衤小万示手茶, 得待徱行律徥德徖徉徎, 貴贵黄責岗實遗資责黃, 壻婿埒增培婚谮智墦谞, 友反发波厅文皮交汉支, 捱拥推押捆揗娾堐擓捚, 打汀扛扫忊盯钉扜圢朾, 我利稅秩找孩現者治科, 也地世七巳廿乜匕他出, 不木下本水小茶术万子, 忍忽恩思惖怱涊葱烈不, 得待行碍德徱符锝将徥, 衆衰聚教豪老參我来象, 人大入天/久太X八（, 都部鄀郡邦郗机鄱者覩, 笑昊奖关芙竿吴美等实","Chị Cả tiện tay tát cho nó một cái! Lý Hoàn cười nói: - Người ta đã không lấy được chồng sang, lại còn bị đánh, tôi không nỡ đâu.","Thám Xuân cười nói: Chị Cả tiện tay tát cho nó một cái! Lý Hoàn cười đáp: Người ta đã không lấy được chồng sang, lại còn bị đánh, ta thật không nỡ lòng nào."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_020_012,"[[566, 1992], [571, 132], [616, 133], [609, 1993]]",了襲人纔要擲只聽有人叫門老婆子忙出去問時原來是薛姨媽打發人來接黛玉的聚人因問幾更了人回二更以後了鐘打過十一,"了丁子可刀万ア厅下宁, 襲龔能龍彰聾製载朝與, 人入/大乂〈X天久从, 纔縱緣罐续縐縷維編繼, 要娶喓瓔㙘嬱耍楆平簍, 擲掷撕衡擤攤掬真擁揶, 只日以共织尺月乐京巳, 聽碑菜酿聘融碘砷瑰岣, 有育看商存南友肴宥右, 人大/入〈1天久春八, 叫料川蚪址耳呌科畔此, 門鬥問閂明間閏闍開阴, 老者考光栳佬姥走孝卷, 婆嘙瘿娑蔢宴姇荽嬃媭, 子字了孑于孓宇手可乎, 忙忋虻忭牤快忓忬忏恾, 出步山士生米光部忠由, 去法云玄宏丢专会吉虫, 問間商門尚悶閣店啓阁, 時特时侍晴脚诗胠脖持, 原源京凉康隙惊茶荣点, 來来密爽交夾未求卒恋, 是基果差星長甚臰聂提, 薛藓孽蘇薩修蘚蕻華舊, 姨桋媳嫂銕峓娘挗妇羠, 媽嫣娾嬺嬀嬬瑪奸嫶嗎, 打扫扛扪汀行钉扞订扦, 發髅散骰彀敬酸设諉发, 人大入/天太夫木A友, 來交来密文不夾卒本木, 接度快传楼博撥唐携按, 黛贷牮貸代貨焦华堂堡, 玉王主壬三天生手五下, 的约皠瞲約迒礐臷, 聚豪康衆泰灓泉景浆發, 人入大/太天八春木未, 因囚閃天田大内困茵丙, 問間周阁商閣閤冏圈四, 幾线钱錢㡬綫毯鷄襲篯, 更吏便庚史東要夷勇雯, 了子字丁7下不@ア孓, 人大天入土X/五〈x, 回囘囙叵口国画诃@洄, 二三一工國=五十州八, 更便哽要頁重夏浭庚挭, 以政取玖联城议成攻义, 後俊役從微接彾餕待稜, 了子丁丫ア十可字@辽, 鐘鍾锁馆鏟全錠鑛鏑鐮, 打钉行扪叮忊汀订拓牱, 過渦调遇禍竭通堝谒蝸, 十士一土千干三大二+, 一二三司十-国工八國","Tập Nhân đương định gieo, chợt có người gọi cửa, bọn bà già ra hỏi thì té ra Tiết phu nhân sai người sang đón Đại Ngọc về. Mọi người hỏi: - Canh mấy rồi?","Tập Nhân vừa định gieo xúc xắc thì nghe tiếng gọi cửa, người nhà ra hỏi thì ra là Tiết di nương sai người đến đón Đại Ngọc. Mọi người liền hỏi nhau đã canh mấy rồi, người kia đáp đã quá canh hai, đồng hồ đã điểm mười một tiếng."
