孟尝君名文，姓田氏。 文之父曰靖郭君田婴。	Mạnh Thường quân tên Văn, họ Điền, cha là Tĩnh Quách quân Điền Anh.
冯 驩曰：“使齐重於天下者，孟尝君也。今齐王以毁废之，其心怨，必 背齐；背齐入秦，则齐国之情，人事之诚，尽委之秦，齐地可得也， 岂直为雄也！君急使使载币阴迎孟尝君，不可失时也。如有齐觉悟， 复用孟尝君，则雌雄之所在未可知也。”	Phùng Hoan nói: “Người khiến Tề được thiên hạ coi trọng, chính là Mạnh Thường quân. Nay Tề vương vì lời hủy báng, phế truất Mạnh Thường quân, lòng ông ta oán, ắt quay lưng với Tề, quay lưng lại Tề mà sang Tần, mọi việc ở Tề, tình hình nhân sự, thảy cho Tần biết, Tần có thể lấy được Tề, há chẳng phải thành nước hùng cường ư! Ngài mau sai sứ mang xe mang tiền lén đón Mạnh Thường quân, không để lỡ mất thời cơ. Như để nước Tề biết, lại trọng dụng Mạnh Thường quân, ai thư ai hùng chưa thể biết được vậy.”
冯驩辞以先行，至齐，说齐王曰：“天下之游士冯 轼结靷东入齐者，无不欲彊齐而弱秦者；冯轼结靷西入秦者，无不欲 彊秦而弱齐者。夫秦齐雄雌之国，秦彊则齐弱矣，此势不两雄。今臣 窃闻秦遣使车十乘载黄金百镒以迎孟尝君。孟尝君不西则已，西入相 秦则天下归之，秦为雄而齐为雌，雌则临淄、即墨危矣。王何不先秦 使之未到，复孟尝君，而益与之邑以谢之？孟尝君必喜而受之。秦虽 彊国，岂可以请人相而迎之哉！折秦之谋，而绝其霸彊之略。”	Phùng Hoan từ biệt lên đường trước, về đến Tề, nói với Tề vương: “Du sĩ trong thiên hạ rong xe ruổi ngựa sang Tề, không ai không muốn Tề hùng mạnh mà Tần suy yếu; người rong xe ruổi ngựa sang Tần, không ai không muốn Tần hùng mạnh mà Tề suy yếu. Tề và Tần là hai nước thư hùng, Tần mạnh thì Tề yếu, thế không thể cùng hùng mạnh. Nay thần trộm nghe Tần sai sứ đem mười cỗ xe và trăm dật vàng đón Mạnh Thường quân. Mạnh Thường quân không sang phía tây thì thôi, nếu sang tây làm Tể tướng nước Tần, thiên hạ sẽ theo Tần, Tần là hùng Tề là thư, là thư sẽ khiến đất Lâm Truy, Tức Mặc nguy hiểm. Đại vương sao không nhân trước khi sứ Tần đến, phục chức cho Mạnh Thường quân, mở thêm ấp phong để tạ lỗi. Mạnh Thường quân ắt vui mừng nhận lấy. Tần tuy nước mạnh, há có thể đón Tể tướng nước người đi ư? Hãy bẻ gãy mưu kế của Tần, chặn đứt sách lược làm bá chủ hùng cường của họ.”
齐王 曰：“善。”	Tề vương nói: “Phải lắm.”
乃使人至境候秦使。	Bèn sai người đến biên cảnh đợi sứ Tần.
秦使车適入齐境，使还驰告之，王 召孟尝君而复其相位，而与其故邑之地，又益以千户。	Xe sử Tần vừa vào biên giới Tề, liền chạy ngựa về báo, Tề vương triệu Mạnh Thường quân đến phục chức Tể tướng, mở rộng ấp phong, thêm đến nghìn hộ.
秦之使者闻孟 尝君复相齐，还车而去矣。	Sứ giả Tần nghe tin Mạnh Thường quân được phục chức Tể tưởng nước Tề, liền quay xe về.
自齐王毁废孟尝君，诸客皆去。	Từ khi Tề vương nghe lời hủy báng phế truất Mạnh Thường quân, các môn khách đều bỏ đi.
後召而复之，冯驩迎之。	Sau Mạnh Thường quân được triệu về phục chức cũ, Phùng Hoan đi đón.
未到， 孟尝君太息叹曰：“文常好客，遇客无所敢失，食客三千有馀人，先 生所知也。客见文一日废，皆背文而去，莫顾文者。今赖先生得复其 位，客亦有何面目复见文乎？如复见文者，必唾其面而大辱之。”	Chưa đến nơi, Mạnh Thường quân ngậm ngùi than: “Văn này thường hiếu khách, đãi ngộ khách không dám thất thố, tân khách hơn ba nghìn người, tiên sinh đã biết. Tân khách thấy bữa nọ Văn bị phế, thảy quay lưng với Văn mà bỏ đi, chẳng ai quay lại nhìn. Nay nhờ tiên sinh nên được phục chức, tân khách còn mặt mũi nào nhìn Văn nữa? Nếu quay lại gặp, Văn ắt nhổ vào mặt mà sỉ nhục.”
孟尝君下车接之，曰：“先生为客谢乎？”	Mạnh Thường quân xuống xe đỡ dậy: “Tiên sinh tạ lỗi cho tân khách ư?”
冯驩 曰：“非为客谢也，为君之言失。夫物有必至，事有固然，君知之 乎？”	Phùng Hoan nói: “Không phải tạ lỗi vì tân khách, mà vì ngài nói không đúng. Xét lẽ, vật có cái phải đến, việc có lẽ cố nhiên, ngài biết điều đó chăng?”
孟尝君曰：“愚不知所谓也。”	Mạnh Thường quân nói: “Kẻ ngu này không rõ ý tiên sinh.”
曰：“生者必有死，物之必至 也；富贵多士，贫贱寡友，事之固然也。君独不见夫趣市者乎？ 明旦，侧肩争门而入；日暮之後，过市朝者掉臂 而不顾。非 好朝而恶暮，所期物忘其中。 今君失位，宾客皆去，不足以怨士而徒绝宾客之 路。原君遇客如故。”	Phùng Hoan nói: “Sống ắt có chết, là vật có cái phải đến; giàu sang nhiều kẻ sĩ, nghèo hèn ít bạn bè, việc có lẽ cố nhiên là vậy. Riêng ngài không thấy việc người ta đi chợ ư? Sáng ra, nghiêng vai tranh nhau lách cổng mà vào; sau khi chiều tối, người qua chợ lắc vai, không buồn nhìn lại. Không phải vì thích sáng mà ghét chiều, chỉ bởi thứ cần mua không ở đó nữa. Nay ngài mất chức, tân khách bỏ đi, điều đó không đủ để oán kẻ sĩ mà tuyệt đường tân khách. Xin ngài đãi ngộ tân khách như xưa.”
孟尝君再拜曰：“敬从命矣。闻先生之言，敢 不奉教焉。”	Mạnh Thường quân vái hai vái, nói: “Kính noi mệnh lệnh. Nghe lời tiên sinh, há dám không theo lời dạy.”
太史公曰：吾尝过薛，其俗闾里率多暴桀子弟，与邹、鲁殊。	Thái sử công bàn rằng: Ta từng qua ấp Tiết, phong tục đất ấy nhiều con em hung hăng tàn bạo, khác hẳn nước Trâu và Lỗ.
问 其故，曰：“孟尝君招致天下任侠，奸人入薛中盖六万馀家矣。” 世 之传孟尝君好客自喜，名不虚矣。 靖郭之子，威王之孙。 既彊其国，实高其门。	Hỏi lý do, đáp: “Mạnh Thường quân chiêu tập hào kiệt hiệp khách cùng kẻ gian trong thiên hạ đến ấp Tiết đại để trên sáu vạn nhà.”
孟尝君待客坐语，而屏风後常有侍史，主记君所与客语，问亲 戚居处。	Mạnh Thường quân đãi khách thì ngồi tiếp chuyện, sau bình phong thường có hầu cận bút mực, phụ trách ghi chép những điều Mạnh Thường quân cùng khách trao đổi, hỏi han chỗ ở, thân thích.
乃夜为狗，以入秦宫臧中， 取所献狐白裘至，以献秦王幸姬。	Đêm đến, y giả làm chó, đột nhập vào kho trong cung Tần, lấy được áo lông cừu trắng, dâng cho sủng phi của Tần vương.
夜半至函谷 关。	Nửa đêm, đến cửa Hàm Cốc.
出如食顷，秦 追果至关，已後孟尝君出，乃还。	Xuất quan được độ ăn xong bữa cơm, truy binh quả nhiên đuổi đến, Mạnh Thường quân đã xuất quan, họ bèn về.
孟尝君迁之代舍，出入乘舆车矣。	Mạnh Thường quân lại chuyển ông lên khách xá hạng sang, ra vào có xe.
居期年，冯驩无所言。	Được một năm, Phùng Hoan không nói gì.
传舍长曰：“代舍客 冯公形容状貌甚辩，长者，无他伎能，宜可令收 债。”	Người phụ trách khách và nói: “Phùng công ở khu thượng khách hình dung dáng vẻ rất giỏi biện bác, tuổi cao, không có kỹ năng gì khác, thích hợp cho việc thu tiền.”
乃多酿酒，买肥牛，召诸取钱 者，能与息者皆来，不能与息者亦来，皆持取钱之券书合之。	Bèn mua nhiều rượu ngon và trâu béo, triệu những người vay tiền đến, ai trả được tiền lời cũng đến, ai không trả được tiền lời cũng đến, rồi cầm giấy nợ đối chiếu.
坐者皆起，再 拜。	Người ngồi đó đều đứng dậy, vái lấy vái để.
冯 驩乃西说秦王曰：“天下之游士冯轼结靷西入秦者，无不欲彊秦而弱 齐；冯轼结靷东入齐者，无不欲彊齐而弱秦。此雄雌之国也，势不两 立为雄，雄者得天下矣。”	Phùng Hoan đi sang phía tây nói với Tần vương: “Du sĩ trong thiên hạ rong xe ruổi ngựa sang Tần, không ai không muốn Tần hùng mạnh mà Tề suy yếu; người rong xe ruổi ngựa sang Tề, không ai không muốn Tề hùng mạnh mà Tần suy yếu. Tề và Tần là hai nước thư hùng, thế không thể cùng hùng mạnh, nước nào hùng mạnh sẽ được thiên hạ.”
秦王大悦，乃遣车十乘黄金 百镒以迎孟尝君。	Tần vương cả mừng, sai người mang mười cỗ xe và trăm dật vàng đón Mạnh Thường quân.
